Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Process (Type)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Control, Internal (Type)	Control, Internal Result (CN/L)	Created by	Date Added to Database	Date Created	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	QC Check, Assay	QC Check, Assay Negative Control	QC Check, Assay Positive Control	QC Check, Sample	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status
A0224	13877	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			44784	SARS-CoV-2 N2			44784																													CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				4				MS	Human RNase P	4080	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0224	2/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	1/20/21 0:00	Composite	1/20/21 23:59	1/20/21 0:00	TD	1/22/21		StarCityWWTP-01	Available
A0432	11323	OneStep RT-ddPCR				3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			89820	SARS-CoV-2 N2			52380																													CDC N1/N2/RP Triplex	0.005			100				6					Human RNase P	7488	Mathilda Santee	3/8/21 10:56	3/8/21 10:56	Monongalia County	A0432		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	EL	2/28/21 12:00	Composite	2/28/21 12:00	2/28/21 12:00				StarCityWWTP-01	Available
A1053		OneStep RT-ddPCR	BRSV	178766.25												SARS-CoV-2 N1			4346.25	SARS-CoV-2 N2			4346.25																													N1/N2/BRSV Triplex	0.005		07/07/2021	10				0.95	pH: 6.83						Josh Lambert		07/08/2021 11:21 AM		A1053	07/07/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	05/20/2021 11:55 PM	Composite	05/20/2021 11:55 PM	05/20/2021 12:00 AM	JL	05/21/2021	6.83	StarCityWWTP-01	Available
A02-0008	18971	OneStep RT-ddPCR	None			8/16/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A06	JL	SARS-CoV-2 N1	0	99.94874319	6589.87239	SARS-CoV-2 N2	0	99.95073014	1317.83566	None																												Multiplex	0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A06	JL			Eric Lundstrum		8/13/21 10:02	WVU Morgantown	Tertiary	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A06	JL	NaN	Pass	Pass	Pass	Pass	Eric Lundstrom	8/13/21 10:02	Composite	8/13/21 9:45	8/11/21 9:45	Josh Lambert	8/13/21	7.5	NorthHighSt-02 (MUB)	
A02-0009	19134	OneStep RT-ddPCR	None			8/16/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A07	JL	SARS-CoV-2 N1	0	99.94874319	52317.69228	SARS-CoV-2 N2	0	99.95073014	49699.20111	None																												Multiplex	0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B01	JL			Eric Lundstrum		8/13/21 10:18	WVU Morgantown	Tertiary	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A07	JL		Pass	Pass	Pass	Pass	Eric Lundstrom	8/13/21 10:18	Composite	8/13/21 9:55	8/11/21 9:55	Josh Lambert	8/13/21	7.8	CollegePark-02	
A0033	9338	OneStep RT-ddPCR				12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			53241.6	SARS-CoV-2 N2			29030.4																													CDC N1/N2/RP Triplex	0.005		12/7/20 17:00	100				3.2				MS	Human RNase P	24192	Timothy Driscoll	12/14/20 14:57	12/14/20 14:57	Monongalia County	A0033	12/8/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	12/3/20 0:00	Composite	12/3/20 23:59	12/3/20 0:00	TD	12/7/20		StarCityWWTP-01	Available
A1069		OneStep RT-ddPCR	BRSV	371165												SARS-CoV-2 N1			0	SARS-CoV-2 N2			0																													N1/N2/BRSV Triplex	0.005		07/07/2021	10				0.95	pH - 6.42						Josh Lambert		07/09/2021 11:45 AM		A1069	07/07/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	06/13/2021 11:55 PM	Composite	06/13/2021 11:55 PM	06/13/2021 12:00 AM	JL	06/18/2021	6.42	StarCityWWTP-01	Available
A1026	13203	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			10680	SARS-CoV-2 N2			10680																													CDC N1/N2/RP Triplex	0.005		4/16/21 11:00	100				5				JL	Human RNase P	21390	Aiyana-Mei Tom	4/16/21 11:16	4/16/21 11:16	Monongalia County	A1026	4/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				JL		Pass	Not Assessed	Not Assessed	Pass	EL	4/11/21 12:00	Composite	4/12/21 12:00	4/11/21 12:00	MVS	4/16/21		StarCityWWTP-01	Available
A0215	16604	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			57840	SARS-CoV-2 N2			57840																													CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				4				MS	Human RNase P	3408	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0215	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	1/7/21 0:00	Composite	1/7/21 23:59	1/7/21 0:00	TD	1/8/21		StarCityWWTP-01	Available
A0243	15333	OneStep RT-ddPCR				3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			13800	SARS-CoV-2 N2			4590																													CDC N1/N2/RP Triplex	0.005		2/22/21 0:00	100				5				AT	Human RNase P	0	Timothy Driscoll	2/24/21 10:44	2/24/21 10:44	Monongalia County	A0243	2/24/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	Not Assessed	Not Assessed	Pass	GG	2/16/21 8:00	Composite	2/16/21 11:55	2/16/21 12:00	TD	2/18/21		StarCityWWTP-01	Available
A0034	15971	OneStep RT-ddPCR				12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			106176	SARS-CoV-2 N2			99096																													CDC N1/N2/RP Triplex	0.005		12/7/20 17:00	100				4				MS	Human RNase P	84912	Timothy Driscoll	12/14/20 14:57	12/14/20 14:57	Monongalia County	A0034	12/8/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	12/6/20 0:00	Composite	12/6/20 23:59	12/6/20 0:00	TD	12/7/20		StarCityWWTP-01	Available
A1057		OneStep RT-ddPCR	BRSV	240682.5												SARS-CoV-2 N1			0	SARS-CoV-2 N2			0																													N1/N2/BRSV Triplex	0.005			10				0.95	pH - 6.80						Josh Lambert		07/08/2021 11:31 AM		A1057	07/07/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	05/26/2021 11:55 PM	Composite	05/26/2021 11:55 PM	05/26/2021 12:00 AM	JL	05/28/2021	6.8	StarCityWWTP-01	Available
A05-0004	17870	OneStep RT-ddPCR	BRSV			8/13/21	Manual	DQ	XXXXXX	QX 200	N1/N2/BRSV Triplex		AP000000	A06	JL	SARS-CoV-2 N1	0	99.9626002	0	SARS-CoV-2 N2	0	99.96326296	0																													Multiplex	0.005	NaN	8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A06	JL			Eric Lundstrum		8/11/21 9:07	WVU Morgantown	Secondary	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A06	JL	NaN	Pass	Pass	Pass	Pass	EL	8/11/21 9:07	Composite	8/11/21 9:00	8/10/21 9:00	JL	8/11/21	7.19	Evansdale-01	
A1055		OneStep RT-ddPCR	BRSV	311932.5												SARS-CoV-2 N1			6982.5	SARS-CoV-2 N2			6982.5																													N1/N2/BRSV Triplex	0.005			10				0.95	pH - 6.88						Josh Lambert		07/08/2021 11:26 AM		A1055	07/07/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	05/24/2021 11:55 PM	Composite	05/24/2021 11:55 PM	05/24/2021 12:00 AM	JL	05/28/2021	6.88	StarCityWWTP-01	Available
A01-0007	18545	OneStep RT-ddPCR	None			8/18/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G7	AP000000	A07	JL	SARS-CoV-2 N1	0	99.84027292	37091.69707	SARS-CoV-2 N2	31.54926549	99.85634831	19131.09471																													Multiplex	0.005	NaN	8/18/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B01	JL			Josh Lambert		8/18/21 13:15	Monongalia County	Primary	8/18/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A07	JL	NaN	Pass	Pass	Pass	Pass	GG	8/16/21 23:55	Composite	8/16/21 23:55	8/16/21 0:00	JL	8/18/21	6.86	StarCityWWTP-01	
A02-0006	17196	OneStep RT-ddPCR	None			8/16/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A05	JL	SARS-CoV-2 N1	0	99.94874319	24727.27346	SARS-CoV-2 N2	0	99.95073014	18906.8917	None																												Multiplex	0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A05	JL			Eric Lundstrum		8/13/21 9:23	WVU Morgantown	Tertiary	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A05	JL	NaN	Pass	Pass	Pass	Pass	Eric Lundstrom	8/13/21 9:22	Composite	8/13/21 9:22	8/11/21 9:45	Josh Lambert	8/13/21	7.34	OaklandE-02	
A0100	11518	OneStep RT-ddPCR				11/10/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			9816	SARS-CoV-2 N2			9816																													CDC N1/N2/RP Triplex	0.005		11/9/20 17:30	100				4				MS	Human RNase P	29424	Timothy Driscoll	11/9/20 16:53	11/9/20 16:53	Monongalia County	A0100	11/10/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	11/1/20 0:00	Composite	11/1/20 23:59	11/1/20 0:00	TD	11/9/20		StarCityWWTP-01	Available
A02-0022	2159	OneStep RT-ddPCR	None			8/23/21	CHECK	DQ	58477037	QX 200	CDC nCov-2 Triplex	H2	AP000002	B03	JL	SARS-CoV-2 N1	0	99.93699063	0	SARS-CoV-2 N2	0	99.94261999	0																													Multiplex	0.005		8/20/21	10	NT04155	Kookaburra	Nanotrap	0.425	7.39	CP000000	A02	JL						WVU Morgantown	Tertiary	8/20/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H2	EP000000	A02	JL		Fail: Droplet Counts Below Threshold	Pass	Pass			8/20/21 9:42	Composite	8/20/21 9:42	8/18/21 9:42				HonorsSummit-01 (MUB)	
A02-0014	19433	OneStep RT-ddPCR	None			8/16/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	B03	JL	SARS-CoV-2 N1	0	99.94874319	33470.65294	SARS-CoV-2 N2	0	99.95073014	32182.49166	None																												Multiplex	0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B05	JL			Eric Lundstrum		8/16/21 10:05	WVU Morgantown	Tertiary	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A11	JL	NaN	Pass	Pass	Pass	Pass	Eric Lundstrom	8/16/21 10:05	Composite	8/16/21 9:00	8/14/21 9:00	Josh Lambert	8/16/21	7.83	NorthHighSt-02 (MUB)	
A1029	10668	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			0	SARS-CoV-2 N2			5304																													CDC N1/N2/RP Triplex	0.005		4/16/21 11:00	100				4				JL	Human RNase P	52968	Aiyana-Mei Tom	4/16/21 11:19	4/16/21 11:19	Monongalia County	A1029	4/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				JL		Pass	Not Assessed	Not Assessed	Pass	EL	4/14/21 12:00	Composite	4/15/21 12:00	4/14/21 12:00	MVS	4/16/21		StarCityWWTP-01	Available
A1090		OneStep RT-ddPCR	BRSV	267472.5												SARS-CoV-2 N1			0	SARS-CoV-2 N2			4298.75																													N1/N2/BRSV Triplex	0.005			10				0.95							Josh Lambert		07/09/2021 12:23 PM		A1090		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	7/12/21 23:55	Composite	7/12/21 23:55	7/12/21 0:00	JL			StarCityWWTP-01	Available
A01-0002	15989	OneStep RT-ddPCR	None			8/16/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A01	JL	SARS-CoV-2 N1	0	99.94874319	35988.11412	SARS-CoV-2 N2	0	99.95073014	40686.03611	None																												Multiplex	0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A01	JL			Josh Lambert		8/16/21 10:17	Monongalia County	Primary	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A01	JL	NaN	Pass	Pass	Pass	Pass	GG	8/10/21 23:55	Composite	8/10/21 23:55	8/10/21 0:00	Josh Lambert	8/13/21	6.9	StarCityWWTP-01	
A1034	12606	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			23520	SARS-CoV-2 N2			15666																													CDC N1/N2/RP Triplex	0.005		4/23/21 11:00	100				7				MVS	Human RNase P	47040	Mathilda Santee	4/23/21 10:58	4/23/21 10:58	Monongalia County	A1034	4/26/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	EL	4/23/21 10:57	Composite	4/21/21 11:59	4/21/21 12:00	MVS	4/23/21		StarCityWWTP-01	Available
A1084		OneStep RT-ddPCR	BRSV	0												SARS-CoV-2 N1			0	SARS-CoV-2 N2			0																													N1/N2/BRSV Triplex	0.005		07/09/2021	10				0.95	pH - 6.48						Josh Lambert		07/09/2021 12:18 PM		A1084	07/09/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	07/04/2021 11:55 PM	Composite	07/04/2021 11:55 PM	07/04/2021 12:00 AM	JL	07/09/2021	6.48	StarCityWWTP-01	Available
A1104	15713	OneStep RT-ddPCR	BRSV			8/13/21	Manual	DQ	XXXXXX	QX 200	N1/N2/BRSV Triplex		AP000000	A01	JL	SARS-CoV-2 N1	0	99.9626002	1285.241823	SARS-CoV-2 N2	0	99.96326296	1519.474278																													Multiplex	0.005		8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A01	JL								8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A01	JL		Pass	Pass	Pass											
A06-0017	17517	OneStep RT-ddPCR	BRSV			8/13/21	Manual	DQ	XXXXXX	QX 200	N1/N2/BRSV Triplex		AP000000	A08	JL	SARS-CoV-2 N1	0	99.9626002	0	SARS-CoV-2 N2	0	99.96326296	1427.22571																													Multiplex	0.005	NaN	8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B02	JL			Eric Lundstrum		8/11/21 9:35	WVU Morgantown	Tertiary	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	B02	JL	NaN	Pass	Pass	Pass	Pass	EL	8/11/21 9:35	Composite	8/11/21 9:00	8/10/21 9:00	JL	8/11/21	7.55	NorthHighSt-02 (MUB)	
A0435	11235	OneStep RT-ddPCR				3/15/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			5016	SARS-CoV-2 N2			10056																													CDC N1/N2/RP Triplex	0.005			100				4					Human RNase P	50280	Mathilda Santee	3/8/21 10:54	3/8/21 10:54	Monongalia County	A0435		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	EL	3/3/21 12:00	Composite	3/3/21 12:00	3/3/21 12:00				StarCityWWTP-01	Available
A02-0003	16102	OneStep RT-ddPCR	BRSV			8/13/21	Manual	DQ	XXXXXX	QX 200	N1/N2/BRSV Triplex		AP000000	C02	JL	SARS-CoV-2 N1	0	99.9626002	74636.199	SARS-CoV-2 N2	0	99.96326296	79308.37154																													Multiplex	0.005	NaN	8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	C06	JL			Eric Lundstrum		8/12/21 9:59	WVU Morgantown	Tertiary	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	C06	JL		Pass	Pass	Pass	Pass	EL	8/12/21 9:59	Composite	8/12/21 9:00	8/11/21 9:00	JL	8/12/21	NaN	CollegePark-02	
A02-0020	17034	OneStep RT-ddPCR	None			8/20/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	H7	AP000000	A07	JL	SARS-CoV-2 N1	0	99.91557173	24390.67784	SARS-CoV-2 N2	0	99.91831254	27662.65936																													Multiplex	0.005		8/20/21	10	NT04155	Kookaburra	Nanotrap	0.425	6.88	CP000000	B01	JL						WVU Morgantown	Secondary	8/20/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H7	EP000000	A07	JL		Pass	Pass	Pass			8/20/21 9:17	Composite	8/20/21 9:30	8/20/21 9:18				Evansdale-01	
A1017	12768	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			5520	SARS-CoV-2 N2			11070																													CDC N1/N2/RP Triplex	0.005		4/9/21 12:00	100				5				MVS	Human RNase P	33180	Josh Lambert	4/9/21 12:50	4/9/21 12:50	Monongalia County	A1017	4/12/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	GG	3/29/21 11:55	Composite	3/29/21 11:55	3/29/21 12:00	Josh Lambert	4/9/21		StarCityWWTP-01	Available
A1016	13088	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			10800	SARS-CoV-2 N2			16170																													CDC N1/N2/RP Triplex	0.005		4/9/21 12:00	100				5				MVS	Human RNase P	5400	Josh Lambert	4/9/21 12:49	4/9/21 12:49	Monongalia County	A1016	4/12/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	GG	3/28/21 11:55	Composite	3/28/21 11:55	3/28/21 12:00	Josh Lambert	4/9/21		StarCityWWTP-01	Available
A0041	11546	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			73416	SARS-CoV-2 N2			83208																													CDC N1/N2/RP Triplex	0.005		12/14/20 17:00	100				4				AT	Human RNase P	34248	Timothy Driscoll	12/21/20 16:22	12/21/20 16:22	Monongalia County	A0041	12/21/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	Not Assessed	Not Assessed	Pass	GG	12/15/20 0:00	Composite	12/15/20 11:59	12/15/20 12:00	TD	12/18/20		StarCityWWTP-01	Available
A0433	12070	OneStep RT-ddPCR				3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			14040	SARS-CoV-2 N2			9360																													CDC N1/N2/RP Triplex	0.005			100				4					Human RNase P	28080	Mathilda Santee	3/8/21 10:55	3/8/21 10:55	Monongalia County	A0433		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	EL	3/1/21 12:00	Composite	3/1/21 12:00	3/1/21 12:00				StarCityWWTP-01	Available
A0248	13948	OneStep RT-ddPCR				11/17/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			85080	SARS-CoV-2 N2			109416																													CDC N1/N2/RP Triplex	0.005		11/13/20 16:30	100				4				MS	Human RNase P	4056	Timothy Driscoll	11/13/20 22:10	11/13/20 22:10	Monongalia County	A0248	11/17/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	11/10/20 0:00	Composite	11/10/20 23:59	11/10/20 0:00	TD	11/13/20		StarCityWWTP-01	Available
A0228	11614	OneStep RT-ddPCR				3/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			1872270	SARS-CoV-2 N2			1312800																													CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				5				MS	Human RNase P	30390	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0228	2/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	1/26/21 0:00	Composite	1/26/21 23:59	1/26/21 0:00	TD	1/29/21		StarCityWWTP-01	Available
A0216	14343	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			161664	SARS-CoV-2 N2			173496																													CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				4				MS	Human RNase P	0	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0216	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	1/10/21 0:00	Composite	1/10/21 23:59	1/10/21 0:00	TD	1/15/21		StarCityWWTP-01	Available
A1072		OneStep RT-ddPCR	BRSV	200853.75												SARS-CoV-2 N1			0	SARS-CoV-2 N2			0																													N1/N2/BRSV Triplex	0.005		07/07/2021	10				0.95	pH - 6.35						Josh Lambert		07/09/2021 11:50 AM		A1072	07/07/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	06/16/2021 11:55 PM	Composite	06/16/2021 11:55 PM	06/16/2021 12:00 AM	JL	06/18/2021	6.35	StarCityWWTP-01	Available
A1009	14514	OneStep RT-ddPCR				3/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			30639	SARS-CoV-2 N2			34062																													CDC N1/N2/RP Triplex	0.005		3/19/21 3:00	100				3.5				TD	Human RNase P	115878	Josh Lambert	3/19/21 15:34	3/19/21 15:34	Monongalia County	A1009	3/21/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				TD		Pass	Not Assessed	Not Assessed	Pass	GG	3/18/21 11:59	Composite	3/18/21 11:59	3/18/21 12:01	JL	3/19/21		StarCityWWTP-01	Available
A02-0001	16799	OneStep RT-ddPCR	BRSV			8/13/21	Manual	DQ	XXXXXX	QX 200	N1/N2/BRSV Triplex		AP000000	B07	JL	SARS-CoV-2 N1	0	99.9626002	0	SARS-CoV-2 N2	0	99.96326296	0																													Multiplex	0.005	NaN	8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	C03	JL			Eric Lundstrum		8/12/21 9:35	WVU Morgantown	Secondary	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	C03	JL	NaN	Pass	Pass	Pass	Pass	EL	8/12/21 9:35	Composite	8/12/21 9:00	8/11/21 9:00	JL	8/12/21	NaN	Evansdale-01	
A1092		OneStep RT-ddPCR	BRSV	184133.75												SARS-CoV-2 N1			0	SARS-CoV-2 N2			0																													N1/N2/BRSV Triplex	0.005			10				0.95							Josh Lambert		07/09/2021 12:23 PM		A1092		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	7/14/21 23:55	Composite	7/14/21 23:55	7/14/21 0:00	JL			StarCityWWTP-01	Available
A01-0006	15992	OneStep RT-ddPCR	None			8/23/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	G6	AP000002	B06	JL	SARS-CoV-2 N1	0	99.93699063	57639.53911	SARS-CoV-2 N2	0	99.94261999	16071.31485																													Multiplex	0.005	NaN	8/18/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A06	JL			Josh Lambert		8/18/21 13:15	Monongalia County	Primary	8/18/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A06	JL		Pass	Pass	Pass	Pass	GG	8/15/21 23:55	Composite	8/15/21 23:55	8/15/21 0:00	JL	8/18/21	6.82	StarCityWWTP-01	
A1019	12779	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			16560	SARS-CoV-2 N2			11040																													CDC N1/N2/RP Triplex	0.005		4/9/21 12:00	100				5				MVS	Human RNase P	16560	Josh Lambert	4/9/21 12:52	4/9/21 12:52	Monongalia County	A1019	4/12/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	GG	3/31/21 12:00	Composite	3/31/21 12:00	3/31/21 12:00	Josh Lambert	4/9/21		StarCityWWTP-01	Available
A02-0023	10652	OneStep RT-ddPCR	None			8/23/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	H3	AP000002	B04	JL	SARS-CoV-2 N1	0	99.93699063	25091.04119	SARS-CoV-2 N2	0	99.94261999	25091.04119																													Multiplex	0.005		8/20/21	10	NT04155	Kookaburra	Nanotrap	0.425	7.16	CP000000	A03	JL						WVU Morgantown	Tertiary	8/20/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H3	EP000000	A03	JL		Pass	Pass	Pass			8/20/21 9:56	Composite	8/20/21 9:56	8/18/21 9:56				NorthHighSt-02 (MUB)	
