Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Sample Flow (MGD)	Sample Received Date	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.loadcap	n2.loadcap	n1n2.loadcap	n1.day5.mean	n1.day5.ci	n1.load.day5.mean	n1.load.day5.ci	n1n2.day5.mean	n1n2.day5.ci	n1n2.load.day5.mean	n1n2.load.day5.ci	n2.day5.mean	n2.day5.ci	n2.load.day5.mean	n2.load.day5.ci
R01-0044	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	04/11/2022 09:00 AM	04/12/2022 09:00 AM	0.149	04/13/2022	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	5819.866145	11640.53919	8730.2026675	3282.55634608772	6565.56780482747	4924.06207545759	0.000156237808000368	0.000312497277716681	NA	6673.1579996	9806.32418352201	4755.0967317443	8026.10767926836	5428.6732299	6023.08889245122	3693.25198433438	4256.32104764892	4184.1884602	7826.53553383238	2631.40723692446	4183.98261420797
H01-0120	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	02/05/2022 08:00 AM	02/06/2022 08:00 AM	NA	02/11/2022	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	15193.67896	15193.67896	15193.67896	NA	NA	NA	NA	NA	NA	248388.0865946	607553.059141245	3406172.53729076	3542760.99419873	250884.7509496	613155.516797458	3470348.90107987	3471793.93734359	253381.4153046	618758.874485097	3534525.26486899	3408305.188431
G01-0039	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	12/26/2021 09:00 AM	12/27/2021 08:00 AM	0.71	01/06/2022	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8318.301737	12478.07264	10398.1871885	22356.6096305626	33536.5808760495	27946.595253306	0.000273709716338915	0.000410584976445268	NA	52121.8759354	86122.3591843164	123011.047562556	174740.557856059	48382.6944988	97341.7474755291	110582.023345664	193268.108001001	44643.5130622	113470.215433063	98152.9991287728	229731.765845863
A01-0223	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	04/10/2022 12:00 AM	04/10/2022 11:59 PM	14.1	04/12/2022	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	26339.72246	31609.65532	28974.68889	1405863.74804205	1687142.62536283	1546503.18670244	0.00290900461025089	0.00349102513110997	NA	18266.5162744	19882.7786911005	985614.271442704	1132670.39166063	17448.8933955	20094.6166126083	916119.325349236	1019839.69376716	16631.2705166	22593.5043724857	846624.379255769	1057918.82775844
B01-0090	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	02/08/2022 07:00 AM	02/09/2022 07:00 AM	11.102	02/14/2022	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	324225.4293	360695.3788	342460.40405	13625775.2761889	15158447.5816704	14392111.4289297	0.0272515505523779	0.0303168951633409	NA	513727.05406	534774.260155136	19015032.4056175	18424529.0526186	531035.68117	541881.569485058	19658935.3218249	18511294.5303538	548344.30828	550501.23374399	20302838.2380323	18649084.7934642
H01-0050	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	11/24/2021 08:00 AM	11/25/2021 08:00 AM	1.6	12/03/2021	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	104611.3372	86659.41373	95635.375465	633594.883120403	524866.258124287	579230.570622345	0.00527995735933669	0.00437388548436906	NA	61738.358944	61564.0770366861	331504.307692771	390046.810108604	55671.990592	49601.5312213676	308372.80163873	321292.638684152	49605.62224	44598.7845314077	285241.295584688	295248.253292322
A02-0411	not institution specific	upstream	Sewer Network	Mixed	105612	NorthHighSt-02 (MUB)	03/21/2022 09:00 AM	03/23/2022 09:00 AM	NA	NA	48-hr time-weighted composite	North High Street	26505	Captures a mixture of WVU campus and off-campus residential buildings, including Greek housing.	-79.9532029	39.6331164	-1	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2875.296716	830	1852.648358	NA	NA	NA	NA	NA	NA	1583.0078006	2425.73450356824	NA	NA	1708.378129	1352.52541482835	NA	NA	1833.7484574	1770.73990460412	NA	NA
G01-0146	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	02/20/2022 09:00 AM	02/21/2022 08:00 AM	1.169	02/24/2022	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	24208.57351	21518.04261	22863.30806	107126.430836822	95220.4433876182	101173.43711222	0.00131153808566138	0.00116577428241452	NA	99906.7365786	250913.175940468	352151.870753066	799015.440391061	92789.3209619	252614.825642667	327547.288857567	808408.208615866	85671.9053452	257340.952622049	302942.706962067	827377.477317477
E02-0117	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	04/29/2022 08:00 AM	04/30/2022 08:00 AM	0.117	05/06/2022	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	20093.99313	5740.157906	12917.075518	8899.4882965053	2542.27558325732	5720.88193988131	0.000372207791572785	0.000106326875083953	NA	21846.555536	48737.7860612523	8444.24759482213	16799.8533407505	15017.0000479	28846.6757473797	5882.67708454098	9682.78825262209	8187.4445598	9312.73663507004	3321.10657425984	2753.62524926052
S01-0040	not institution specific	wwtp	WWTP	WWTP	21939	FollansbeeWWTP-01	03/30/2022 06:00 AM	03/31/2022 06:00 AM	0.698	04/14/2022	24-hr time-weighted composite	Follansbee	26037		-80.59829	40.3258	6468	Brooke	1.6	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8770.291954	5846.657809	7308.4748815	23173.0073041826	15448.1338618632	19310.5705830229	0.000358271603342341	0.000238839422725157	NA	17432.6923192	30490.0354582081	49026.6963316047	83508.3603517713	15928.6913157	25162.8237497275	44973.2940344596	69483.3882714308	14424.6903122	20344.0782519547	40919.8917373145	57063.2590896689
A01-0173	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	02/08/2022 12:00 AM	02/09/2022 12:00 AM	11.3	02/11/2022	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	111637.1839	122284.8214	116961.00265	4775295.38906796	5230749.49926625	5003022.4441671	0.00988101181316827	0.0108234346533402	NA	355667.49788	582085.560478992	13272148.9250429	17237607.2820563	353795.9042	582819.444241451	13181329.5859007	17272122.7626114	351924.31052	583779.709653087	13090510.2467585	17321751.2542156
A01-0060	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	10/10/2021 12:00 AM	10/10/2021 11:55 PM	7.441	10/13/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	46146.76058	52746.10966	49446.43512	1299826.68712447	1485712.10885334	1392769.39798891	0.00268959337676807	0.00307422634674172	NA	116927.547116	170632.214157706	3342091.64158847	4764348.96667589	92541.12626	112289.960412265	2644029.26998793	3131126.33291408	68154.705404	66114.0448235241	1945966.89838738	1863974.46710498
A1000	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	03/07/2021 12:00 PM	03/07/2021 12:00 PM	9.116	03/12/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	1286	20490	10888	44377.02766216	707064.7720044	375720.89983328	9.18246723683165e-05	0.00146305407218259	NA	28375.6	35998.1124480887	1043580.93149302	1245069.8826227	33855.2	43059.1777626878	1231417.03289546	1523824.97116086	39334.8	55612.155669399	1419253.1342979	2006554.81988638
A04-0040	not institution specific	wwtp	WWTP	WWTP	105612	CheatLakeWWTP-01	03/22/2022 08:00 AM	03/23/2022 08:00 AM	0.58	03/31/2022	24-hr time-weighted composite	Cheat Lake	26508	NA	-79.857	39.67712	2000	Monongalia	0.75	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	158626.2533	68894.18095	113760.217125	348269.935192525	151259.778475765	249764.856834145	0.0174134967596262	0.00756298892378825	NA	100329.390908	86715.8290626361	240629.465739218	210647.927343298	100055.957841	60196.2988561855	240496.030208848	164156.30175717	99782.524774	74359.946535491	240362.594678478	194054.369701382
A03-0262	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	03/07/2022 06:00 AM	03/07/2022 02:00 PM	NA	03/07/2022	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	381	1029	705	NA	NA	NA	NA	NA	NA	22866.332626	88652.8103846062	NA	NA	23261.032626	88237.8971001175	NA	NA	23655.732626	87827.6741016136	NA	NA
O01-0070	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	05/02/2022 06:10 AM	05/03/2022 06:10 AM	1.82	05/04/2022	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	53749.35754	56580.18462	55164.77108	370303.307056394	389806.137925557	380054.722490976	0.00609954384872994	0.0064207896215707	NA	13325.5439132	41949.598350878	93870.6511726807	287097.271519729	15229.3993562	41721.7325284869	108027.300169794	284557.419513166	17133.2547992	41645.9282312945	122183.949166908	283131.965462869
M03-0014	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	02/22/2022 11:30 AM	02/23/2022 11:30 AM	0.27	03/02/2022	24-hr time-weighted composite	Mannington	26582	NA	-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	16263.15096	9757.133368	13010.142164	16621.9274543833	9972.38256009144	13297.1550072374	0.00152354972084173	0.000914058896433679	NA	113934.417044	239095.121753326	122713.159112061	262340.194499696	79034.549144	162539.577790011	86709.36866228	164464.690461011	44134.681244	92434.4099282395	50705.5782124987	79032.5961088907
C01-0131	not institution specific	wwtp	WWTP	WWTP	41411	WheelingWWTP-01	03/21/2022 07:00 AM	03/22/2022 07:00 AM	7.149	03/29/2022	24-hr flow-weighted composite	Wheeling	26003	NA	-80.72757	40.05588	50000	Ohio	10	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8848.678367	14748.8351	11798.7567335	239462.014501585	399131.442924745	319296.728713165	0.00047892402900317	0.00079826288584949	NA	8834.3610272	3544.99585680972	279223.638268526	108900.810655968	8511.8464397	5445.53981868674	265552.922404509	143938.950872187	8189.3318522	9818.70837667688	251882.206540492	271279.053608119
A03-0154	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	12/17/2021 06:00 AM	12/17/2021 02:00 PM	NA	12/17/2021	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	22195.50345	44402.76213	33299.13279	NA	NA	NA	NA	NA	NA	74839.589452	266808.538134259	NA	NA	72892.74153	248716.526919903	NA	NA	70945.893608	231083.195058491	NA	NA
L01-0029	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	02/18/2022 09:00 AM	02/19/2022 09:00 AM	0.42797	02/23/2022	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	29343.43804	32012.04255	30677.740295	47537.5996342327	51860.850802196	49699.2252182144	0.00842865241741715	0.0091951863124461	NA	349009.411882	538298.341513211	370619.73870177	502265.505289352	351519.772052	563744.649058726	369221.958312013	535203.796340623	354030.132222	602898.428421182	367824.177922257	583404.355980877
L01-0072	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	03/10/2022 09:00 AM	03/11/2022 09:00 AM	0.351	03/16/2022	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	3929.657699	542	2235.8288495	5221.25330818043	720.14396922	2970.69863870021	0.000925754132656104	0.000127685100925532	NA	28707.9136416	39853.4754136245	29894.6498860604	37081.3261529675	33196.0846908	50882.7236993526	34293.3455338525	50346.7726529148	37684.25574	64601.2892671875	38692.0411816446	66217.7472655382
E01-0104	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	05/03/2022 08:00 AM	05/04/2022 08:00 AM	2.075	05/05/2022	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	157437.8031	157437.8031	157437.8031	1236630.766033	1236630.766033	1236630.766033	0.00343508546120278	0.00343508546120278	NA	79259.932962	94219.0519353827	592254.885524106	741214.314973466	75670.90216	95018.227495062	566798.468092481	750689.792357398	72081.871358	97128.2766970178	541342.050660856	768332.836337086
R01-0045	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	04/10/2022 09:00 AM	04/11/2022 09:00 AM	0.185	04/13/2022	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	6387.041034	3193.398952	4790.219993	4472.85026509508	2236.34000047471	3354.59513278489	0.000212891492865068	0.000106441694453818	NA	6249.3810732	10113.124311361	4600.13388348944	8170.70159463999	4422.828999	5027.67116506678	3209.98799020555	4127.15188400707	2596.2769248	1903.6579605138	1819.84209692165	1266.26280374975
A1013	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	03/23/2021 12:00 PM	03/23/2021 12:00 PM	9.556	03/26/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	9168	9168	9168	331637.52913728	331637.52913728	331637.52913728	0.000686222333093196	0.000686222333093196	NA	8830.2	23334.5618533477	330172.969907002	883144.072330021	10339.9	23447.5675456778	385438.615493321	890970.349798453	11849.6	23996.1110566969	440704.26107964	915102.001964687
K01-0043	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	02/28/2022 06:21 AM	03/01/2022 06:28 AM	8.085	03/09/2022	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	111388.2941	158103.995	134746.14455	3409043.17975402	4838779.0674192	4123911.12358661	0.00709478289230805	0.0100702998281357	NA	121305.753602	82937.4607328925	3818904.22922928	2727690.70919857	119171.099327	85991.1210616267	3758485.72637769	2771775.10105088	117036.445052	102451.634335827	3698067.22352611	3207563.12272715
A01-0124	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	12/12/2021 12:00 AM	12/13/2021 12:00 AM	8.1	12/14/2021	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	60678.18537	80923.78825	70800.98681	1860503.65841976	2481270.7099634	2170887.18419158	0.00384974271316785	0.00513423007358757	NA	118477.837304	215030.075176842	3743097.46176775	5749380.40330109	104875.053065	149848.841476608	3355930.42623288	3964654.20059068	91272.268826	85449.4099592442	2968763.39069802	2252369.12030808
L01-0055	not institution specific	wwtp	WWTP	WWTP	8448	WestUnionWWTP-01	03/25/2022 09:00 AM	03/26/2022 09:00 AM	0.328	03/30/2022	24-hr time-weighted composite	West Union	26456	NA	-80.77899	39.29906	564	Doddridge	0.2	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2900.96987	2900.96987	2900.96987	3601.88619663572	3601.88619663572	3601.88619663572	0.000638632304368035	0.000638632304368035	NA	8620.7951838	10806.6725450386	11220.8477250051	14766.3904534328	8271.391223	9443.11461783108	10982.5158100834	14940.096224795	7921.9872622	10028.3262130389	10744.1838951617	16663.4238547683
A03-0174	k12	upstream	Sewer Network	K-12 School	105612	MountainviewES-01	02/09/2022 06:00 AM	02/09/2022 02:00 PM	NA	02/10/2022	8-hr time-weighted composite	Mountainview Elementary	26501		-79.94331	39.61036	726	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	20908.83896	4180.93313	12544.886045	NA	NA	NA	NA	NA	NA	20698.1846856	52121.6480520984	NA	NA	14146.4694981	33948.0368036363	NA	NA	7594.7543106	16133.6582884627	NA	NA
S01-0029	not institution specific	wwtp	WWTP	WWTP	21939	FollansbeeWWTP-01	04/25/2022 06:00 AM	04/26/2022 06:00 AM	0.755	04/27/2022	24-hr time-weighted composite	Follansbee	26037		-80.59829	40.3258	6468	Brooke	1.6	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	51056.56944	31193.84386	41125.20665	145918.886635522	89151.5238069924	117535.205221257	0.00225601247117381	0.00137834761606358	NA	33777.8224902	77083.4009034786	97426.0656621185	222714.369007306	30827.0226532	69061.1929055904	88910.0339670533	199633.091553924	27876.2228162	61711.0130721292	80394.0022719881	178430.460982373
G01-0103	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	04/19/2022 08:00 AM	04/19/2022 08:00 AM	1.88	04/21/2022	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2406.992828	2406.992828	2406.992828	17129.5348755542	17129.5348755542	17129.5348755542	0.000209715167428431	0.000209715167428431	NA	3819.6372258	2326.11785974757	18427.9341278047	13871.6960952501	3391.7355544	1804.02478597069	17133.250349107	15621.1146318391	2963.833883	3542.22346450662	15838.5665704093	21457.0194279675
E01-0058	not institution specific	wwtp	WWTP	WWTP	58758	PrincetonWWTP-01	02/03/2022 09:40 AM	02/04/2022 09:40 AM	6.712	02/10/2022	24-hr time-weighted composite	Princeton	24740	NA	-81.07993	37.38036	36000	Mercer	4.9	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	92546.03103	89650.86445	91098.44774	2351379.19390838	2277819.75128999	2314599.47259919	0.00653160887196772	0.00632727708691664	NA	245112.285056	284062.776267163	2938835.92812319	2297337.93550082	243760.326385	271087.937126945	2946396.15518041	1963281.94551154	242408.367714	260466.109934817	2953956.38223763	1669731.86432112
M04-0018	not institution specific	wwtp	WWTP	WWTP	56072	FarmingtonWWTP-01	03/10/2022 01:00 PM	03/11/2022 10:20 AM	0.103	03/17/2022	24-hr time-weighted composite	Farmington	26571		-80.24933	39.51181	610	Marion	0.125	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	436	820	628	169.99519228	319.7157286	244.85546044	2.78680643081967e-05	5.24124145245902e-05	NA	9506.0203776	24163.3376467156	3904.49390306868	10073.4652279098	9484.0020958	23662.4160874603	3883.08845951117	9842.48655062202	9461.983814	23478.2706224141	3861.68301595365	9733.54672658035
