Sample ID	type	category	group	level	county_population	Location	Sample Composite Start	Sample Composite End	Assay Target 1 Result (CN/L)	Assay Target 2 Result (CN/L)	Sample Flow (MGD)	collection_scheme	location_common_name	location_zipcode	location_info	longitude	latitude	population_served	counties_served	capacity_mgd	Status: WaTCH	status	responsible_lab	responsible_lab_abbrev	n1	n2	n1n2	n1.load	n2.load	n1n2.load	n1.far.mean	n1.far.ci	n1.mid.mean	n1.mid.ci	n1.near.mean	n1.near.ci	n1.load.far.mean	n1.load.far.ci	n1.load.mid.mean	n1.load.mid.ci	n1.load.near.mean	n1.load.near.ci	n1n2.far.mean	n1n2.far.ci	n1n2.mid.mean	n1n2.mid.ci	n1n2.near.mean	n1n2.near.ci	n1n2.load.far.mean	n1n2.load.far.ci	n1n2.load.mid.mean	n1n2.load.mid.ci	n1n2.load.near.mean	n1n2.load.near.ci	n2.far.mean	n2.far.ci	n2.mid.mean	n2.mid.ci	n2.near.mean	n2.near.ci	n2.load.far.mean	n2.load.far.ci	n2.load.mid.mean	n2.load.mid.ci	n2.load.near.mean	n2.load.near.ci
O01-0027	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	02/18/2022 08:05 AM	02/19/2022 08:05 AM	8927.210234	8927.210234	1.23	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	8927.210234	8927.210234	8927.210234	41565.5755970197	41565.5755970197	41565.5755970197	NA	NA	NA	NA	36514.538024	63001.9218075478	NA	NA	NA	NA	224499.680101896	366169.681113734	NA	NA	NA	NA	34753.38148	57037.5203850224	NA	NA	NA	NA	214432.963716129	334716.667696261	NA	NA	NA	NA	32992.224936	51405.33277408	NA	NA	NA	NA	204366.247330362	305658.559534616
O01-0024	not institution specific	wwtp	WWTP	WWTP	16695	GraftonWWTP-01	03/23/2022 07:00 AM	03/24/2022 07:00 AM	0	3087.08166237921	2.08	24-hr flow-weighted composite	Grafton	26354	NA	-80.01837	39.33877	6071	Taylor	2.3	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	3087.08166237921	1543.5408311896	0	24306.6091748207	12153.3045874104	16011.0860641113	14620.78457751	12988.7005803175	18880.3655637238	18441.6296230629	50696.2479307027	107688.65940574	96538.797381776	88913.125900744	121172.337816625	122814.266203062	324842.547662318	13958.1869836455	11212.2794693287	11651.2783218641	16471.2513227017	14961.2701549195	45488.5493478794	93667.3295291112	72964.0098065436	79819.9527456542	105326.160930794	98691.4275977367	290943.446024297	11905.2879031798	9354.62381722273	10313.8560634106	14709.8356579652	11480.910686776	41062.4078991546	79645.9996524824	60776.6716860145	70726.7795905645	95096.8659853586	74568.5889924116	263651.313087555
A1047	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	05/12/2021 12:00 PM	05/12/2021 11:59 AM	0	4779	10.836	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	4779	2389.5	0	196028.38049004	98014.19024502	9480.6	7020.65647809856	5453.4	6493.78133849993	2904	7993.07015411005	328200.725872082	224847.649155323	211508.900235306	233569.007157621	136565.57033784	373210.339523539	9050	7112.63343108531	5201.7	6260.04950683799	2904	7993.07015411005	311129.32852192	226262.308609004	198732.231851283	220137.021703251	136565.57033784	373210.339523539	8619.4	7602.22718719601	4950	6277.76689755203	2904	7993.07015411005	294057.931171758	241798.934776461	185955.56346726	217470.057697923	136565.57033784	373210.339523539
A03-0177	k12	upstream	Sewer Network	K-12 School	105612	NorthES-01	01/12/2022 06:00 AM	01/12/2022 02:00 PM	0	77046.32968	NA	8-hr time-weighted composite	North Elementary	26505	NA	-79.95674	39.66064	688	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	77046.32968	38523.16484	NA	NA	NA	149205.476239556	460122.561519344	223383.769928333	802039.293694534	446767.539856667	3509120.80839991	NA	NA	NA	NA	NA	NA	80074.6573512778	230252.325450151	119687.541595917	399409.046857666	238212.707868333	1715761.97646429	NA	NA	NA	NA	NA	NA	10943.838463	20492.0827641288	15991.3132635	33993.7376282253	29657.87588	124045.24316009	NA	NA	NA	NA	NA	NA
E02-0023	not institution specific	wwtp	WWTP	WWTP	58758	AthensWWTP-01	12/16/2021 08:00 AM	12/17/2021 08:00 AM	6164.401453	3082.087389	0.109	24-hr time-weighted composite	Athens	24740	NA	-81.01598	37.42163	2391	Mercer	0.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	6164.401453	3082.087389	4623.244421	2543.49177255788	1271.6991221282	1907.59544734304	58947.6682224667	47771.0320724718	70533.0235067	74454.3505877696	39692.3637914	67673.5902874934	24773.4113366335	18307.5419056039	27830.8851945294	26582.4313983199	19271.3620264557	42029.5886799295	47386.1687225667	33256.3483596708	51096.94714185	52782.038695975	29053.0756217	43652.9136131488	19654.9390661066	12378.3779914996	19830.792884837	18200.6326926029	13496.5749990441	24966.9069935852	35824.6692226667	22607.3047230749	31660.870777	33841.0233347845	18413.787452	31266.0882745434	14536.4667955796	8926.28440397621	11830.7005751446	11530.4020086859	7721.78797163253	11937.8760324703
H01-0126	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	02/11/2022 08:00 AM	02/12/2022 08:00 AM	28511.40529	19955.94777	1.7	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	28511.40529	19955.94777	24233.67653	183476.509787992	128420.455221661	155948.482504826	258234.0386822	210328.564083533	158649.3966233	236096.277000997	68910.706652	100236.79404667	4339794.24609958	3625440.47337055	2116210.59898891	1962376.15420787	1141402.5128384	3341752.67404421	263769.994274867	211403.722561643	161729.0943223	238263.619987147	72573.437695	111110.553696418	4296682.29942812	3611981.16825328	2180120.75906948	1976795.06216727	1158654.63951903	3371090.61552758	269305.949867533	212685.517001195	164808.7920213	240495.749718516	76236.168738	122063.77241033	4253570.35275667	3628567.7007156	2244030.91915004	1996021.3285122	1175906.76619965	3400771.49365506
A02-0387	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	03/07/2022 09:00 AM	03/09/2022 09:00 AM	2631.574273	2631.574273	NA	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	2631.574273	2631.574273	2631.574273	NA	NA	NA	32060.7843447778	33922.9764053805	24166.3847405	42810.6309788497	6674.09468766667	31384.3950597055	NA	NA	NA	NA	NA	NA	27413.7319537778	30057.1656792255	21646.6272925	38031.9298723093	5641.41382166667	6581.99858487482	NA	NA	NA	NA	NA	NA	22766.6795627778	26804.7931752462	19126.8698445	34146.5939251917	4608.73295566667	19174.6205709405	NA	NA	NA	NA	NA	NA
P01-0050	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	03/11/2022 11:15 AM	03/12/2022 11:15 AM	99151.1781513692	110831.458121538	0.315	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	99151.1781513692	110831.458121538	104991.318136454	118228.276305082	132155.890614673	125192.083459878	97526.3436776689	99117.747494077	91024.9249004034	117079.142989138	33332.5869888067	53812.0035860475	96807.8499450224	82889.621752439	90765.9995593705	96692.5531433165	45498.6925549986	73137.1674458845	83261.4565332985	82934.2647602722	69665.4412283978	71539.4333146193	33101.4767847956	57416.3918192153	84739.7147771926	70165.8863096575	72687.3774176979	59744.3664056994	45489.7670292206	78597.1925564475	68996.5693889281	76461.3598503835	48305.9575563922	36526.1839337712	32870.3665807844	62037.2621973543	72671.5796093627	66332.3551013341	54608.7552760253	36984.6958506355	45480.8415034426	85182.1957361064
A01-0031	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	09/06/2021 12:00 AM	09/06/2021 11:55 PM	69030.38412	69030.38412	9.768	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	69030.38412	69030.38412	69030.38412	2552459.5364433	2552459.5364433	2552459.5364433	102953.843196667	75515.5753454655	132382.747981	110848.587597424	74442.070662	24991.7842454558	3815361.75142077	2498002.97554421	4858800.1987043	3597134.23299523	3052806.76743804	1215085.66154325	92258.7421003334	55091.5314095529	116932.907695	77349.564363527	73520.897671	21413.5946035532	3439192.69643366	1821404.30214935	4313276.0974826	2485388.69155169	2984274.12193523	751568.818003841	81563.641004	41609.1243465001	101483.067409	56019.66258476	72599.72468	36376.5368246	3063023.64144654	1413828.93833337	3767751.9962609	1855487.50739545	2915741.47643242	1205636.25185026
H01-0184	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	04/10/2022 08:00 AM	04/11/2022 08:00 AM	0	2691.22313708067	2.6	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	2691.22313708067	1345.61156854033	0	26487.195735875	13243.5978679375	8057.67975654454	11017.2047681799	10669.0342747606	17386.2822704942	11133.7915007025	42977.7818868248	77944.765901137	128510.957778272	109140.207735982	202707.269487062	139943.727498131	536178.741069388	8284.47972796858	10904.213479817	11112.8363893367	17092.3788819146	10299.311304465	39546.6531618287	79176.207604819	121630.669636459	110600.490940681	191065.039483455	129519.52355532	493334.563407881	8511.27969939262	11048.8076496839	11556.6385039128	17168.5903059847	9464.83110822738	36116.5156863664	80407.649308501	116497.574412365	112060.77414538	181831.349301472	119095.319612509	450506.016360812
A01-0089	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	11/14/2021 12:00 AM	11/14/2021 11:55 PM	38807.82932	9696.311466	9.522	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	38807.82932	9696.311466	24252.070393	1398815.5572632	349500.385988358	874157.971625778	70979.8597326667	31390.8444645515	72719.717131	41030.9266961817	72262.79986	91949.9801155295	2236566.19742601	1137170.30584885	2171186.6201129	1398594.82801573	1949919.82387984	2421576.78928398	63537.6431895667	26388.8866841872	65017.252814	31231.3296190635	65518.312151	80097.3309037875	1983345.00293037	951841.124551298	1906225.55132107	985307.671681603	1757615.51791123	2108280.25071252	56095.4266464667	23798.1154271244	57314.788497	25372.8911442123	58773.824442	69548.5075958248	1730123.80843472	848044.11659565	1641264.48252924	686582.634177574	1565311.21194262	1835645.33374752
H01-0013	not institution specific	wwtp	WWTP	WWTP	30531	MoundsvilleWWTP-01	10/10/2021 08:00 AM	10/11/2021 08:00 AM	50486.52291	4585.473295	NA	24-hr flow-weighted composite	Moundsville	26041		-80.75493	39.92986	12000	Marshall	2.34	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	50486.52291	4585.473295	27535.9981025	NA	NA	NA	NA	NA	83888.345337	101492.63647613	105939.052054	267995.073554552	NA	NA	NA	NA	NA	NA	NA	NA	64656.5095045	83289.6550076708	84358.455725	221120.783265608	NA	NA	NA	NA	NA	NA	NA	NA	45424.673672	68023.1774361846	62777.859396	176485.300574139	NA	NA	NA	NA	NA	NA
B01-0089	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	02/17/2022 07:00 AM	02/18/2022 07:00 AM	61087.78372	30532.76092	14.996	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	61087.78372	30532.76092	45810.27232	3467709.64134339	1733222.9616386	2600466.301491	409788.58704	154204.780778992	334879.58658	143424.579831235	281499.76534	85485.8191298466	15958471.2166081	5783376.28917757	11937972.9048299	4789865.11065113	9290236.63817388	4890526.12787376	407355.481903333	157866.052667899	346694.03584	155410.740871329	286311.47067	115386.958150188	15758984.1577692	5777379.16593041	12390494.3351747	5254873.89989251	9477707.01234903	5888994.07526169	404922.376766667	171269.848824466	358508.4851	168324.464750132	291123.176	147274.091914574	15559497.0989302	6266707.93248109	12843015.7655195	5744356.44097502	9665177.38652417	6949743.40210977
A03-0118	k12	upstream	Sewer Network	K-12 School	105612	MorgantownHS-01	11/19/2021 06:00 AM	11/19/2021 02:00 PM	0	0	NA	8-hr time-weighted composite	Morgantown High	26501		-79.95736	39.62542	1851	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	0	0	0	NA	NA	NA	23459.7644987778	40935.1124026843	35189.6467481667	65779.9797492497	13320.4485466667	107945.299395662	NA	NA	NA	NA	NA	NA	20947.6359028889	32069.7541200205	31281.08169425	49739.3470510709	15613.087648	117469.124940121	NA	NA	NA	NA	NA	NA	18435.507307	25405.1991085229	27372.5166403333	38043.8206609213	17905.7267493333	127195.917794012	NA	NA	NA	NA	NA	NA
A02-0170	higher ed dorm	upstream	Sewer Network	Dormitory	105612	OaklandE-02	10/13/2021 09:34 AM	10/15/2021 09:34 AM	25092.00677	18816.64351	NA	48-hr time-weighted composite	WVU Oakland Hall	26505	Isolates WVU Oakland Hall.	-79.9622118	39.6511596	862	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	25092.00677	18816.64351	21954.32514	NA	NA	NA	67225.2681921111	86942.871858352	61813.2363298333	139336.887845525	108813.024384333	559479.961592624	NA	NA	NA	NA	NA	NA	52588.7016570556	60632.4357555966	52374.8695114167	99895.1762662292	90613.8326288333	373479.042154873	NA	NA	NA	NA	NA	NA	37952.135122	44502.8576169012	42936.502693	74546.5769276909	72414.6408733333	273987.734375804	NA	NA	NA	NA	NA	NA
R01-0041	not institution specific	wwtp	WWTP	WWTP	28695	HuttonsvilleWWTP-01	03/23/2022 09:00 AM	03/24/2022 08:30 AM	299865.301251411	256482.869982719	0.142	24-hr time-weighted composite	Huttonsville	26273		-79.97895	38.71288	2101	Randolph	0.41	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	299865.301251411	256482.869982719	278174.085617065	161186.061621435	137866.780562302	149526.421091869	NA	NA	NA	NA	48189.7731302306	167017.158015017	NA	NA	NA	NA	29947.5337950603	105277.203372646	NA	NA	NA	NA	32744.2156355828	115384.296416945	NA	NA	NA	NA	20360.9216106071	72713.6476665262	NA	NA	NA	NA	17298.658140935	63795.3697217479	NA	NA	NA	NA	10774.3094261539	40174.6605046784
A01-0126	not institution specific	wwtp	WWTP	WWTP	105612	StarCityWWTP-01	12/14/2021 12:00 AM	12/15/2021 12:00 AM	9999.228213	20000.84314	7.2	24-hr flow-weighted composite	Morgantown Star City	26505	NA	-79.9920554	39.6551745	48328	Monongalia	20.8	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	9999.228213	20000.84314	15000.0356765	272528.484982361	545122.019740229	408825.252361295	204496.383900067	214501.724380232	87942.3020401	85594.2381713133	54631.4381242	56419.7213552534	4033987.37312559	4602698.60920962	2675316.03261545	2395307.56689596	1980758.63109395	2677008.7400091	191738.9988546	209554.773028324	77170.4238134	64230.9255981277	57277.0446701	50792.4458863423	3579442.01692902	4327203.51501287	2372634.57458257	1827634.60192328	2044061.81799929	2366007.02206285	178981.613809133	206349.963536057	66398.5455867	45765.8956851991	59922.651216	47558.1827403011	3124896.66073246	4089639.91611106	2069953.11654969	1358139.8715899	2107365.00490462	2106324.28963516
B01-0062	not institution specific	wwtp	WWTP	WWTP	178124	CharlestonWWTP-01	11/03/2021 07:00 AM	11/04/2021 07:00 AM	28051.36904	21815.00942	NA	24-hr flow-weighted composite	Charleston	25312	NA	-81.67768	38.37287	50000	Kanawha	14	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	28051.36904	21815.00942	24933.18923	NA	NA	NA	27801.2580521333	26203.591036597	23034.8369852	40324.2054531945	7471.539017	9026.13358110188	454167.906361704	608014.07288832	454167.906361704	608014.07288832	454167.906361704	608014.07288832	26345.8713714333	24741.8786732272	23118.32235765	39895.1750046359	7936.7330919	9359.04924011564	447126.293645963	301911.448404494	447126.293645963	301911.448404494	447126.293645963	301911.448404494	24890.4846907333	24614.3760833114	23201.8077301	39526.675306162	8401.9271668	10568.8534097596	440084.680930221	11853.9123305857	440084.680930221	11853.9123305857	440084.680930221	11853.9123305857
M03-0013	not institution specific	wwtp	WWTP	WWTP	56072	ManningtonWWTP-01	02/23/2022 11:30 AM	02/24/2022 11:30 AM	11341.29792	0	0.253	24-hr time-weighted composite	Mannington	26582	NA	-80.32371	39.51814	1091	Marion	0.25	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	11341.29792	0	5670.64896	10861.6600275148	0	5430.83001375742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K01-0033	not institution specific	wwtp	WWTP	WWTP	83518	ParkersburgWWTP-01	02/09/2022 06:24 AM	02/10/2022 06:19 AM	112521.4335	105173.8724	8.149	24-hr flow-weighted composite	Parkersburg	26101		-81.55739	39.28171	48050	Wood	15.5	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	112521.4335	105173.8724	108847.65295	3470983.10086008	3244330.6345934	3357656.86772674	597569.127527333	333195.488217606	565593.685273	304219.110527675	366731.613626	379149.675527287	15746963.6310714	10230239.155187	16277316.1992503	13323377.8990596	8591555.26096259	6695861.53624606	596378.673730667	338381.005630541	556122.309502	314213.529436111	364267.911494	407973.631558959	15692832.6551091	10441089.3599735	16034962.202644	13780416.818868	8394482.05790821	7268033.68559893	595188.219934	344604.754463589	546650.933731	326038.973411194	361804.209362	439931.298410453	15638701.6791468	10674324.4255593	15792608.2060378	14265076.8027422	8197408.85485384	8057464.74100649
A02-0109	higher ed dorm	upstream	Sewer Network	Dormitory	105612	CollegePark-02	09/13/2021 10:13 AM	09/15/2021 10:13 AM	35069.59245	57244.17657	NA	48-hr time-weighted composite	College Park	26505	Isolates all of College Park Apartments.	-79.9458019	39.6362083	567	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	35069.59245	57244.17657	46156.88451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P01-0030	not institution specific	wwtp	WWTP	WWTP	7482	StMarysWWTP-01	01/14/2022 09:00 AM	01/15/2022 09:00 AM	247866.7974	182024.2533	0.285	24-hr time-weighted composite	Saint Marys	26170		-81.20511	39.39125	2892	Pleasants	0.525	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	247866.7974	182024.2533	214945.52535	267409.074260591	196375.382175041	231892.228217816	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
G01-0127	not institution specific	wwtp	WWTP	WWTP	26868	KeyserWWTP-01	03/07/2022 09:00 AM	03/08/2022 08:00 AM	19422.70294	26708.5385	1.049	24-hr time-weighted composite	Keyser	26726	NA	-78.97508	39.44123	8168	Mineral	2.4	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	19422.70294	26708.5385	23065.62072	77125.5157389746	106056.804390726	91591.1600648502	59587.9615542	69717.3088027013	20137.192243	14117.7958122061	19792.9520644	32078.4930318882	223416.699693128	232331.74691535	89051.4451356544	53243.5952433313	77759.4890593566	119148.601780842	57157.642029	70242.0427409463	18948.17904855	12367.0537772046	17468.9269174	28293.4197715358	216191.420523748	235008.456572289	86323.2568514736	47038.5665385006	68605.928796279	104370.436793994	54727.3225038	71448.3194835536	17759.1658541	10829.8515815002	15144.9017704	24640.0147572854	208966.141354367	240053.538489057	83595.0685672929	43847.5482981111	59452.3685332013	90222.4983270922
A02-0202	higher ed dorm	upstream	Sewer Network	Dormitory	105612	HonorsSummit-01 (MUB)	10/30/2021 09:00 AM	11/01/2021 09:00 AM	6709.908582	17897.09158	NA	48-hr time-weighted composite	WVU Honors & Summit	26505	Isolates WVU Honors and Summit Halls (confirmed by dye test).	-79.9567626	39.6378753	874	Monongalia	-1	Complete	active	Zoonotic Pathogen Monitoring Laboratory at West Virginia University	WVU ZPM	6709.908582	17897.09158	12303.500081	NA	NA	NA	33626.8342098889	73488.3856541199	46759.3268708333	127030.331647886	72869.001048	568607.317681292	NA	NA	NA	NA	NA	NA	35696.2828268333	67670.3774623435	45907.6080149167	117585.250828112	69932.5044858333	537586.314917955	NA	NA	NA	NA	NA	NA	37765.7314437778	64077.3771632678	45055.889159	110281.780044361	66996.0079236667	506616.257364795	NA	NA	NA	NA	NA	NA
