Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Internal	Assay Control, Internal Concentration (CN/Rxn)	Assay Control, Internal Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Category	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Flow (MGD)	Sample ID	Sample QC Check	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status: NWSS	Status: WaTCH
C01-0019																																																																			Sample		2021-10-15	10	NT04474	Halcyon	Nanotrap	0.425		CP0025	D05	JL	WWTP	Sample	2021-10-15	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	G7	EP0025	D05	JL	WheelingWWTP-01	MVC	10/13/21 7:00	Composite	10/13/21 7:00	10/12/21 7:00			Pass	JL	10/15/21	6.31	Ohio	Processing	Processing
A02-0112	9707	OneStep RT-ddPCR	Human RNase P	19.39970136	20612.18269					9/20/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	G3	AP0008	E03	JL	SARS-CoV-2 N1	119.0749931	0	1320.22522	126517.1802	SARS-CoV-2 N2	38.81541014	0	1524.019623	41241.37327																																				CDC N1/N2/RP Triplex	0.005	Sample		9/17/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0013	C03	JL	WVU Morgantown	Sample	9/17/21	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	G3	EP0012	A11	JL	HonorsSummit-01 (MUB)	EL	9/17/21 10:21	Composite	9/17/21 10:21	9/15/21 10:21			Pass	JL	9/17/21	7.08	Monongalia	Processing	Complete
A01-0014	9330	OneStep RT-ddPCR	Human RNase P	23.82697105	25316.15674					8/27/21	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	E1	AP0005	A04	JL	SARS-CoV-2 N1	115.8988857	0	2615.09491	123142.5661	SARS-CoV-2 N2	150.0674725	0	2786.116028	159446.6895																																				CDC N1/N2/RP Triplex	0.005	Sample		8/27/21	10	XXXXXX	Halcyon	Ceres Nanotrap	0.425		CP000000	A01	JL	WWTP	Sample	8/30/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	E1	EP0006	A01	JL	StarCityWWTP-01	GG	8/24/21 23:55	Composite	8/24/21 23:55	8/24/21 0:00	9.811 		Pass	JL	8/27/21	7.16	Monongalia	Processing	Complete
A02-0094	14993	OneStep RT-ddPCR	Human RNase P	53.41882706	56757.50375					9/20/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	A7	AP0008	A07	JL	SARS-CoV-2 N1	157.4616909	0	1320.22522	167303.0466	SARS-CoV-2 N2	155.881834	0	1524.019623	165624.4487																																				CDC N1/N2/RP Triplex	0.005	Sample		9/13/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0011	B01	JL	WVU Morgantown	Sample	9/13/21	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	A7	EP0011	A07	JL	NorthHighSt-02 (MUB)	EL	9/10/21 9:39	Composite	9/10/21 9:40	9/8/21 9:40			Pass	JL	9/13/21	7.29	Monongalia	Processing	Complete
G02-0009																																																																			Sample												WVU Keyser	Sample											PotomacState-01	-	11/1/21 11:25	Composite	11/1/21 11:00	10/30/21 10:00			Pass	JL	11/2/21	7.08	Mineral	Processing	Processing
H01-0055																																																																															WWTP												MoundsvilleWWTP-01												Marshall		
A1055	15989	OneStep RT-ddPCR		131.34		BRSV		311932.5		7/7/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	2.94			6982.5	SARS-CoV-2 N2	2.94			6982.5																																				N1/N2/BRSV Triplex	0.005	Sample			10			Ceres Nanotrap	0.95	pH - 6.88				WWTP	Sample	7/7/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	StarCityWWTP-01	EL	5/24/21 23:55	Composite	5/24/21 23:55	5/24/21 0:00	7.396 		Pass	JL	5/28/21	6.88	Monongalia	Processing	Complete
G01-0059	14745	OneStep RT-ddPCR	Human RNase P	1.59580945968628	1695.54755091667	None				2021-11-04	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	F1	AP0016	A01	JL	SARS-CoV-2 N1	79.9233531951904	0	1040.98007202148	84918.5627698898	SARS-CoV-2 N2	102.350616455078	0	1205.93536376953	108747.529983521																																					0.005	Sample		2021-11-02	10	NT04474	Kookaburra	Nanotrap	0.425		CP0031	A01	JL	WWTP	Sample	2021-11-02	0.4	21108255	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	F1	EP0031	A01	JL	KeyserWWTP-01	KK	10/24/21 8:40	Composite	10/24/21 7:45	10/23/21 8:45			Pass	JL	10/27/21	6.57	Mineral	Processing	Processing
J01-0029																																																																															WWTP												AlpineLakeWWTP-01												Preston		
H01-0011	10155	OneStep RT-ddPCR	Human RNase P	6.95210874080658	7386.61553710699	None				2021-10-20	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	F1	AP0014	A02	JL	SARS-CoV-2 N1	57.9970979690552	0	2152.00729370118	61621.9165921212	SARS-CoV-2 N2	16.2247824668884	0	2493.55224609376	17238.8313710689																																					0.005	Sample		2021-10-15	10	NT04474	Halcyon	Nanotrap	0.425		CP0025	B03	JL	WWTP	Sample	2021-10-15	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	F1	EP0025	B03	JL	MoundsvilleWWTP-01	DRC	10/9/21 8:15	Composite	10/9/21 8:00	10/8/21 8:00			Pass	JL	10/15/21	7.1	Marshall	Processing	Processing
G01-0054	7978	OneStep RT-ddPCR	Human RNase P	0	0	None				2021-10-20	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	K7	AP0014	G06	JL	SARS-CoV-2 N1	103.452129364014	0	2152.00729370118	109917.887449264	SARS-CoV-2 N2	41.326289176941	0	2493.55224609376	43909.1822504998																																					0.005	Sample		2021-10-20	10	NT04474	Halcyon	Nanotrap	0.425		CP0027	B03	JL	WWTP	Sample	2021-10-20	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K7	EP0027	A07	JL	KeyserWWTP-01	KK	10/17/21 9:00	Composite	10/17/21 7:30	10/16/21 8:30			Pass	JL	10/20/21		Mineral	Processing	Processing
A1045	14509	OneStep RT-ddPCR	Human RNase P		38940					5/7/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				9720	SARS-CoV-2 N2				9720																																				CDC N1/N2/RP Triplex	0.005	Sample	Reconc vol estimated	5/7/21	100			PEG Precipitation	5					WWTP	Sample		0.2			Qiagen QIAamp Viral RNA Mini	0.06					StarCityWWTP-01	GG	5/6/21 23:55	Composite	5/6/21 23:55	5/6/21 0:00	12.281 		Pass	Josh Lambert	5/7/21		Monongalia	Processing	Complete
B01-0062																																																																			Sample												WWTP	Sample											CharlestonWWTP-01	-	11/4/21 7:50	Composite	11/4/21 7:00	11/3/21 7:00			Pass	JL	11/5/21	6.85	Kanawha	Processing	Processing
A02-0052	10820	OneStep RT-ddPCR	Human RNase P	43.36616039	46076.54542					8/27/21	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	C5	AP0005	E02	JL	SARS-CoV-2 N1	5.778679848	0	2615.09491	6139.847338	SARS-CoV-2 N2	0	0	2786.116028	0																																				CDC N1/N2/RP Triplex	0.005	Sample		8/27/21	10	NT04155	Kookaburra	Ceres Nanotrap	0.425		CP0005	C01	JL	WVU Morgantown	Sample	8/27/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	C5	EP0005	B01	JL	OaklandE-02	EL	8/27/21 9:55	Composite	8/27/21 9:25	8/23/21 9:25			Pass	JL	8/27/21	8.03	Monongalia	Processing	Complete
F01-0015	9768	OneStep RT-ddPCR	Human RNase P	9.63727712631226	10239.6069467068	None				2021-10-20	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	I1	AP0014	A05	JL	SARS-CoV-2 N1	82.0429515838624	0	2152.00729370118	87170.6360578538	SARS-CoV-2 N2	84.4603157043458	0	2493.55224609376	89739.0854358674																																					0.005			2021-10-18	10	NT04474	Halcyon	Nanotrap	0.425		CP0026	C01	JL			2021-10-18	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	I1	EP0026	B01	JL	WestonWWTP-01	BP	10/15/21 10:15	Composite	10/15/21 10:00	10/14/21 10:00			Pass	JL	10/18/21		Lewis	Processing	Processing
A02-0209																																																																			Sample												WVU Morgantown	Sample											HonorsSummit-01 (MUB)	EL	11/5/21 11:01	Composite	11/5/21 10:04	11/3/21 10:04			Pass	JL	11/5/21	7.12	Monongalia	Processing	Processing
H01-0054																																																																															WWTP												MoundsvilleWWTP-01												Marshall		
A1049	12384	OneStep RT-ddPCR		78.03		BRSV		185321.25		6/4/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005	Sample		6/4/21	10			Ceres Nanotrap	0.95	pH -  6.58				WWTP	Sample		0.4			Thermo MagMax Microbiome Ultra	0.05					StarCityWWTP-01	EL	5/16/21 23:55	Composite	5/16/21 23:59	5/16/21 0:00	7.808 		Pass	MVS	6/4/21	6.58	Monongalia	Processing	Complete
H01-0026	13546	OneStep RT-ddPCR	Human RNase P	10.4243135452271	11075.8331418038	None				2021-11-04	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	J6	AP0016	E06	JL	SARS-CoV-2 N1	6.94902896881104	0	1040.98007202148	7383.34327936173	SARS-CoV-2 N2	13.9001107215881	0	1205.93536376953	14768.8676416874																																					0.005	Sample	SAMPLE H01-0023 HAD SAME DATES	2021-11-03	10	NT04474	Halcyon	Nanotrap	0.425		CP0032	C02	JL	WWTP	Sample	2021-11-03	0.4	21108255	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	J6	EP0032	B02	JL	MoundsvilleWWTP-01	DRC	10/26/21 8:15	Composite	10/26/21 8:00	10/25/21 8:00			Pass	JL	10/29/21	7.01	Marshall	Processing	Processing
A01-0078	11032	OneStep RT-ddPCR	Human RNase P	17.068852186203	18135.6554478407	None				2021-11-04	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	I3	AP0016	D03	JL	SARS-CoV-2 N1	59.7952318191528	0	1040.98007202148	63532.4338078498	SARS-CoV-2 N2	38.4223461151124	0	1205.93536376953	40823.7427473069																																					0.005	Sample		2021-11-03	10	NT04474	Halcyon	Nanotrap	0.425		CP0032	A03	JL	WWTP	Sample	2021-11-03	0.4	21108255	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	I3	EP0032	A03	JL	StarCityWWTP-01	GG	11/1/21 23:55	Composite	11/1/21 23:55	11/1/21 0:00			Pass	JL	11/3/21	6.75	Monongalia	Processing	Processing
A1110	13502	OneStep RT-ddPCR		169.65		BRSV		402918.75		7/30/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	3.49			8288.75	SARS-CoV-2 N2	8.71			20686.25																																				N1/N2/BRSV Triplex	0.005	Sample		7/30/21	10			Ceres Nanotrap	0.95					WWTP	Sample	7/30/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	StarCityWWTP-01	EL	7/28/21 23:55	Composite	7/28/21 23:55	7/28/21 0:00	6.999 		Pass	JL	7/30/21		Monongalia	Processing	Complete
A0031	9322	OneStep RT-ddPCR	Human RNase P		51510					12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				82456.8	SARS-CoV-2 N2				82456.8																																				CDC N1/N2/RP Triplex	0.005	Sample		12/4/20	100			PEG Precipitation	3.4				MS	WWTP	Sample	12/7/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS	StarCityWWTP-01	GG	12/1/20 0:00	Composite	12/1/20 23:59	12/1/20 0:00			Pass	TD	12/4/20		Monongalia	Processing	Complete
A01-0025																																																																			Sample													Sample																									Unknown
A02-0143																																																																			Sample													Sample																									Unknown
B01-0012	13628	OneStep RT-ddPCR	Human RNase P	0	0					10/11/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	H1	AP0012	A02	JL	SARS-CoV-2 N1	76.10450268	0	1593.187866	80861.0341	SARS-CoV-2 N2	42.7867651	0	2077.493896	45460.93792																																				CDC N1/N2/RP Triplex	0.005	Sample		10/7/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0021	A01	JL	WWTP	Sample	10/7/21	0.4	2108052	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	H1	EP0021	A01	JL	CharlestonWWTP-01	KM	9/30/21 7:20	Composite	9/30/21 7:00	9/29/21 7:00			Pass	JL	10/6/21	6.36	Kanawha	Processing	Complete
E01-0010																																																																																											PrincetonWWTP-01	-	11/18/2021 08:00 AM	Composite	11/18/2021 08:00 AM	11/17/2021 08:00 AM			Pass	AJ	11/19/2021	6.91	Mercer		
A03-0007	13221	OneStep RT-ddPCR	Human RNase P	114.1773605	121313.4456					9/20/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	F4	AP0008	D04	JL	SARS-CoV-2 N1	5.339705348	0	1320.22522	5673.436932	SARS-CoV-2 N2	16.02275252	0	1524.019623	17024.17456																																				CDC N1/N2/RP Triplex	0.005	Sample		9/17/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0013	A04	JL	K-12	Sample	9/17/21	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	F4	EP0012	A04	JL	UniversityHS-01	TD	9/20/21 17:15	Composite	9/15/21 14:00	9/15/21 6:00			Pass	TD	9/16/21	7.99	Monongalia	Processing	Complete
A01-0047	17426	OneStep RT-ddPCR	Human RNase P	20.31660318	21586.39088					10/5/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	K6	AP0011	F04	JL	SARS-CoV-2 N1	175.8860588	1355.395355	0	186878.9375	SARS-CoV-2 N2	75.79081535	1548.404388	0	80527.74131																																				CDC N1/N2/RP Triplex	0.005	Sample		9/27/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0017	A06	JL	WWTP	Sample	9/27/21	0.4	2105049	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K6	EP0017	A06	JL	StarCityWWTP-01	DW	9/21/21 23:55	Composite	9/21/21 23:55	9/21/21 0:00	7.790 		Pass	JL	9/24/21	6.63	Monongalia	Processing	Complete
A0227	17665	OneStep RT-ddPCR	Human RNase P		3192					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				57576	SARS-CoV-2 N2				44784																																				CDC N1/N2/RP Triplex	0.005	Sample		2/5/21	100			PEG Precipitation	4				MS	WWTP	Sample	2/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS	StarCityWWTP-01	GS	1/25/21 0:00	Composite	1/25/21 23:59	1/25/21 0:00	8.487 		Pass	TD	1/29/21		Monongalia	Processing	Complete
A1005	9233	OneStep RT-ddPCR	Human RNase P		26010					3/22/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005	Sample		3/19/21	100			PEG Precipitation	3.4				TD	WWTP	Sample	3/21/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				TD	StarCityWWTP-01	GG	3/14/21 11:59	Composite	3/14/21 11:59	3/14/21 5:30	8.712		Pass	JL	3/19/21		Monongalia	Processing	Complete
H01-0016	10286	OneStep RT-ddPCR	Human RNase P	6.86355531215668	7292.52751916647	None				2021-10-20	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	F6	AP0014	F02	JL	SARS-CoV-2 N1	50.379295349121	0	2152.00729370118	53528.0013084411	SARS-CoV-2 N2	41.2113952636718	0	2493.55224609376	43787.1074676513																																					0.005	Sample		2021-10-15	10	NT04474	Halcyon	Nanotrap	0.425		CP0025	C02	JL	WWTP	Sample	2021-10-15	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	F6	EP0025	C02	JL	MoundsvilleWWTP-01	DRC	10/14/21 8:15	Composite	10/14/21 8:00	10/13/21 8:00			Pass	JL	10/15/21	6.98	Marshall	Processing	Processing
A02-0113	13429	OneStep RT-ddPCR	Human RNase P	12.26813793	13034.89655					9/20/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	G4	AP0008	E04	JL	SARS-CoV-2 N1	17.52786994	0	1320.22522	18623.36181	SARS-CoV-2 N2	15.7744956	0	1524.019623	16760.40158																																				CDC N1/N2/RP Triplex	0.005	Sample		9/17/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0013	C04	JL	WVU Morgantown	Sample	9/17/21	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	G4	EP0012	A12	JL	NorthHighSt-02 (MUB)	EL	9/17/21 10:39	Composite	9/17/21 10:39	9/15/21 10:39			Pass	JL	9/17/21	7.07	Monongalia	Processing	Complete
A02-0153	17313	OneStep RT-ddPCR				BRSV	540.2661514	574032.7859		8/13/21	Manual	DQ		QX 200	BRSV Triplex		AP000000	A07	JL	SARS-CoV-2 N1	0	0	2236.361694	0	SARS-CoV-2 N2	1.359099597	0	2276.707153	1444.04335																																				CDC N1/N2/RP Triplex	0.005	Sample	Was A06-0005	8/13/21	10	NT04155	Kookaburra	Ceres Nanotrap	0.425		CP000000	B01	JL	WVU Morgantown	Sample	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	B01	JL	Evansdale-01	EL	8/10/21 9:07	Composite	8/10/21 9:00	8/9/21 9:00			Pass	JL	8/10/21	7.43	Monongalia	Processing	Complete
A02-0051	11454	OneStep RT-ddPCR	Human RNase P	30.51781416	32425.17754					9/2/21	Manual	DQ		QX One	BRSV Triplex	F8	AP000000	H01	JL	SARS-CoV-2 N1	49.61313248	0	3138.026123	52713.95326	SARS-CoV-2 N2	61.07834816	0	3336.080627	64895.74492																																				CDC N1/N2/RP Triplex	0.005	Sample		9/2/21	10	 NT04155	Kookaburra	Ceres Nanotrap	0.425		CP0007	B02	JL	WVU Morgantown	Sample	9/2/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	F8	EP0007	A08	JL	Evansdale-01	EL	8/27/21 9:32	Composite	8/27/21 9:33	8/25/21 9:32			Pass	JL	8/27/21	7.61	Monongalia	Processing	Complete
A02-0129	13382	OneStep RT-ddPCR	Human RNase P	5.275455713	5605.171695					9/29/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	NAB_11 A1	AP0010	C01	JL	SARS-CoV-2 N1	14.07051206	0	1097.667847	14949.91906	SARS-CoV-2 N2	3.516839147	0	1200.682373	3736.641593																																				CDC N1/N2/RP Triplex	0.005	Sample		9/27/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0017	C05	JL	WVU Morgantown	Sample	9/27/21	0.4	2105049	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	NAB_11 A1	EP0017	B05	JL	NorthHighSt-02 (MUB)	EL	9/27/21 10:06	Composite	9/27/21 10:06	9/25/21 10:06			Pass	JL	9/27/21	6.57	Monongalia	Processing	Complete
A02-0091	16635	OneStep RT-ddPCR	Human RNase P	26.88995123	28570.57318					9/20/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	A4	AP0008	A04	JL	SARS-CoV-2 N1	8.488243818	0	1320.22522	9018.759057	SARS-CoV-2 N2	14.14877415	0	1524.019623	15033.07253																																				CDC N1/N2/RP Triplex	0.005	Sample		9/13/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0011	A04	JL	WVU Morgantown	Sample	9/13/21	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	A4	EP0011	A04	JL	Evansdale-01	EL	9/10/21 9:09	Composite	9/10/21 9:09	9/8/21 9:09			Pass	JL	9/13/21	6.79	Monongalia	Processing	Complete
A02-0088	13784	OneStep RT-ddPCR	Human RNase P	61.53271198	65378.50648					9/9/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	L3	AP0007	B03	JL	SARS-CoV-2 N1	118.0794048	0	1303.838043	125459.3676	SARS-CoV-2 N2	32.45554447	0	1366.207123	34484.016																																				CDC N1/N2/RP Triplex	0.005	Sample		9/8/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0010	A03	JL	WVU Morgantown	Sample	9/8/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	L3	EP0010	A03	JL	HonorsSummit-01 (MUB)	EL	9/8/21 9:45	Composite	9/8/21 8:38	9/6/21 8:38			Pass	JL	9/8/21	7.21	Monongalia	Processing	Complete
A1036	11015	OneStep RT-ddPCR	Human RNase P		38475					5/3/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				28845	SARS-CoV-2 N2				38475																																				CDC N1/N2/RP Triplex	0.005	Sample		4/30/21	100			PEG Precipitation	7.5				KED	WWTP	Sample	5/3/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				KED	StarCityWWTP-01	EL	4/30/21 11:06	Composite	4/25/21 11:59	4/25/21 12:00	8.393		Pass	MVS	4/30/21		Monongalia	Processing	Complete
A0207	15701	OneStep RT-ddPCR	Human RNase P		14400					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				3600	SARS-CoV-2 N2				21576																																				CDC N1/N2/RP Triplex	0.005	Sample		1/4/21	100			PEG Precipitation	4				MS	WWTP	Sample	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS	StarCityWWTP-01	GG	1/3/21 0:00	Composite	1/3/21 23:59	1/3/21 0:00	12.379 		Pass	TD	1/7/21		Monongalia	Processing	Complete
A03-0013	20145	OneStep RT-ddPCR	Human RNase P	0	0					10/11/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	H4	AP0012	D02	JL	SARS-CoV-2 N1	1.487158239	0	1593.187866	1580.105629	SARS-CoV-2 N2	2.974390388	0	2077.493896	3160.289787																																				CDC N1/N2/RP Triplex	0.005	Sample		10/7/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0021	A04	JL	K-12	Sample	10/7/21	0.4	2108052	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	H4	EP0021	A04	JL	SuncrestES-01	BL	9/30/21 12:25	Composite	9/29/21 14:00	9/29/21 6:00			Pass	JL	10/6/21	6.64	Monongalia	Processing	Complete
A0033	9338	OneStep RT-ddPCR	Human RNase P		24192					12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				53241.6	SARS-CoV-2 N2				29030.4																																				CDC N1/N2/RP Triplex	0.005	Sample		12/7/20	100			PEG Precipitation	3.2				MS	WWTP	Sample	12/8/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS	StarCityWWTP-01	GG	12/3/20 0:00	Composite	12/3/20 23:59	12/3/20 0:00			Pass	TD	12/7/20		Monongalia	Processing	Complete
A02-0026	14246	OneStep RT-ddPCR	Human RNase P	116.9018555	124208.2214					8/23/21	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	I2	AP0004	B01	JL	SARS-CoV-2 N1	8.188365698	-20	2835.271912	8700.138554	SARS-CoV-2 N2	8.188365698	-20	3151.898499	8700.138554																																				CDC N1/N2/RP Triplex	0.005	Sample		8/23/21	10	NT04155	Kookaburra	Ceres Nanotrap	0.425		CP000002	A02	JL	WVU Morgantown	Sample	8/23/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000002	A02	JL	Evansdale-01	EL	8/23/21 9:13	Grab	8/23/21 9:13	8/23/21 9:13			Pass	JL	8/23/21	7.27	Monongalia	Processing	Complete
F01-0016	14683	OneStep RT-ddPCR	Human RNase P	3.599450886	3824.416567					10/5/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	E1	AP0011	A03	JL	SARS-CoV-2 N1	25.20645857	1355.395355	0	26781.86223	SARS-CoV-2 N2	70.27789116	1548.404388	0	74670.25936																																				CDC N1/N2/RP Triplex	0.005	Sample		10/1/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425	E1	CP0019	C05	JL	WWTP	Sample	10/1/21	0.4	2108052	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	E1	EP0019	C01	JL	WestonWWTP-01	BP	9/30/21 10:15	Composite	9/30/21 10:00	9/29/21 10:00			Pass	JL	10/1/21		Lewis	Processing	Complete
A0217	15849	OneStep RT-ddPCR	Human RNase P		4440					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				129270	SARS-CoV-2 N2				142680																																				CDC N1/N2/RP Triplex	0.005	Sample		2/5/21	100			PEG Precipitation	5				MS	WWTP	Sample	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS	StarCityWWTP-01	GS	1/11/21 0:00	Composite	1/11/21 23:59	1/11/21 0:00	7.540 		Pass	TD	1/15/21		Monongalia	Processing	Complete
