Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Internal	Assay Control, Internal Concentration (CN/Rxn)	Assay Control, Internal Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Created by	Date Added to Database	Date Created	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	QC Check, Sample	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status	Volume Tested (mL)
A0225	16115	OneStep RT-ddPCR	Human RNase P		5256					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				39438	SARS-CoV-2 N2				31554																																				CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				3				MS	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0225	2/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GS	1/21/21 0:00	Composite	1/21/21 23:59	1/21/21 0:00	TD	1/22/21		StarCityWWTP-01	Available	
A1036	11015	OneStep RT-ddPCR	Human RNase P		38475						Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				28845	SARS-CoV-2 N2				38475																																				CDC N1/N2/RP Triplex	0.005		4/30/21 11:30	100				7.5				KED	Mathilda Santee	4/30/21 11:06	4/30/21 11:06	Monongalia County	A1036	5/3/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				KED		Pass	EL	4/30/21 11:06	Composite	4/25/21 11:59	4/25/21 12:00	MVS	4/30/21		StarCityWWTP-01	Available	
A02-0114	13490	OneStep RT-ddPCR	Human RNase P	12.2126495838165	12975.9401828051	None				2021-09-20	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	G5	AP0008	E05	JL	SARS-CoV-2 N1	141.706981658936	0	1320.22521972656	150563.668012619	SARS-CoV-2 N2	129.426956176758	0	1524.01962280273	137516.140937805																																					0.005		2021-09-17	10	NT04155	Halcyon	Nanotrap	0.425		CP0013	D01	JL				WVU Morgantown		2021-09-17	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	G5	EP0012	B01	JL		Pass	EL	09/17/2021 10:57 AM	Composite	09/17/2021 10:57 AM	09/15/2021 10:57 AM	JL	09/17/2021	6.85	Evansdale-01		
A1057	15590	OneStep RT-ddPCR		101.34		BRSV		240682.5												SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005			10				0.95	pH - 6.80				Josh Lambert		7/8/21 11:31	Monongalia County	A1057	7/7/21	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	5/26/21 23:55	Composite	5/26/21 23:55	5/26/21 0:00	JL	5/28/21	6.8	StarCityWWTP-01	Available	
A1100	16556	OneStep RT-ddPCR		12.79		BRSV		30376.25												SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005			10				0.95								Monongalia County	A1100		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	7/29/21 23:55	Composite	7/29/21 23:55	7/29/21 0:00	JL			StarCityWWTP-01		
A02-0002 100K	11472	OneStep RT-ddPCR				BRSV	0	0		8/13/21	Manual	DQ	XXXXXX	QX 200	BRSV Triplex	100k	AP000000	B05	JL	SARS-CoV-2 N1	1951.31073	0	2236.361694	2073267.651	SARS-CoV-2 N2	1940.171509	0	2276.707153	2061432.228																																					0.005		8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425	Spike with 100K HI-SARS	CP000000	C01	JL						8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	Spike with 100K HI-SARS	EP000000	C01	JL													
A04-0009	18412	OneStep RT-ddPCR				BRSV	493.307991	524139.7405		8/13/21	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	A05	JL	SARS-CoV-2 N1	0	0	2236.361694	0	SARS-CoV-2 N2	1.277973652	0	2276.707153	1357.84701																																					0.005	NaN	8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A05	JL	Eric Lundstrum		8/10/21 10:00	WVU Morgantown	Building/Complex	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A05	JL	NaN	Pass	EL	8/10/21 10:00	Composite	8/10/21 9:00	8/9/21 9:00	JL	8/10/21	7.29	NorthHighSt-02 (MUB)		10
C01-0001	13308	OneStep RT-ddPCR	Human RNase P	24.7659397125244	26313.8109445572	None				2021-09-20	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	F5	AP0008	D05	JL	SARS-CoV-2 N1	113.429136276245	0	1320.22521972656	120518.457293511	SARS-CoV-2 N2	40.7006788253784	0	1524.01962280273	43244.4712519646																																					0.005	Water was very dirty with solid matter; water was colored black essentially when unsettled.	2021-09-17	10	NT04155	Halcyon	Nanotrap	0.425		CP0013	B01	JL				Ohio County		2021-09-17	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	F5	EP0012	A05	JL		Pass	MVC	09/13/2021 07:00 AM	Composite	09/13/2021 07:00 AM	09/12/2021 07:00 AM	JL	09/17/2021	6.28	Wheeling WPCD		
A0034	15971	OneStep RT-ddPCR	Human RNase P		84912					12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				106176	SARS-CoV-2 N2				99096																																				CDC N1/N2/RP Triplex	0.005		12/7/20 17:00	100				4				MS	Timothy Driscoll	12/14/20 14:57	12/14/20 14:57	Monongalia County	A0034	12/8/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GG	12/6/20 0:00	Composite	12/6/20 23:59	12/6/20 0:00	TD	12/7/20		StarCityWWTP-01	Available	
A0222	16140	OneStep RT-ddPCR	Human RNase P		3504					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				38496	SARS-CoV-2 N2				52512																																				CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				4				MS	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0222	2/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GS	1/18/21 0:00	Composite	1/18/21 23:59	1/18/21 0:00	TD	1/22/21		StarCityWWTP-01	Available	
A0035	16284	OneStep RT-ddPCR	Human RNase P		49430.4					12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				112130.4	SARS-CoV-2 N2				75832.8																																				CDC N1/N2/RP Triplex	0.005		12/13/20 17:00	100				3.8				MS	Timothy Driscoll	12/14/20 14:57	12/14/20 14:57	Monongalia County	A0035	12/14/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GG	12/7/20 0:00	Composite	12/7/20 11:59	12/7/20 12:00	TD	12/11/20		StarCityWWTP-01	Available	
A0249	10132	OneStep RT-ddPCR	Human RNase P		61628.4					11/17/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				151837.2	SARS-CoV-2 N2				132824.4																																				CDC N1/N2/RP Triplex	0.005		11/13/20 16:30	100				3.4				MS	Timothy Driscoll	11/13/20 22:10	11/13/20 22:10	Monongalia County	A0249	11/17/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GS	11/11/20 0:00	Composite	11/11/20 23:59	11/11/20 0:00	TD	11/13/20		StarCityWWTP-01	Available	
A1008	11651	OneStep RT-ddPCR	Human RNase P		74217.6					3/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005		3/19/21 3:00	100				3.6				TD	Josh Lambert	3/19/21 15:33	3/19/21 15:33	Monongalia County	A1008	3/21/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				TD		Pass	GG	3/17/21 11:59	Composite	3/17/21 11:59	3/17/21 12:01	JL	3/19/21		StarCityWWTP-01	Available	
A02-0037	19154	OneStep RT-ddPCR	Human RNase P	36.34167194	38613.02644	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	L3	AP0004	C02	JL	SARS-CoV-2 N1	18.16514015	-20	2835.271912	19300.46141	SARS-CoV-2 N2	28.76673222	-20	3151.898499	30564.65298																																					0.005		8/25/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	A03	JL				WVU Morgantown		8/25/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	L3	EP0004	A03	JL		Pass	EL	8/25/21 9:24	Composite	8/23/21 9:35	8/25/21 9:35	JL	8/25/21	7.43	OaklandE-02		
A1099	14434	OneStep RT-ddPCR		272.17		BRSV		646403.75												SARS-CoV-2 N1	4.89			11613.75	SARS-CoV-2 N2	6.52			15485																																				N1/N2/BRSV Triplex	0.005			10				0.95					Josh Lambert		7/9/21 12:23	Monongalia County	A1099		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	7/25/21 23:55	Composite	7/25/21 23:55	7/25/21 0:00	JL			StarCityWWTP-01	Available	
A02-0020	17034	OneStep RT-ddPCR	Human RNase P	19.34643626	20555.58853	None				8/20/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	H7	AP000000	A07	JL	SARS-CoV-2 N1	9.671230316	0	1047.2155	10275.68221	SARS-CoV-2 N2	11.05315924	0	1082.352142	11743.9822																																					0.005		8/20/21	10	NT04155	Kookaburra	Nanotrap	0.425	6.88	CP000000	B01	JL				WVU Morgantown	G	8/20/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H7	EP000000	A07	JL		Pass	EL	8/20/21 9:17	Composite	8/20/21 9:30	8/20/21 9:18	Jl	8/20/21	6.88	Evansdale-01		
A02-0059	10882	OneStep RT-ddPCR	Human RNase P	1265.887909	1345005.903	None					Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	D7	AP0005	G03	JL	SARS-CoV-2 N1	9.161401391	0	2615.09491	9733.988978	SARS-CoV-2 N2	13.743366	0	2786.116028	14602.32638																																					0.005		8/27/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP0005	D06	JL				WVU Morgantown		8/27/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	D7	EP0005	B11	JL		Pass	EL	8/27/21 10:59	Grab			JL	8/27/21	8.24	CollegePark-02		
A02-0060	13857	OneStep RT-ddPCR	Human RNase P	102.1847153	108571.26	None					Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	E2	AP0005	B04	JL	SARS-CoV-2 N1	5.014951229	0	2615.09491	5328.385681	SARS-CoV-2 N2	5.014951229	0	2786.116028	5328.385681																																					0.005		8/27/21	10	XXXXXX	Halcyon	Nanotrap	0.425		CP000000	A02	JL				WVU Morgantown		8/30/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	E2	EP0006	A02	JL		Pass	EL	8/30/21 9:23	Grab			JL	8/30/21	6.11	Evansdale-01		
A1026	13203	OneStep RT-ddPCR	Human RNase P		21390						Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				10680	SARS-CoV-2 N2				10680																																				CDC N1/N2/RP Triplex	0.005		4/16/21 11:00	100				5				JL	Aiyana-Mei Tom	4/16/21 11:16	4/16/21 11:16	Monongalia County	A1026	4/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				JL		Pass	EL	4/11/21 12:00	Composite	4/12/21 12:00	4/11/21 12:00	MVS	4/16/21		StarCityWWTP-01	Available	
A01-0030	16491	OneStep RT-ddPCR	Human RNase P	34.2682194709778	36409.9831879139	None				2021-09-20	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	A2	AP0008	A02	JL	SARS-CoV-2 N1	147.421588897705	0	1320.22521972656	156635.438203812	SARS-CoV-2 N2	180.467529296875	0	1524.01962280273	191746.74987793																																					0.005		2021-09-13	10	NT04155	Halcyon	Nanotrap	0.425		CP0011	A02	JL				Monongalia County		2021-09-13	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	A2	EP0011	A02	JL		Pass	GG	09/08/2021 11:55 PM	Composite	09/08/2021 11:55 PM	09/08/2021 12:00 AM	JL	09/13/2021	6.76	StarCityWWTP-01		
A01-0035	14278	OneStep RT-ddPCR	Human RNase P	67.6630926132202	71892.0359015465	None				2021-09-20	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	D3	AP0008	C03	JL	SARS-CoV-2 N1	127.235450744629	0	1320.22521972656	135187.666416168	SARS-CoV-2 N2	109.016771316528	0	1524.01962280273	115830.319523811																																					0.005		2021-09-15	10	NT04155	Kookaburra	Nanotrap	0.425		CP0012	A03	JL				Monongalia County		2021-09-15	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	D3	EP0012	A03	JL		Pass	GG	09/13/2021 11:55 PM	Composite	09/13/2021 11:55 PM	09/13/2021 12:00 AM	JL	09/15/2021	6.87	StarCityWWTP-01		
A0244	12491	OneStep RT-ddPCR	Human RNase P		37976.4					11/20/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				66502.8	SARS-CoV-2 N2				71240.4																																				CDC N1/N2/RP Triplex	0.005		11/16/20 17:00	100				4.2				MS	Timothy Driscoll	11/19/20 19:25	11/19/20 19:25	Monongalia County	A0244	11/17/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	DW	11/16/20 0:00	Composite	11/16/20 23:59	11/16/20 0:00	TD	12/7/20		StarCityWWTP-01	Available	
A0224	13877	OneStep RT-ddPCR	Human RNase P		4080					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				44784	SARS-CoV-2 N2				44784																																				CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				4				MS	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0224	2/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GS	1/20/21 0:00	Composite	1/20/21 23:59	1/20/21 0:00	TD	1/22/21		StarCityWWTP-01	Available	
A02-0028	15032	OneStep RT-ddPCR	Human RNase P	17.57766604	18676.27017	None					CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	I4	AP0004	D01	JL	SARS-CoV-2 N1	13.18237185	-20	2835.271912	14006.2701	SARS-CoV-2 N2	13.18237185	-20	3151.898499	14006.2701																																					0.005		8/23/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A04	JL				WVU Morgantown	G	8/23/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000002	A04	JL		Pass	EL	8/23/21 9:45	Composite	8/23/21 9:00	8/21/21 9:00	JL	8/23/21	7.41	HonorsSummit-01 (MUB)		
A02-0118																																																																																	WVU Morgantown														EL	09/20/2021 10:06 AM	Composite	09/20/2021 09:00 AM	09/18/2021 09:00 AM				CollegePark-02		
A1095	11895	OneStep RT-ddPCR		85.21		BRSV		202373.75												SARS-CoV-2 N1	1.98			4702.5	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005			10				0.95					Josh Lambert		7/9/21 12:23	Monongalia County	A1095		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	7/19/21 23:55	Composite	7/19/21 23:55	7/19/21 0:00	JL			StarCityWWTP-01	Available	
A0036	14442	OneStep RT-ddPCR	Human RNase P		44010					12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				14670	SARS-CoV-2 N2				19560																																				CDC N1/N2/RP Triplex	0.005		12/13/20 17:00	100				5				MS	Timothy Driscoll	12/14/20 14:57	12/14/20 14:57	Monongalia County	A0036	12/14/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GG	12/8/20 0:00	Composite	12/8/20 11:59	12/8/20 12:00	TD	12/11/20		StarCityWWTP-01	Available	
A01-0010	18269	OneStep RT-ddPCR	Human RNase P	42.54051685	45199.29916	None				8/20/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	H6	AP000000	A06	JL	SARS-CoV-2 N1	45.12120247	0	1047.2155	47941.2756	SARS-CoV-2 N2	52.86496639	0	1082.352142	56169.02781																																					0.005		8/20/21	10	NT04155	Kookaburra	Nanotrap	0.425	6.99	CP000000	A06	JL				Monongalia County	Star City	8/20/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H6	EP000000	A06	JL		Pass	GG	8/19/21 23:59	Composite	8/19/21 23:59	8/19/21 0:01	Jl	8/20/21	6.99	StarCityWWTP-01		
A0102	11130	OneStep RT-ddPCR	Human RNase P		38821.2					11/10/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				12933.6	SARS-CoV-2 N2				21562.8																																				CDC N1/N2/RP Triplex	0.005		11/9/20 17:30	100				3.4				MS	Timothy Driscoll	11/9/20 16:55	11/9/20 16:55	Monongalia County	A0102	11/10/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GS	11/3/20 0:00	Composite	11/3/20 23:59	11/3/20 0:00	TD	11/9/20		StarCityWWTP-01	Available	
A01-0004	18261	OneStep RT-ddPCR	Human RNase P	20.6251359	21914.20689	None				8/16/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A03	JL	SARS-CoV-2 N1	63.22166443	0	1714.019012	67173.01846	SARS-CoV-2 N2	64.51367378	0	1783.141785	68545.77637	None																																				0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A03	JL	Josh Lambert		8/16/21 10:18	Monongalia County	Star City	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A03	JL	NaN	Pass	GG	8/12/21 23:55	Composite	8/12/21 23:55	8/12/21 0:00	Josh Lambert	8/13/21	6.95	StarCityWWTP-01		10
A0046	18937	OneStep RT-ddPCR	Human RNase P		22410					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				67140	SARS-CoV-2 N2				22410																																				CDC N1/N2/RP Triplex	0.005		1/3/21 13:00	100				15				MS	Timothy Driscoll	2/20/21 16:13	2/20/21 16:13	Monongalia County	A0046	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GG	12/22/20 0:00	Composite	12/22/20 11:59	12/22/20 12:00	TD	1/7/21		StarCityWWTP-01	Available	
A0214	16742	OneStep RT-ddPCR	Human RNase P		3384					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				131712	SARS-CoV-2 N2				101280																																				CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				4				MS	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0214	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GS	1/6/21 0:00	Composite	1/6/21 23:59	1/6/21 0:00	TD	1/8/21		StarCityWWTP-01	Available	
A01-0028	15508	OneStep RT-ddPCR	Human RNase P	27.32624531	29034.13564	None				9/9/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	K2	AP0007	A02	JL	SARS-CoV-2 N1	80.5516243	0	1303.838043	85586.10082	SARS-CoV-2 N2	71.41872406	0	1366.207123	75882.39431																																					0.005		9/8/21	10	NT04155	Halcyon	Nanotrap	0.425		CP0009	A02	JL				Monongalia County		9/8/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K2	EP0009	A02	JL		Pass	DW	9/5/21 23:55	Composite	9/5/21 23:55	9/5/21 0:00	JL	9/7/21	6.6	StarCityWWTP-01		
A1092	14288	OneStep RT-ddPCR		77.53		BRSV		184133.75												SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005			10				0.95					Josh Lambert		7/9/21 12:23	Monongalia County	A1092		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County		EL	7/14/21 23:55	Composite	7/14/21 23:55	7/14/21 0:00	JL			StarCityWWTP-01	Available	
A02-0014	19433	OneStep RT-ddPCR	Human RNase P	18.168962	19304.52213	None				8/16/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	B03	JL	SARS-CoV-2 N1	31.50179148	0	1714.019012	33470.65294	SARS-CoV-2 N2	30.28940439	0	1783.141785	32182.49166	None																																				0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B05	JL	Eric Lundstrum		8/16/21 10:05	WVU Morgantown	G	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A11	JL	NaN	Pass	Eric Lundstrom	8/16/21 10:05	Composite	8/16/21 9:00	8/14/21 9:00	Josh Lambert	8/16/21	7.83	NorthHighSt-02 (MUB)		10
A02-0051	11454	OneStep RT-ddPCR	Human RNase P	30.51781416	32425.17754	None					Manual	DQ	XXXXXX	QX One	BRSV Triplex	F8	AP000000	H01	JL	SARS-CoV-2 N1	49.61313248	0	3138.026123	52713.95326	SARS-CoV-2 N2	61.07834816	0	3336.080627	64895.74492																																					0.005		9/2/21	10	 NT04155	Kookaburra	Nanotrap	0.425		CP0007	B02	JL				WVU Morgantown		9/2/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	F8	EP0007	A08	JL		Pass	EL	8/27/21 9:32	Composite	8/27/21 9:33	8/25/21 9:32	JL	8/27/21	7.61	Evansdale-01		
A02-0085	19332	OneStep RT-ddPCR	Human RNase P	34.10413504	36235.64348	None				9/9/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	K7	AP0007	A07	JL	SARS-CoV-2 N1	6.086399555	0	1303.838043	6466.799527	SARS-CoV-2 N2	4.868993759	0	1366.207123	5173.305869																																					0.005		9/8/21	10	NT04155	Halcyon	Nanotrap	0.425		CP0009	B01	JL				WVU Morgantown		9/8/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K7	EP0009	A07	JL		Pass	EL	9/6/21 9:00	Composite	9/6/21 9:00	9/4/21 9:00	JL	9/7/21	6.67	CollegePark-02		
A0040	11665	OneStep RT-ddPCR	Human RNase P		15246					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				81396	SARS-CoV-2 N2				81396																																				CDC N1/N2/RP Triplex	0.005		12/14/20 17:00	100				4.2				AT	Timothy Driscoll	12/21/20 16:22	12/21/20 16:22	Monongalia County	A0040	12/21/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	GG	12/14/20 0:00	Composite	12/14/20 11:59	12/14/20 12:00	TD	12/18/20		StarCityWWTP-01	Available	
A01-0017	13951	OneStep RT-ddPCR	Human RNase P	18.61194968	19775.19654						Manual	DQ	XXXXXX	QX One	BRSV Triplex	H1	AP000000	A03	JL	SARS-CoV-2 N1	175.9004974	0	3138.026123	186894.2785	SARS-CoV-2 N2	189.9719429	0	3336.080627	201845.1893																																					0.005		9/2/21	10	 NT04155	Kookaburra	Nanotrap	0.425		CP0007	C05	JL				Monongalia County		9/2/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	H1	EP0007	B05	JL		Pass	JT	8/29/21 23:55	Composite	8/29/21 23:55	8/29/21 0:00	JL	9/1/21	6.91	StarCityWWTP-01		
A02-0112	9707	OneStep RT-ddPCR	Human RNase P	19.3997013568878	20612.1826916933	None				2021-09-20	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	G3	AP0008	E03	JL	SARS-CoV-2 N1	119.074993133545	0	1320.22521972656	126517.180204392	SARS-CoV-2 N2	38.8154101371766	0	1524.01962280273	41241.3732707501																																					0.005		2021-09-17	10	NT04155	Halcyon	Nanotrap	0.425		CP0013	C03	JL				WVU Morgantown		2021-09-17	0.4	2105033	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	G3	EP0012	A11	JL		Pass	EL	09/17/2021 10:21 AM	Composite	09/17/2021 10:21 AM	09/15/2021 10:21 AM	JL	09/17/2021	7.08	HonorsSummit-01 (MUB)		
A02-0073	14033	OneStep RT-ddPCR	Human RNase P	225.4143524	239502.7494						Manual	DQ	XXXXXX	QX One	BRSV Triplex	H7	AP000000	G03	JL	SARS-CoV-2 N1	0	0	3138.026123	0	SARS-CoV-2 N2	0	0	3336.080627	0																																					0.005		9/2/21	10	 NT04155	Kookaburra	Nanotrap	0.425		CP0007	D05	JL				WVU Morgantown		9/2/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	H7	EP0007	B11	JL		Pass	EL	9/1/21 10:59	Grab	9/1/21 10:59	9/1/21 10:59	JL	9/1/21	7.76	CollegePark-02		
A0031	9322	OneStep RT-ddPCR	Human RNase P		51510					12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				82456.8	SARS-CoV-2 N2				82456.8																																				CDC N1/N2/RP Triplex	0.005		12/4/20 17:00	100				3.4				MS	Timothy Driscoll	12/7/20 15:15	12/7/20 15:15	Monongalia County	A0031	12/7/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	GG	12/1/20 0:00	Composite	12/1/20 23:59	12/1/20 0:00	TD	12/4/20		StarCityWWTP-01	Available	
