Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Internal	Assay Control, Internal Concentration (CN/Rxn)	Assay Control, Internal Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Category	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Flow (MGD)	Sample ID	Sample QC Check	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status: NWSS	Status: WaTCH
C01-0024	51.5	OneStep RT-ddPCR	Human RNase P			None				11/1/21	OK	ABS	58477038	QX 200	CDC nCov-2 Triplex	D8	AP0015	D08	JL	SARS-CoV-2 N1					SARS-CoV-2 N2																																									0.005	Sample		10/27/21	10	NT04474	Kookaburra	Ceres Nanotrap	0.425		CP0029	B04	JL	WWTP	Sample	10/27/21	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	D8	EP0029	A08	JL	WheelingWWTP-01	OR	10/19/21 7:00	Composite	10/19/21 7:00	10/18/21 7:00			Pass	JL	10/27/21	6.74	Ohio	Processing	Confirming
A02-0336																																																																																											WVU-Morgantown												Monongalia		
A02-0030	17182	OneStep RT-ddPCR	Human RNase P	17.45125413	18541.95751					8/23/21	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	I6	AP0004	F01	JL	SARS-CoV-2 N1	190.769062	-20	2835.271912	202692.1284	SARS-CoV-2 N2	150.4138565	-20	3151.898499	159814.7225																																				CDC N1/N2/RP Triplex	0.005	Sample		8/23/21	10	NT04155	Kookaburra	Ceres Nanotrap	0.425		CP000002	A06	JL	WVU Morgantown	Sample	8/23/21	0.4	2102028	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		EP000002	A06	JL	NorthHighSt-02 (MUB)	EL	8/23/21 9:55	Composite	8/23/21 9:00	8/21/21 9:00			Pass	JL	8/23/21	7.28	Monongalia	Processing	Complete
A1037	10058	OneStep RT-ddPCR	Human RNase P		42138					5/3/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				4212	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005	Sample		4/30/21	100			PEG Precipitation	3				KED	WWTP	Sample	5/3/21	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				KED	StarCityWWTP-01	EL	4/30/21 11:07	Composite	4/26/21 11:59	4/26/21 12:00	10.049		Pass	MVS	4/30/21		Monongalia	Processing	Complete
K01-0041																																																																																											ParkersburgWWTP-01												Wood		
A02-0152 c	13540	OneStep RT-ddPCR	Human RNase P		18774					3/11/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				25038	SARS-CoV-2 N2				40680																																				CDC N1/N2/RP Triplex	0.005	Sample	Was A05-0004		100			PEG Precipitation	3					WWTP	Sample		0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06					StarCityWWTP-01	EL	2/21/21 12:00	Composite	2/21/21 12:00	2/21/21 12:00	9.628		Pass				Monongalia	Rejected	Test
A01-0014	9330	OneStep RT-ddPCR	Human RNase P	23.82697105	25316.15674					8/27/21	Manual	DQ	58477036	QX One	CDC nCov-2 Triplex	E1	AP0005	A04	JL	SARS-CoV-2 N1	115.8988857	0	2615.09491	123142.5661	SARS-CoV-2 N2	150.0674725	0	2786.116028	159446.6895																																				CDC N1/N2/RP Triplex	0.005	Sample		8/27/21	10	XXXXXX	Halcyon	Ceres Nanotrap	0.425		CP000000	A01	JL	WWTP	Sample	8/30/21	0.4	2102028	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	E1	EP0006	A01	JL	StarCityWWTP-01	GG	8/24/21 23:55	Composite	8/24/21 23:55	8/24/21 0:00	9.811		Pass	JL	8/27/21	7.16	Monongalia	Processing	Complete
B01-0009		OneStep RT-ddPCR	Human RNase P	3.280195892	3485.208135	None				11/1/21	CHECK	ABS	58477038	QX 200	CDC nCov-2 Triplex	B5	AP0015	B05	JL	SARS-CoV-2 N1	26.25101328	0	1707.766876	27891.70161	SARS-CoV-2 N2	44.31112289	0	1836.244965	47080.56808																																				CDC N1/N2/RP Triplex	0.005	Sample		10/25/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425	C3	CP0028	C01	JL	WWTP	Sample	10/25/21	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	B5	EP0028	B05	JL	CharlestonWWTP-01	KM	9/28/21 8:00	Composite	9/28/21 7:00	9/27/21 7:00			Pass	JL	9/30/21		Kanawha	Processing	Complete
K01-0030																																																																																											ParkersburgWWTP-01												Wood		
C01-0002	15419	OneStep RT-ddPCR	Human RNase P	1.526050568	1621.428728					9/24/21	Manual	DQ	XXXXXX	QX 200	CDC nCov-2 Triplex	H2	AP0009	A02	JL	SARS-CoV-2 N1	15.26496172	0	878.4640503	16219.02183	SARS-CoV-2 N2	18.31914425	0	968.4371185	19464.09076																																				CDC N1/N2/RP Triplex	0.005	Sample	Water was very dirty with solid matter; water was colored black essentially when unsettled.	9/17/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0013	B02	JL	WWTP	Sample	9/17/21	0.4	2105033	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	F6	EP0012	A06	JL	WheelingWWTP-01	MVC	9/14/21 7:00	Composite	9/14/21 7:00	9/13/21 7:00			Pass	JL	9/17/21	6.07	Ohio	Processing	Complete
A1077	14191	OneStep RT-ddPCR		61.43		BRSV		145896.25		7/7/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	1.66			3942.5																																				N1/N2/BRSV Triplex	0.005	Sample		7/7/21	10			Ceres Nanotrap	0.95	pH - 6.42				WWTP	Sample	7/7/21	0.4			Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05					StarCityWWTP-01	EL	6/23/21 23:55	Composite	6/23/21 23:55	6/23/21 0:00	11.82		Pass	JL	6/25/21	6.42	Monongalia	Processing	Complete
A02-0136	11359	OneStep RT-ddPCR	Human RNase P	83.65310669	88881.42586					10/5/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	D3	AP0011	C02	JL	SARS-CoV-2 N1	4.175654352	1355.395355	0	4436.632749	SARS-CoV-2 N2	20.88562727	1548.404388	0	22190.97897																																				CDC N1/N2/RP Triplex	0.005	Sample		10/1/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425	D3	CP0019	B05	JL	WVU Morgantown	Sample	10/1/21	0.4	2108052	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	D3	EP0019	B03	JL	HonorsSummit-01 (MUB)	EL	10/1/21 10:02	Composite	10/1/21 10:02	9/29/21 10:02			Pass	JL	10/1/21		Monongalia	Processing	Complete
A03-0007	13221	OneStep RT-ddPCR	Human RNase P	114.1773605	121313.4456					9/20/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	F4	AP0008	D04	JL	SARS-CoV-2 N1	5.339705348	0	1320.22522	5673.436932	SARS-CoV-2 N2	16.02275252	0	1524.019623	17024.17456																																				CDC N1/N2/RP Triplex	0.005	Sample		9/17/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0013	A04	JL	K-12	Sample	9/17/21	0.4	2105033	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	F4	EP0012	A04	JL	UniversityHS-01	TD	9/20/21 17:15	Composite	9/15/21 14:00	9/15/21 6:00			Pass	TD	9/16/21	7.99	Monongalia	Processing	Complete
A02-0270																																																																																											WVU-Morgantown												Monongalia		
A02-0267																																																																																											WVU-Morgantown												Monongalia		
A01-0055	15213	OneStep RT-ddPCR	Human RNase P	216.2626457	229779.0611					10/14/21	Manual	DQ	58477038	QX One	CDC nCov-2 Triplex	NAB_11 G2	AP0013	A04	JL	SARS-CoV-2 N1	103.48382	0	1707.766876	109951.5587	SARS-CoV-2 N2	135.6477165	0	1836.244965	144125.6988																																				CDC N1/N2/RP Triplex	0.005	Sample		10/5/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0020	B04	JL	WWTP	Sample	10/5/21	0.4	2108052	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		EP0020	A10	JL	StarCityWWTP-01	GG	10/4/21 23:55	Composite	10/4/21 23:55	10/4/21 0:00	8.904		Pass	JL	10/5/21	7.38	Monongalia	Processing	Complete
A02-0339																																																																																											WVU-Morgantown												Monongalia		
A1045	14509	OneStep RT-ddPCR	Human RNase P		38940					5/7/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				9720	SARS-CoV-2 N2				9720																																				CDC N1/N2/RP Triplex	0.005	Sample	Reconc vol estimated	5/7/21	100			PEG Precipitation	5					WWTP	Sample		0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06					StarCityWWTP-01	GG	5/6/21 23:55	Composite	5/6/21 23:55	5/6/21 0:00	12.281		Pass	Josh Lambert	5/7/21		Monongalia	Processing	Complete
A02-0243																																																																															WVU Morgantown												OaklandE-02	GZ	12/06/2021 09:25 AM	Composite	12/06/2021 09:00 AM	12/04/2021 09:00 AM			Pass	AJ	12/06/2021	7.80	Monongalia		
G02-0021																																																																			Sample	2 DAY COMPOSITE	11/12/21	10	NT04474	Kookaburra	Ceres Nanotrap	0.425		CP0035	D04	AJ	WVU Keyser	Sample	11/12/21	0.4	2108255	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	H8	EP0035	B08	AJ	PotomacState-01	S	11/8/21 11:30	Composite	11/7/21 11:30	11/5/21 10:30			Pass	JL	11/12/21	7.03	Mineral	Processing	Processing
A1106	18310	OneStep RT-ddPCR				BRSV	492.1482468	522907.5122		8/13/21	Manual	DQ		QX 200	BRSV Triplex		AP000000	A02	JL	SARS-CoV-2 N1	8.997125626	0	2236.361694	9559.445977	SARS-CoV-2 N2	11.56836629	0	2276.707153	12291.38918																																				N1/N2/BRSV Triplex	0.005	Sample		8/13/21	10	NT04155	Kookaburra	Ceres Nanotrap	0.425		CP000000	A02	JL		Sample	8/13/21	0.4	2102028	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		EP000000	A02	JL									Fail					Rejected	Rejected
A02-0320																																																																																											WVU-Morgantown												Monongalia		
A02-0093	11195	OneStep RT-ddPCR	Human RNase P	50.49683571	53652.88794					9/20/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	A6	AP0008	A06	JL	SARS-CoV-2 N1	67.35322475	0	1320.22522	71562.8013	SARS-CoV-2 N2	52.60322571	0	1524.019623	55890.92731																																				CDC N1/N2/RP Triplex	0.005	Sample		9/13/21	10	NT04155	Halcyon	Ceres Nanotrap	0.425		CP0011	A06	JL	WVU Morgantown	Sample	9/13/21	0.4	2105033	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	A6	EP0011	A06	JL	HonorsSummit-01 (MUB)	EL	9/10/21 9:30	Composite	9/10/21 9:30	9/8/21 9:30			Pass	JL	9/13/21	7.08	Monongalia	Processing	Complete
A0032	10476	OneStep RT-ddPCR	Human RNase P		28299.6					12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				443142	SARS-CoV-2 N2				408920.4																																				CDC N1/N2/RP Triplex	0.005	Sample		12/4/20	100			PEG Precipitation	4.2				MS	WWTP	Sample	12/7/20	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				MS	StarCityWWTP-01	GG	12/2/20 0:00	Composite	12/2/20 23:59	12/2/20 0:00	10.819 		Pass	TD	12/4/20		Monongalia	Processing	Complete
E01-0009	16063	OneStep RT-ddPCR	Human RNase P	7.325242162	13048.0876	None				11/29/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	D4	AP0022	D04	JL	SARS-CoV-2 N1	35.18198013	0	1092.976303	62667.90211	SARS-CoV-2 N2	33.71501446	0	1279.930573	60054.8695																																					0.005	Sample		2021-11-22	10	NT04474	Halcyon	Ceres Nanotrap	0.475		CP0039	C04	AJ	WWTP	Sample	2021-11-22	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.075	D4	EP0039	B04	AJ	PrincetonWWTP-01	-	11/17/21 8:00	Composite	11/17/21 8:00	11/16/21 8:00			Pass	AJ	11/19/21	6.85	Mercer	Processing	Complete
H01-0008	21356	OneStep RT-ddPCR	Human RNase P	2.775782049	2949.268427					10/11/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	A2	AP0012	B06	JL	SARS-CoV-2 N1	341.9828033	0	1593.187866	363356.7286	SARS-CoV-2 N2	220.0916862	0	2077.493896	233847.4166																																				CDC N1/N2/RP Triplex	0.005	Sample		10/8/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0022	C06	JL	WWTP	Sample	10/8/21	0.4	2108052	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	A2	EP0022	C02	JL	MoundsvilleWWTP-01	DRC	10/6/21 8:15	Composite	10/6/21 8:00	10/5/21 8:00			Pass	JL	10/8/21	7	Marshall	Processing	Complete
E02-0010	15890	OneStep RT-ddPCR	Human RNase P	5.923819542	10551.80356	None				11/29/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	D1	AP0022	D01	JL	SARS-CoV-2 N1	35.56530952	0	1092.976303	63350.70759	SARS-CoV-2 N2	32.59948015	0	1279.930573	58067.82402																																					0.005	Sample		2021-11-22	10	NT04474	Halcyon	Ceres Nanotrap	0.475		CP0039	C01	AJ	WWTP	Sample	2021-11-22	0.4	2108255	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.075	D1	EP0039	B01	AJ	AthensWWTP-01	-	11/17/21 8:00	Composite	11/17/21 8:00	11/16/21 8:00			Pass	AJ	11/19/21	7.13	Mercer	Processing	Complete
H01-0021		OneStep RT-ddPCR	Human RNase P			None				11/1/21	CHECK	ABS	58477038	QX 200	CDC nCov-2 Triplex	C6	AP0015	C06	JL	SARS-CoV-2 N1					SARS-CoV-2 N2																																									0.005	Sample		10/25/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0028	D04	JL	WWTP	Sample	10/25/21	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	C6	EP0028	C06	JL	MoundsvilleWWTP-01	DRC	10/19/21 8:15	Composite	10/19/21 8:00	10/18/21 8:00			Pass	JL	10/25/21	7.06	Marshall	Processing	Processing
A0102	11130	OneStep RT-ddPCR	Human RNase P		38821.2					11/10/20	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				12933.6	SARS-CoV-2 N2				21562.8																																				CDC N1/N2/RP Triplex	0.005	Sample		11/9/20	100			PEG Precipitation	3.4				MS	WWTP	Sample	11/10/20	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				MS	StarCityWWTP-01	GS	11/3/20 0:00	Composite	11/3/20 23:59	11/3/20 0:00	6.967		Pass	TD	11/9/20		Monongalia	Processing	Complete
A1078	10954	OneStep RT-ddPCR		40.85		BRSV		97018.75		7/9/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005	Sample		7/9/21	10			Ceres Nanotrap	0.95	pH - 6.39				WWTP	Sample	7/9/21	0.4			Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05				JL	StarCityWWTP-01	EL	6/24/21 23:55	Composite	6/24/21 23:55	6/24/21 0:00	7.935		Pass	JL	7/9/21	6.39	Monongalia	Processing	Complete
A02-0154 c	9990	OneStep RT-ddPCR	Human RNase P		16956					3/15/21	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				25452	SARS-CoV-2 N2				8496																																				CDC N1/N2/RP Triplex	0.005	Sample	Was A06-0017		100			PEG Precipitation	6					WWTP	Sample		0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06					StarCityWWTP-01	EL	2/23/21 12:00	Composite	2/23/21 12:00	2/23/21 12:00	12.341		Pass				Monongalia	Rejected	Test
A0101	13937	OneStep RT-ddPCR	Human RNase P		17010					11/10/20	Manual	DQ		QX 200	CDC nCov-2 Triplex					SARS-CoV-2 N1				8517.6	SARS-CoV-2 N2				12776.4																																				CDC N1/N2/RP Triplex	0.005	Sample		11/9/20	100			PEG Precipitation	4.2				MS	WWTP	Sample	11/10/20	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				MS	StarCityWWTP-01	GS	11/2/20 0:00	Composite	11/2/20 23:59	11/2/20 0:00	7.406		Pass	TD	11/9/20		Monongalia	Processing	Complete
A03-0129																																																																															K-12												NorthES-01	GZ	12/03/2021 02:02 PM	Composite	12/03/2021 02:00 PM	12/03/2021 06:00 AM							Monongalia		
A01-0119																																																																																											StarCityWWTP-01												Monongalia		
A0229	13863	OneStep RT-ddPCR	Human RNase P		0					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				61140	SARS-CoV-2 N2				50940																																				CDC N1/N2/RP Triplex	0.005	Sample		2/5/21	100			PEG Precipitation	5				MS	WWTP	Sample	2/19/21	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				MS	StarCityWWTP-01	GS	1/27/21 0:00	Composite	1/27/21 23:59	1/27/21 0:00	9.352		Pass	TD	1/29/21		Monongalia	Processing	Complete
A02-0123	16385	OneStep RT-ddPCR	Human RNase P	11.49107456	12209.26672					9/24/21	Manual	DQ		QX 200	CDC nCov-2 Triplex	J4	AP0009	C04	JL	SARS-CoV-2 N1	2.87224263	0	878.4640503	3051.757794	SARS-CoV-2 N2	4.308495522	0	968.4371185	4577.776492																																				CDC N1/N2/RP Triplex	0.005	Sample		9/24/21	10		Halcyon	Ceres Nanotrap	0.425		CP0016	D02	JL	WVU Morgantown	Sample	9/24/21	0.4	XXXXXX	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	J4	EP0016	B08	JL	CollegePark-02	EL	9/22/21 10:22	Composite	9/22/21 10:22	9/20/21 10:22			Pass	JL	9/22/21	7.27	Monongalia	Processing	Complete
G02-0012																																																																			Sample												WVU Keyser	Sample											PotomacState-01	Z	10/27/21 11:30	Composite	10/27/21 11:30	10/26/21 10:30			Pass	JL	11/2/21	7	Mineral	Processing	Processing
A0232	16039	OneStep RT-ddPCR	Human RNase P		0					2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				39630	SARS-CoV-2 N2				26400																																				CDC N1/N2/RP Triplex	0.005	Sample		2/5/21	100			PEG Precipitation	5				MS	WWTP	Sample	2/19/21	0.2			Qiagen QiaAMP Viral Mini-RNA Kit	0.06				MS	StarCityWWTP-01	GS	2/1/21 0:00	Composite	2/1/21 23:59	2/1/21 0:00	11.395		Pass	TD	2/4/21		Monongalia	Processing	Complete
A03-0177																																																																																											NorthES-01												Monongalia		
L01-0003																																																																																											WestUnionWWTP-01												Doddridge		
J01-0008																																																																															WWTP												AlpineLakeWWTP-01												Preston		
A01-0073	15317	OneStep RT-ddPCR	Human RNase P	26.12927675	27762.35655	None				11/4/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	F4	AP0016	A04	JL	SARS-CoV-2 N1	118.5828781	0	1040.980072	125994.308	SARS-CoV-2 N2	92.35078812	0	1205.935364	98122.71237																																					0.005	Sample		11/2/21	10	NT04474	Kookaburra	Ceres Nanotrap	0.425		CP0031	D01	JL	WWTP	Sample	11/2/21	0.4	21108255	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	F4	EP0031	A04	JL	StarCityWWTP-01	GG	10/26/21 23:55	Composite	10/26/21 23:55	10/26/21 0:00	8.475 		Pass	JL	10/29/21	6.93	Monongalia	Processing	Complete
A03-0032	15226	OneStep RT-ddPCR	Human RNase P	26.17877007	27814.94319					10/11/21	Manual	DQ	58477037	QX One	CDC nCov-2 Triplex	I1	AP0012	A03	JL	SARS-CoV-2 N1	0	0	1593.187866	0	SARS-CoV-2 N2	157.5391388	0	2077.493896	167385.335																																				CDC N1/N2/RP Triplex	0.005	Sample		10/7/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0021	C01	JL	K-12	Sample	10/7/21	0.4	2108052	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	I1	EP0021	B01	JL	BrookhavenES-01	BL	9/30/21 10:50	Grab	9/30/21 10:50	9/30/21 10:50			Pass	JL	10/6/21	8.45	Monongalia	Processing	Complete
A02-0131	10318	OneStep RT-ddPCR	Human RNase P	15.96838236	16966.40626					9/29/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	B4	AP0010	D04	JL	SARS-CoV-2 N1	0	0	1097.667847	0	SARS-CoV-2 N2	0	0	1200.682373	0																																				CDC N1/N2/RP Triplex	0.005	Sample		9/29/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0018	A04	JL	WVU Morgantown	Sample	9/29/21	0.4	2105049	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	B4	EP0018	A04	JL	HonorsSummit-01 (MUB)	EL	9/29/21 9:58	Composite	9/29/21 9:59	9/27/21 9:59			Pass	Josh Lambert	9/29/21	7.48	Monongalia	Processing	Complete
A01-0135																																																																																											StarCityWWTP-01												Monongalia		
J01-0009																																																																															WWTP												AlpineLakeWWTP-01												Preston		
A02-0049	14492	OneStep RT-ddPCR	Human RNase P	288.9755249	307036.4952					8/25/21	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	A2 NAB_9	AP0004	B04	JL	SARS-CoV-2 N1	1.434933841	-20	2835.271912	1524.617206	SARS-CoV-2 N2	11.48224473	-20	3151.898499	12199.88503																																				CDC N1/N2/RP Triplex	0.005	Sample		8/25/21	10	NT04155	Kookaburra	Ceres Nanotrap	0.425		CP0004	B04	JL	WVU Morgantown	Sample	8/25/21	0.4	2102028	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	A2_NAB_9	EP0004	A10	JL	CollegePark-02	EL	8/25/21 10:04	Grab	8/25/21 10:04	8/25/21 10:04			Pass	JL	8/25/21	7.55	Monongalia	Processing	Complete
A03-0152																																																																																											MorgantownHS-01												Monongalia		
A02-0241																																																																															WWTP												WVU-Morgantown	-	12/01/2021 09:15 AM	Composite	12/01/2021 09:00 AM	11/29/2021 09:00 AM			Pass	AJ	12/02/2021	7.97	Monongalia		
C01-0033	15473	OneStep RT-ddPCR	Human RNase P	3.041547537	3231.644258	None				11/8/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	C8	AP0017	C08	AJ	SARS-CoV-2 N1	6.083487868	0	560.2787018	6463.70586	SARS-CoV-2 N2	7.604606152	0	653.7683868	8079.894036																																					0.005	Sample		11/5/21	10	NT04474	Kookaburra	Ceres Nanotrap	0.425		CP00033	D06	JL	WWTP	Sample	11/5/21	0.4	21108255	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	C8	EP0033	C08	JL	WheelingWWTP-01	GZ	11/4/21 7:00	Composite	11/4/21 7:00	11/3/21 7:00			Pass	JL	11/5/21	6.51	Ohio	Processing	Complete
A01-0102		OneStep RT-ddPCR	Human RNase P			None				11/1/21	CHECK	ABS	58477038	QX 200	CDC nCov-2 Triplex	A4	AP0015	E04	JL	SARS-CoV-2 N1					SARS-CoV-2 N2																																									0.005			10/28/21	10	NT04474	Halcyon	Ceres Nanotrap	0.425		CP0030	A04	LW		Sample	10/28/21	0.4	2108255	Halcyon	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	A4	EP0030	A04	LW															
C01-0029	14211	OneStep RT-ddPCR	Human RNase P	11.59288287	12317.43805	None				11/4/21	Manual	DQ	58477038	QX 200	CDC nCov-2 Triplex	H3	AP0016	C03	JL	SARS-CoV-2 N1	38.11236858	0	1040.980072	40494.39162	SARS-CoV-2 N2	33.13768625	0	1205.935364	35208.79164																																					0.005	Sample		11/2/21	10	NT04474	Kookaburra	Ceres Nanotrap	0.425		CP0031	C05	JL	WWTP	Sample	11/2/21	0.4	21108255	Kookaburra	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	H3	EP0031	C03	JL	WheelingWWTP-01	GZ	10/28/21 7:00	Composite	10/28/21 7:00	10/27/21 7:00			Pass	JL	10/29/21	6.99	Ohio	Processing	Complete
A1072	11428	OneStep RT-ddPCR		84.57		BRSV		200853.75		7/7/21	Manual	DQ			BRSV Triplex					SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0																																				N1/N2/BRSV Triplex	0.005	Sample		7/7/21	10			Ceres Nanotrap	0.95	pH - 6.35				WWTP	Sample	7/7/21	0.4			Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05				JL	StarCityWWTP-01	EL	6/16/21 23:55	Composite	6/16/21 23:55	6/16/21 0:00	9.596		Pass	JL	6/18/21	6.35	Monongalia	Processing	Complete
A01-0126																																																																																											StarCityWWTP-01												Monongalia		
A01-0021																																																																			Sample													Sample																									Unknown
