Sample ID	Description	Category	Department	Site	Location	Sample QC Check	Status: NWSS	Status: WaTCH	Sample Collection Method	Sample Composite Start	Sample Composite End	Sample Collection Date/Time	Sample Collection By	Sample Flow (MGD)	Assay Accepted Droplets	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Spike-In (CN/L)	Assay Control, Process Result (CN/L)	Assay Control, Internal	Assay Control, Internal Result (CN/L)	Assay Control, Internal Concentration (CN/Rxn)	Concentration Input Volume (mL)	Concentration Method	Concentration Output Volume (mL)	Extraction Input Volume (mL)	Extraction Method	Extraction Output Volume (mL)	Assay Type	Assay Name	Assay Volume (mL)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Sample Received By	Sample Received Date	Sample pH (Lab)	Concentration Date	Concentration Lot ID	Concentration Machine	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Extraction Date	Extraction Lot ID	Extraction Machine	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Assay Date	Assay Amplification Method	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Comments
L01-0007	Sample	Sample	WWTP	Doddridge	WestUnionWWTP-01		Processing	Processing																																																																																																
A01-0065	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	10/17/21 0:00	10/17/21 23:55	10/17/21 23:55	GG	7.808	11037	SARS-CoV-2 N1	34.13461208	0	2152.007294	36268.02534	SARS-CoV-2 N2	17.0611167	0	2493.552246	18127.43649	None				Human RNase P	20394.29098	19.19462681	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/20/21		10/20/21	NT04474	Halcyon		CP0027	B01	JL	10/20/21	2108255	Halcyon	K5	EP0027	A05	JL	10/20/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	K5	AP0014	E06	JL	
A02-0116	Sample	Sample	WVU Morgantown	Monongalia	HonorsSummit-01 (MUB)		Rejected: No Flow	Complete	Composite	9/18/21 9:00	9/20/21 9:00	9/20/21 9:44	EL		19777	SARS-CoV-2 N1	231.9483185	0	878.4640503	246445.0884	SARS-CoV-2 N2	249.9780655	0	968.4371185	265601.6946					Human RNase P	35419.72846	33.33621502	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																							9/24/21		Halcyon		CP0016	A04	JL	9/24/21	XXXXXX	Halcyon	H4	EP0016	A04	JL	9/24/21	OneStep RT-ddPCR	Manual	DQ		QX 200	H4	AP0009	A04	JL	
H01-0086	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Pass	Submitted 12-16-2021	Complete	Composite	12/7/21 8:00	12/8/21 8:00	12/8/21 8:15		1.5	12749	SARS-CoV-2 N1	75.79107285	0	721.9914246	135002.8485	SARS-CoV-2 N2	79.49445248	0	850.2881622	141599.4935					Human RNase P	75679.75044	42.48687744	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				JL	12/10/21	7.28	12/13/21	NT04474	Halcyon		CP0048	A04	AJ	12/13/21	2108255	Halcyon	H4	EP0048	A04	AJ	12/14/21	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	H4	AP0027	F04	JL	
C01-0051	G	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Submitted 12-16-2021	Complete	Composite	12/2/21 7:00	12/3/21 7:00	12/3/21 7:00	GZ	6.043	16132	SARS-CoV-2 N1	121.3725758	0	584.9592972	216194.9006	SARS-CoV-2 N2	131.6375065	0	645.5539703	234479.3084	None				Human RNase P	91030.58338	51.10488892	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	12/7/21	6.29	12/8/21	NT04474	Halcyon		CP0045	B04	AJ	12/8/21	2110258	Halcyon	C8	EP0045	A08	AJ	12/9/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	C8	AP0025	C08	JL	
A02-0090	Sample	Sample	WVU Morgantown	Monongalia	CollegePark-02	Pass	Rejected: No Flow	Complete	Composite	9/6/21 9:00	9/8/21 9:00	9/8/21 10:07	EL		17810	SARS-CoV-2 N1	48.93283844	0	1303.838043	51991.14084	SARS-CoV-2 N2	70.12454033	0	1366.207123	74507.3241					Human RNase P	32306.09953	30.40574074	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	9/8/21	7.07	9/8/21	NT04155	Halcyon		CP0010	A05	JL	9/8/21	2102028	Halcyon	L5	EP0010	A05	JL	9/9/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX 200	L5	AP0007	B05	JL	
G01-0017							Processing	Processing																																																																																																
A03-0155	Sample	Sample	K-12	Monongalia	SuncrestES-01		Processing	Processing																																																																																																
C01-0013	Sample	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	10/3/21 7:00	10/4/21 7:00	10/4/21 7:05	MVC	6.08	15705	SARS-CoV-2 N1	38.62473965	0	1593.187866	41038.78587	SARS-CoV-2 N2	35.86354256	0	2077.493896	38105.01397					Human RNase P	27839.7584	26.20212555	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/8/21	6.92	10/8/21	NT04474	Halcyon		CP0022	D02	JL	10/8/21	2108052	Halcyon	A4	EP0022	C04	JL	10/11/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX One	A4	AP0012	D06	JL	FLOW: 6.08
A02-0002	Sample	Sample	WVU Morgantown	Monongalia	OaklandE-02	Pass	Rejected: No Flow	Complete	Composite	8/11/21 9:00	8/12/21 9:00	8/12/21 9:00	EL		20957	SARS-CoV-2 N1	6.737446785	0	2236.361694	7158.53721	SARS-CoV-2 N2	5.614405274	0	2276.707153	5965.30548	BRSV	0		0				10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	BRSV Triplex	0.005																																				JL	8/13/21	6.65	8/13/21	NT04155	Kookaburra		CP000000	C05	JL	8/13/21	2102028	Kookaburra		EP000000	C05	JL	8/13/21	OneStep RT-ddPCR	Manual	DQ		QX 200		AP000000	C01	JL	
A03-0147	Sample	Sample	K-12	Monongalia	SuncrestES-01		Processing	Processing																																																																																																
E01-0003	Sample	Sample	WWTP	Mercer	PrincetonWWTP-01	Pass	Processing	Confirming	Composite	11/1/21 8:00	11/2/21 8:00	11/2/21 8:00	TT		6430	SARS-CoV-2 N1	65.96008301	0	560.2787018	70082.5882	SARS-CoV-2 N2	69.62996006	0	653.7683868	73981.83256	None				Human RNase P	15556.93902	14.64182496	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	11/5/21	6.63	11/5/21	NT04474	Kookaburra		CP00033	A04	JL	11/5/21	21108255	Kookaburra	A4	EP0033	A04	JL	11/8/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	A4	AP0017	A04	AJ	
K01-0031	Sample	Sample	WWTP	Wood	ParkersburgWWTP-01		Processing	Processing																																																																																																
G02-0009	Sample	Sample	WVU Keyser	Mineral	PotomacState-01	Pass	Processing	Processing	Composite	10/30/21 10:00	11/1/21 11:00	11/1/21 11:25	-																																																																JL	11/2/21	7.08																									
J01-0008	Sample	Sample	WWTP	Preston	AlpineLakeWWTP-01		Processing	Processing																																																																																																
A02-0163	Sample	Sample	WVU Morgantown	Monongalia	NorthHighSt-02 (MUB)	Pass	Rejected: No Flow	Complete	Composite	10/9/21 9:00	10/11/21 9:00	10/11/21 9:41	EL		17400	SARS-CoV-2 N1	38.11803102	0	1707.766876	40500.40796	SARS-CoV-2 N2	43.98740768	0	1836.244965	46736.62066					Human RNase P	67014.22751	63.07221413	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/11/21	6.93	10/11/21	NT04474	Halcyon		CP0023	B01	JL	10/11/21	2108255	Halcyon	B5	EP0023	A05	JL	10/14/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	B5	AP0013	E01	JL	
A02-0008	Sample	Sample	WVU Morgantown	Monongalia	NorthHighSt-02 (MUB)	Pass	Rejected: No Flow	Complete	Composite	8/11/21 9:45	8/13/21 9:45	8/13/21 10:02	Eric Lundstrom		18971	SARS-CoV-2 N1	6.202232838	0	1714.019012	6589.87239	SARS-CoV-2 N2	1.240315884	0	1783.141785	1317.83566					Human RNase P	35605.9666	33.51149797	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				Josh Lambert	8/13/21	7.5	8/16/21	NT04155	Halcyon		CP000000	A06	JL	8/16/21	2102028	Halcyon		EP000000	A06	JL	8/16/21	OneStep RT-ddPCR	Manual	DQ	58477036	QX 200		AP000000	A06	JL	
A01-0067	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Confirming	Composite	10/19/21 0:00	10/19/21 23:55	10/19/21 23:55	GG	7.355	0.11	SARS-CoV-2 N1					SARS-CoV-2 N2					None				Human RNase P			10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/25/21	7.92	10/25/21	NT04474	Halcyon		CP0028	A01	JL	10/25/21	2108255	Halcyon	A1	EP0028	A01	JL	11/1/21	OneStep RT-ddPCR	OK	ABS	58477038	QX 200	NAB_13 A1	AP0015	A01	JL	
A01-0118	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-16-2021	Complete	Composite	12/5/21 0:00	12/5/21 23:55	12/6/21 0:00	GG	9.511	11089	SARS-CoV-2 N1	25.47622204	0	584.9592972	45379.52051	SARS-CoV-2 N2	16.98108196	0	645.5539703	30247.55225	None				Human RNase P	34030.03257	19.10457969	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	12/6/21	7.52	12/8/21	NT04474	Halcyon		CP0045	A03	AJ	12/8/21	2110258	Halcyon	C3	EP0045	A03	AJ	12/9/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	C3	AP0025	C03	JL	
A01-0121	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-16-2021	Complete	Composite	12/8/21 0:00	12/9/21 0:00	12/9/21 0:00	GG	7.2	14863	SARS-CoV-2 N1	34.85370159	0	721.9914246	62083.15596	SARS-CoV-2 N2	34.85370159	0	850.2881622	62083.15596					Human RNase P	39496.81878	22.17365265	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	12/13/21	7.44	12/13/21	NT04474	Halcyon		CP0048	C03	AJ	12/13/21	2108255	Halcyon	I5	EP0048	B05	AJ	12/14/21	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	I5	AP0027	G05	JL	
A02-0056	Sample	Sample	WVU Morgantown	Monongalia	NorthHighSt-02 (MUB)	Pass	Rejected: No Flow	Complete	Composite	8/25/21 9:49	8/27/21 9:49	8/27/21 10:39	EL		11965	SARS-CoV-2 N1	29.38838005	0	3138.026123	31225.1538	SARS-CoV-2 N2	13.70998979	0	3336.080627	14566.86415					Human RNase P	0	0	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	BRSV Triplex	0.005																																				JL	8/27/21	7.17	9/2/21	 NT04155	Kookaburra		CP0007	B05	JL	9/2/21	2102028	Halcyon	G3	EP0007	A11	JL	9/2/21	OneStep RT-ddPCR	Manual	DQ		QX One	G3	AP000000	C02	JL	
E01-0002	Sample	Sample	WWTP	Mercer	PrincetonWWTP-01	Pass	Rejected: No Flow	Complete	Composite	10/27/21 8:00	10/28/21 8:00	10/28/21 8:00	TT		11901	SARS-CoV-2 N1	41.55567646	0	1040.980072	44152.90624	SARS-CoV-2 N2	5.932033658	0	1205.935364	6302.785762	None				Human RNase P	0	0	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/29/21	7.02	11/2/21	NT04474	Kookaburra		CP0031	D06	JL	11/2/21	21108255	Kookaburra	H8	EP0031	C08	JL	11/4/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	H8	AP0016	C08	JL	
A02-0105	Sample	Sample	WVU Morgantown	Monongalia	Evansdale-01	Pass	Rejected: No Flow	Complete	Composite	9/13/21 9:20	9/15/21 9:15	9/15/21 9:14	EL		13431	SARS-CoV-2 N1	59.6392107	0	1320.22522	63366.66137	SARS-CoV-2 N2	57.88296223	0	1524.019623	61500.64737					Human RNase P	35390.98173	33.30915928	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	9/15/21	6.82	9/15/21	NT04155	Kookaburra		CP0012	A04	JL	9/15/21	2105033	Halcyon	D4	EP0012	A04	JL	9/20/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX 200	D4	AP0008	C04	JL	
A01-0053	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	10/2/21 0:00	10/2/21 23:55	10/2/21 23:55	GG	7.465	15194	SARS-CoV-2 N1	183.9378929	0	1593.187866	195434.0112	SARS-CoV-2 N2	159.6080971	0	2077.493896	169583.6031					Human RNase P	48324.56559	45.48194408	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	10/5/21	7.41	10/5/21	NT04474	Halcyon		CP0020	B02	JL	10/5/21	2108052	Halcyon	F8	EP0020	A08	JL	10/11/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX One	F8	AP0012	H01	JL	
H01-0027	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Pass	Rejected: No Flow	Complete	Composite	10/27/21 8:00	11/28/21 8:00	10/28/21 8:15	DRC		11870	SARS-CoV-2 N1	8	0	1166.6	8500	SARS-CoV-2 N2	13.8	0	1342.8	14662.5	None				Human RNase P	4250	4	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	10/29/21	7.04	11/3/21	NT04474	Halcyon		CP0032	C03	JL	11/3/21	21108255	Kookaburra	J7	EP0032	B03	JL	11/17/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	J7	AP0019	A06	JL	
A02-0296	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
A02-0337	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
G01-0040	G	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Submitted 12-16-2021	Complete	Composite	12/3/21 9:00	12/4/21 8:00	12/4/21 8:45	-	0.633	16198	SARS-CoV-2 N1	71.28587246	0	721.9914246	126977.9603	SARS-CoV-2 N2	69.82889652	0	850.2881622	124382.7219					Human RNase P	7763.115121	4.358240068	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	12/9/21	7.32	12/10/21	NT04474	Halcyon		CP0047	A04	AJ	12/10/21	2108255	Halcyon	E4	EP0047	A04	AJ	12/14/21	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	E4	AP0027	C04	JL	
A02-0335	Sample	Sample	WVU Morgantown	Monongalia			Processing	Processing																																																																																																
K01-0045	Sample	Sample	WWTP	Wood	ParkersburgWWTP-01		Processing	Processing																																																																																																
A02-0101	Sample	Sample	WVU Morgantown	Monongalia	NorthHighSt-02 (MUB)	Pass	Rejected: No Flow	Complete	Composite	9/11/21 9:00	9/13/21 9:00	9/13/21 10:00	EL		14675	SARS-CoV-2 N1	110.89324	0	1320.22522	117824.0675	SARS-CoV-2 N2	101.2295723	0	1524.019623	107556.4206					Human RNase P	265458.9033	249.8436737	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	9/13/21	7.1	9/13/21	NT04155	Halcyon		CP0011	B05	JL	9/13/21	2105033	Halcyon	B3	EP0011	A11	JL	9/20/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX 200	B3	AP0008	B03	JL	
A03-0190	Sample	Sample	K-12	Monongalia	MountainviewES-01		Processing	Processing																																																																																																
A02-0128	Sample	Sample	WVU Morgantown	Monongalia	Evansdale-01	Pass	Rejected: No Flow	Complete	Composite	9/25/21 9:15	9/27/21 9:15	9/27/21 9:15	EL		13251	SARS-CoV-2 N1	17.76340961	0	1097.667847	18873.62272	SARS-CoV-2 N2	26.65014505	0	1200.682373	28315.77912					Human RNase P	30204.64003	28.4278965	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	9/27/21	6.74	9/27/21	NT04474	Halcyon		CP0017	C03	JL	9/27/21	2105049	Halcyon	L7	EP0017	B03	JL	9/29/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX 200	L7	AP0010	B07	JL	
A03-0199	Sample	Sample	K-12	Monongalia	SuncrestES-01		Processing	Processing																																																																																																
L01-0021	Sample	Sample	WWTP	Doddridge	WestUnionWWTP-01		Processing	Processing																																																																																																
A1000	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	3/7/21 12:00	3/7/21 12:00	3/7/21 12:00	EL	9.116	13784	SARS-CoV-2 N1				0	SARS-CoV-2 N2				20490					Human RNase P	40980		100	PEG Precipitation	5	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				MVS	3/12/21		3/12/21						AHT	3/15/21						AHT	3/16/21	OneStep RT-ddPCR	Manual	DQ		QX 200					
C01-0005	Sample	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	9/19/21 7:00	9/20/21 7:00	9/20/21 7:00	MVC	5.511	11916	SARS-CoV-2 N1	41.50331974	0	1097.667847	44097.27722	SARS-CoV-2 N2	27.66074419	0	1200.682373	29389.5407					Human RNase P	35691.79639	33.59227896	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	9/24/21	6.27	9/27/21	NT04474	Halcyon		CP0017	D03	JL	9/27/21	2105049	Halcyon	A5	EP0017	B09	JL	9/29/21	OneStep RT-ddPCR	Manual	DQ	58477037	QX 200	A5	AP0010	C05	JL	FLOW 5.511
A02-0037	Sample	Sample	WVU Morgantown	Monongalia	OaklandE-02	Pass	Rejected: No Flow	Complete	Composite	8/25/21 9:35	8/23/21 9:35	8/25/21 9:24	EL		19154	SARS-CoV-2 N1	18.16514015	-20	2835.271912	19300.46141	SARS-CoV-2 N2	28.76673222	-20	3151.898499	30564.65298					Human RNase P	38613.02644	36.34167194	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	8/25/21	7.43	8/25/21	NT04155	Kookaburra		CP0004	A03	JL	8/25/21	2102028	Kookaburra	L3	EP0004	A03	JL	8/25/21	OneStep RT-ddPCR	CHECK	DQ	58477036	QX One	L3	AP0004	C02	JL	
H01-0098	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01		Processing	Processing																																																																																																
A0237	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Rejected: No NTC	Complete	Composite	2/8/21 12:00	2/8/21 11:55	2/8/21 8:00	GG	9.712	11622	SARS-CoV-2 N1				497808	SARS-CoV-2 N2				390048					Human RNase P	24288		100	PEG Precipitation	4	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	2/11/21		2/22/21						AT	2/24/21						AT	3/11/21	OneStep RT-ddPCR	Manual	DQ							
A1079	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	6/27/21 0:00	6/27/21 23:55	6/27/21 23:55	EL	7.515	12116	SARS-CoV-2 N1	1.94			4607.5	SARS-CoV-2 N2	0			0	BRSV			189430			79.76	10	Ceres Nanotrap	0.95	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	N1/N2/BRSV Triplex	BRSV Triplex	0.005																																				JL	7/9/21	6.41	7/9/21			pH - 6.41				7/9/21						JL	7/9/21	OneStep RT-ddPCR	Manual	DQ							
A1053	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Submitted 12-09-2021	Complete	Composite	5/20/21 0:00	5/20/21 23:55	5/20/21 23:55	EL	6.831	12837	SARS-CoV-2 N1	1.83			4346.25	SARS-CoV-2 N2	1.83			4346.25	BRSV			178766.25			75.27	10	Ceres Nanotrap	0.95	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	N1/N2/BRSV Triplex	BRSV Triplex	0.005																																				JL	5/21/21	6.83	7/7/21			pH: 6.83				7/7/21						JL	7/7/21	OneStep RT-ddPCR	Manual	DQ							
A02-0059	Sample	Sample	WVU Morgantown	Monongalia	CollegePark-02	Pass	Rejected: No Flow	Complete	Grab	8/27/21 10:59	8/27/21 10:59	8/27/21 10:59	EL		10882	SARS-CoV-2 N1	9.161401391	0	2615.09491	9733.988978	SARS-CoV-2 N2	13.743366	0	2786.116028	14602.32638					Human RNase P	1345005.903	1265.887909	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	8/27/21	8.24	8/27/21	NT04155	Kookaburra		CP0005	D06	JL	8/27/21	2102028	Kookaburra	D7	EP0005	B11	JL	8/27/21	OneStep RT-ddPCR	Manual	DQ	58477036	QX One	D7	AP0005	G03	JL	
A0031	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Rejected: No NTC	Complete	Composite	12/1/20 0:00	12/1/20 23:59	12/1/20 0:00	GG	11.562	9322	SARS-CoV-2 N1				82456.8	SARS-CoV-2 N2				82456.8					Human RNase P	51510		100	PEG Precipitation	3.4	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	12/4/20		12/4/20						MS	12/7/20						MS	12/14/20	OneStep RT-ddPCR	Manual	DQ							
A0250	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Rejected: No NTC	Complete	Composite	11/12/20 0:00	11/12/20 23:59	11/12/20 0:00	DW	6.315	11742	SARS-CoV-2 N1				45714	SARS-CoV-2 N2				54856.8					Human RNase P	36571.2		100	PEG Precipitation	3.8	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	11/13/20		11/13/20						MS	11/17/20						MS	11/17/20	OneStep RT-ddPCR	Manual	DQ							
A02-0226	Sample	Sample	WVU Morgantown	Monongalia	Evansdale-01	Pass	Rejected: No Flow	Complete	Composite	11/17/21 9:00	11/19/21 9:00	11/19/21 10:12	EL		17739	SARS-CoV-2 N1	6.633048654	0	1092.976303	11815.11791	SARS-CoV-2 N2	5.306289196	0	1279.930573	9451.82763	None				Human RNase P	4725.647327	2.65299499	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																						7.31	11/19/21	NT04474	Halcyon		CP0038	C01	AJ	11/19/21	2108255	Halcyon	A4	EP0038	B01	AJ	11/29/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	A4	AP0022	B01	JL	
