Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Process (Type)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Control, Internal (Type)	Control, Internal Result (CN/L)	Created by	Date Added to Database	Date Created	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	QC Check, Assay	QC Check, Assay Negative Control	QC Check, Assay Positive Control	QC Check, Sample	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status
A0037	13832	OneStep RT-ddPCR		12/14/2020	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			85800	SARS-CoV-2 N2			85800																													CDC N1/N2/RP Triplex	0.005		12/13/2020 05:00 PM	100				4.0				MS	Human RNase P	98064	Timothy Driscoll	12/14/2020 02:57 PM	12/14/2020 02:57 PM	Monongalia County	A0037	12/14/2020	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	12/09/2020 12:00 AM	Composite	12/09/2020 11:59 AM	12/09/2020 12:00 PM	TD	12/11/2020		StarCityWWTP-01	Available
A0032	10476	OneStep RT-ddPCR		12/14/2020	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			443142	SARS-CoV-2 N2			408920.4																													CDC N1/N2/RP Triplex	0.005		12/04/2020 05:00 PM	100				4.2				MS	Human RNase P	28299.6	Timothy Driscoll	12/07/2020 03:15 PM	12/07/2020 03:15 PM	Monongalia County	A0032	12/07/2020	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	12/02/2020 12:00 AM	Composite	12/02/2020 11:59 PM	12/02/2020 12:00 AM	TD	12/04/2020		StarCityWWTP-01	Available
A02-0034	19642	OneStep RT-ddPCR	None	8/23/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	J1	AP000002	B01	JL	SARS-CoV-2 N1	0	99.93699063	314.0035393	SARS-CoV-2 N2	0	99.94261999	1317.981478																													Multiplex	0.005		8/23/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	B03	JL						WVU Morgantown	Tertiary	8/23/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000001	A09	JL		Pass	Pass	Pass			8/23/21 10:12	Composite	8/23/21 9:00	8/21/21 9:00				CollegePark-02	
A1005	9233	OneStep RT-ddPCR		03/22/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			0	SARS-CoV-2 N2			0																													CDC N1/N2/RP Triplex	0.005		03/19/2021 03:00 AM	100				3.4				TD	Human RNase P	26010	Josh Lambert	03/19/2021 03:28 PM	03/19/2021 03:28 PM	Monongalia County	A1005	03/21/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				TD		Pass	Not Assessed	Not Assessed	Pass	GG	03/14/2021 11:59 AM	Composite	03/14/2021 11:59 AM	03/14/2021 05:30 AM	JL	03/19/2021		StarCityWWTP-01	Available
A0033	9338	OneStep RT-ddPCR		12/14/2020	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			53241.6	SARS-CoV-2 N2			29030.4																													CDC N1/N2/RP Triplex	0.005		12/07/2020 05:00 PM	100				3.2				MS	Human RNase P	24192	Timothy Driscoll	12/14/2020 02:57 PM	12/14/2020 02:57 PM	Monongalia County	A0033	12/08/2020	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	12/03/2020 12:00 AM	Composite	12/03/2020 11:59 PM	12/03/2020 12:00 AM	TD	12/07/2020		StarCityWWTP-01	Available
A0212	16156	OneStep RT-ddPCR		02/22/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			24480	SARS-CoV-2 N2			27960																													CDC N1/N2/RP Triplex	0.005		02/05/2021 01:00 PM	100				4				MS	Human RNase P	6984	Timothy Driscoll	02/12/2021 04:27 PM	02/12/2021 04:27 PM	Monongalia County	A0212	02/17/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	01/04/2021 12:00 AM	Composite	01/04/2021 11:59 PM	01/04/2021 12:00 AM	TD	01/08/2021		StarCityWWTP-01	Available
A02-0009	19134	OneStep RT-ddPCR	None	8/16/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A07	JL	SARS-CoV-2 N1	0	99.94874319	52317.69228	SARS-CoV-2 N2	0	99.95073014	49699.20111	None																												Multiplex	0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B01	JL			Eric Lundstrum		8/13/21 10:18	WVU Morgantown	Tertiary	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A07	JL		Pass	Pass	Pass	Pass	Eric Lundstrom	8/13/21 10:18	Composite	8/13/21 9:55	8/11/21 9:55	Josh Lambert	8/13/21	7.8	CollegePark-02	
A01-0009	17879	OneStep RT-ddPCR	None	8/20/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	H5	AP000000	A05	JL	SARS-CoV-2 N1	0	99.91557173	42236.6682	SARS-CoV-2 N2	0	99.91831254	58698.82864																													Multiplex	0.005		8/20/21	10	NT04155	Kookaburra	Nanotrap	0.425	6.97	CP000000	A05	JL						Monongalia County	Primary	8/20/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H5	EP000000	A05	JL		Pass	Pass	Pass			8/18/21 11:59	Composite	8/18/21 11:59	8/18/21 12:01				StarCityWWTP-01	
A1046	12846	OneStep RT-ddPCR			Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			0	SARS-CoV-2 N2			0																													CDC N1/N2/RP Triplex	0.005		05/14/2021 12:00 PM	100				4				MVS	Human RNase P	30792	Mathilda Santee	05/14/2021 10:54 AM	05/14/2021 10:54 AM	Monongalia County	A1046	05/17/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	EL	05/14/2021 10:53 AM	Composite	05/11/2021 11:59 AM	05/11/2021 12:00 PM	MVS	05/14/2021		StarCityWWTP-01	Available
A1001	12141	OneStep RT-ddPCR		03/16/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			17430	SARS-CoV-2 N2			5820																													CDC N1/N2/RP Triplex	0.005		03/12/2021 11:00 AM	100				5				AHT	Human RNase P	46530	Mathilda Santee	03/12/2021 10:59 AM	03/12/2021 10:59 AM	Monongalia County	A1001	03/15/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AHT		Pass	Not Assessed	Not Assessed	Pass	EL	03/08/2021 12:00 PM	Composite	03/08/2021 12:00 PM	03/08/2021 12:00 PM	MVS	03/12/2021		StarCityWWTP-01	Available
A0222	16140	OneStep RT-ddPCR		02/22/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			38496	SARS-CoV-2 N2			52512																													CDC N1/N2/RP Triplex	0.005		02/05/2021 01:00 PM	100				4				MS	Human RNase P	3504	Timothy Driscoll	02/12/2021 04:27 PM	02/12/2021 04:27 PM	Monongalia County	A0222	02/19/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	01/18/2021 12:00 AM	Composite	01/18/2021 11:59 PM	01/18/2021 12:00 AM	TD	01/22/2021		StarCityWWTP-01	Available
A02-0003	16102	OneStep RT-ddPCR	BRSV	8/13/21	Manual	DQ	XXXXXX	QX 200	BRSV Triplex		AP000000	C02	JL	SARS-CoV-2 N1	0	99.9626002	74636.199	SARS-CoV-2 N2	0	99.96326296	79308.37154																													Multiplex	0.005	NaN	8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	C06	JL			Eric Lundstrum		8/12/21 9:59	WVU Morgantown	Tertiary	8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	C06	JL		Pass	Pass	Pass	Pass	EL	8/12/21 9:59	Composite	8/12/21 9:00	8/11/21 9:00	JL	8/12/21	NaN	CollegePark-02	
A1003	10420	OneStep RT-ddPCR		03/16/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			20340	SARS-CoV-2 N2			13560																													CDC N1/N2/RP Triplex	0.005		03/12/2021 11:00 AM	100				5				AHT	Human RNase P	54210	Mathilda Santee	03/12/2021 11:02 AM	03/12/2021 11:02 AM	Monongalia County	A1003	03/15/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AHT		Pass	Not Assessed	Not Assessed	Pass	EL	03/10/2021 12:00 PM	Composite	03/10/2021 12:00 PM	03/10/2021 12:00 PM	MVS	03/12/2021		StarCityWWTP-01	Available
A0441	11186	OneStep RT-ddPCR		03/15/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			30288	SARS-CoV-2 N2			0																													CDC N1/N2/RP Triplex	0.005			100				8					Human RNase P	20208	Mathilda Santee	03/03/2021 11:46 AM	03/03/2021 11:46 AM	Monongalia County	A0441		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	EL	02/24/2021 12:00 PM	Composite	02/24/2021 12:00 PM	02/24/2021 12:00 PM				StarCityWWTP-01	Available
A0434	13546	OneStep RT-ddPCR		03/11/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			37512	SARS-CoV-2 N2			31284																													CDC N1/N2/RP Triplex	0.005			100				6					Human RNase P	37512	Mathilda Santee	03/08/2021 10:55 AM	03/08/2021 10:55 AM	Monongalia County	A0434		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	EL	03/02/2021 12:00 PM	Composite	03/02/2021 12:00 PM	03/02/2021 12:00 PM				StarCityWWTP-01	Available
A01-0002	15989	OneStep RT-ddPCR	None	8/16/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	A01	JL	SARS-CoV-2 N1	0	99.94874319	35988.11412	SARS-CoV-2 N2	0	99.95073014	40686.03611	None																												Multiplex	0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	A01	JL			Josh Lambert		8/16/21 10:17	Monongalia County	Primary	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A01	JL	NaN	Pass	Pass	Pass	Pass	GG	8/10/21 23:55	Composite	8/10/21 23:55	8/10/21 0:00	Josh Lambert	8/13/21	6.9	StarCityWWTP-01	
A01-0008	17162	OneStep RT-ddPCR	None	8/18/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G8	AP000000	A08	JL	SARS-CoV-2 N1	0	99.84027292	39854.96852	SARS-CoV-2 N2	31.54926549	99.85634831	49204.94934																													Multiplex	0.005	NaN	8/18/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B02	JL			Josh Lambert		8/18/21 13:16	Monongalia County	Primary	8/18/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A08	JL	NaN	Pass	Pass	Pass	Pass	JL	8/17/21 23:55	Composite	8/17/21 23:55	8/17/21 0:00	JL	8/18/21	6.97	StarCityWWTP-01	
A0433	12070	OneStep RT-ddPCR		03/11/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			14040	SARS-CoV-2 N2			9360																													CDC N1/N2/RP Triplex	0.005			100				4					Human RNase P	28080	Mathilda Santee	03/08/2021 10:55 AM	03/08/2021 10:55 AM	Monongalia County	A0433		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	EL	03/01/2021 12:00 PM	Composite	03/01/2021 12:00 PM	03/01/2021 12:00 PM				StarCityWWTP-01	Available
A01-0007	18545	OneStep RT-ddPCR	None	8/18/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G7	AP000000	A07	JL	SARS-CoV-2 N1	0	99.84027292	37091.69707	SARS-CoV-2 N2	31.54926549	99.85634831	19131.09471																													Multiplex	0.005	NaN	8/18/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	B01	JL			Josh Lambert		8/18/21 13:15	Monongalia County	Primary	8/18/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A07	JL	NaN	Pass	Pass	Pass	Pass	GG	8/16/21 23:55	Composite	8/16/21 23:55	8/16/21 0:00	JL	8/18/21	6.86	StarCityWWTP-01	
A0102	11130	OneStep RT-ddPCR		11/10/2020	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			12933.6	SARS-CoV-2 N2			21562.8																													CDC N1/N2/RP Triplex	0.005		11/09/2020 05:30 PM	100				3.4				MS	Human RNase P	38821.2	Timothy Driscoll	11/09/2020 04:55 PM	11/09/2020 04:55 PM	Monongalia County	A0102	11/10/2020	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	11/03/2020 12:00 AM	Composite	11/03/2020 11:59 PM	11/03/2020 12:00 AM	TD	11/09/2020		StarCityWWTP-01	Available
A1036	11015	OneStep RT-ddPCR			Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			28845	SARS-CoV-2 N2			38475																													CDC N1/N2/RP Triplex	0.005		04/30/2021 11:30 AM	100				7.5				KED	Human RNase P	38475	Mathilda Santee	04/30/2021 11:06 AM	04/30/2021 11:06 AM	Monongalia County	A1036	05/03/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				KED		Pass	Not Assessed	Not Assessed	Pass	EL	04/30/2021 11:06 AM	Composite	04/25/2021 11:59 AM	04/25/2021 12:00 PM	MVS	04/30/2021		StarCityWWTP-01	Available
A0215	16604	OneStep RT-ddPCR		02/22/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			57840	SARS-CoV-2 N2			57840																													CDC N1/N2/RP Triplex	0.005		02/05/2021 01:00 PM	100				4				MS	Human RNase P	3408	Timothy Driscoll	02/12/2021 04:27 PM	02/12/2021 04:27 PM	Monongalia County	A0215	02/17/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	01/07/2021 12:00 AM	Composite	01/07/2021 11:59 PM	01/07/2021 12:00 AM	TD	01/08/2021		StarCityWWTP-01	Available
A0242	12322	OneStep RT-ddPCR		03/11/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			41256	SARS-CoV-2 N2			68784																													CDC N1/N2/RP Triplex	0.005		02/22/2021 12:00 AM	100				4				AT	Human RNase P	13752	Timothy Driscoll	02/24/2021 10:44 AM	02/24/2021 10:44 AM	Monongalia County	A0242	02/24/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	Not Assessed	Not Assessed	Pass	GG	02/15/2021 08:00 AM	Composite	02/15/2021 11:55 AM	02/15/2021 12:00 PM	TD	02/18/2021		StarCityWWTP-01	Available
A0435	11235	OneStep RT-ddPCR		03/15/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			5016	SARS-CoV-2 N2			10056																													CDC N1/N2/RP Triplex	0.005			100				4					Human RNase P	50280	Mathilda Santee	03/08/2021 10:54 AM	03/08/2021 10:54 AM	Monongalia County	A0435		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	EL	03/03/2021 12:00 PM	Composite	03/03/2021 12:00 PM	03/03/2021 12:00 PM				StarCityWWTP-01	Available
A02-0028	14645	OneStep RT-ddPCR	None	8/23/21	Manual	DQ	58477037	QX 200	CDC nCov-2 Triplex	I4	AP000002	A04	JL	SARS-CoV-2 N1	0	99.93699063	0	SARS-CoV-2 N2	0	99.94261999	0																													Multiplex	0.005		8/23/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A04	JL						WVU Morgantown	Tertiary	8/23/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000001	A04	JL		Pass	Pass	Pass			8/23/21 9:45	Composite	8/23/21 9:00	8/21/21 9:00				HonorsSummit-01 (MUB)	
A1018	12405	OneStep RT-ddPCR			Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			11370	SARS-CoV-2 N2			17070																													CDC N1/N2/RP Triplex	0.005		04/09/2021 12:00 PM	100				5				MVS	Human RNase P	17070	Josh Lambert	04/09/2021 12:51 PM	04/09/2021 12:51 PM	Monongalia County	A1018	04/12/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	GG	03/30/2021 11:55 AM	Composite	03/30/2021 11:55 AM	03/30/2021 12:00 PM	Josh Lambert	04/09/2021		StarCityWWTP-01	Available
A0034	15971	OneStep RT-ddPCR		12/14/2020	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			106176	SARS-CoV-2 N2			99096																													CDC N1/N2/RP Triplex	0.005		12/07/2020 05:00 PM	100				4				MS	Human RNase P	84912	Timothy Driscoll	12/14/2020 02:57 PM	12/14/2020 02:57 PM	Monongalia County	A0034	12/08/2020	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	12/06/2020 12:00 AM	Composite	12/06/2020 11:59 PM	12/06/2020 12:00 AM	TD	12/07/2020		StarCityWWTP-01	Available
A01-0013																																																																				Monongalia County	Primary																	8/23/21 23:59	Composite	8/23/21 23:59	8/23/21 0:00				StarCityWWTP-01	
A02-0020	17034	OneStep RT-ddPCR	None	8/20/21	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	H7	AP000000	A07	JL	SARS-CoV-2 N1	0	99.91557173	24390.67784	SARS-CoV-2 N2	0	99.91831254	27662.65936																													Multiplex	0.005		8/20/21	10	NT04155	Kookaburra	Nanotrap	0.425	6.88	CP000000	B01	JL						WVU Morgantown	Secondary	8/20/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H7	EP000000	A07	JL		Pass	Pass	Pass			8/20/21 9:17	Composite	8/20/21 9:30	8/20/21 9:18				Evansdale-01	
A0234	18510	OneStep RT-ddPCR		02/22/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			75546	SARS-CoV-2 N2			51516																													CDC N1/N2/RP Triplex	0.005		02/05/2021 01:00 PM	100				4.5				MS	Human RNase P	17172	Timothy Driscoll	02/12/2021 04:27 PM	02/12/2021 04:27 PM	Monongalia County	A0234	02/19/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	02/03/2021 12:00 AM	Composite	02/03/2021 11:59 PM	02/03/2021 12:00 AM	TD	02/04/2021		StarCityWWTP-01	Available
A0036	14442	OneStep RT-ddPCR		12/14/2020	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			14670	SARS-CoV-2 N2			19560																													CDC N1/N2/RP Triplex	0.005		12/13/2020 05:00 PM	100				5.0				MS	Human RNase P	44010	Timothy Driscoll	12/14/2020 02:57 PM	12/14/2020 02:57 PM	Monongalia County	A0036	12/14/2020	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	12/08/2020 12:00 AM	Composite	12/08/2020 11:59 AM	12/08/2020 12:00 PM	TD	12/11/2020		StarCityWWTP-01	Available
A0217	15849	OneStep RT-ddPCR		02/22/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			129270	SARS-CoV-2 N2			142680																													CDC N1/N2/RP Triplex	0.005		02/05/2021 01:00 PM	100				5				MS	Human RNase P	4440	Timothy Driscoll	02/12/2021 04:27 PM	02/12/2021 04:27 PM	Monongalia County	A0217	02/17/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	01/11/2021 12:00 AM	Composite	01/11/2021 11:59 PM	01/11/2021 12:00 AM	TD	01/15/2021		StarCityWWTP-01	Available
A0440	9990	OneStep RT-ddPCR		03/15/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			25452	SARS-CoV-2 N2			8496																													CDC N1/N2/RP Triplex	0.005			100				6					Human RNase P	16956	Mathilda Santee	03/03/2021 11:45 AM	03/03/2021 11:45 AM	Monongalia County	A0440		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	EL	02/23/2021 12:00 PM	Composite	02/23/2021 12:00 PM	02/23/2021 12:00 PM				StarCityWWTP-01	Available
A1000	13784	OneStep RT-ddPCR		03/16/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			0	SARS-CoV-2 N2			20490																													CDC N1/N2/RP Triplex	0.005		03/12/2021 11:00 AM	100				5				AHT	Human RNase P	40980	Mathilda Santee	03/12/2021 10:59 AM	03/12/2021 10:59 AM	Monongalia County	A1000	03/15/2021	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AHT		Pass	Not Assessed	Not Assessed	Pass	EL	03/07/2021 12:00 PM	Composite	03/07/2021 12:00 PM	03/07/2021 12:00 PM	MVS	03/12/2021		StarCityWWTP-01	Available
A0039	13018	OneStep RT-ddPCR		02/22/2021	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1			108552	SARS-CoV-2 N2			99864																													CDC N1/N2/RP Triplex	0.005		12/14/2020 05:00 PM	100				4				AT	Human RNase P	52080	Timothy Driscoll	12/21/2020 04:22 PM	12/21/2020 04:22 PM	Monongalia County	A0039	12/15/2020	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	Not Assessed	Not Assessed	Pass	DW	12/13/2020 12:00 AM	Composite	12/13/2020 11:59 AM	12/13/2020 12:00 PM	TD	12/14/2020		StarCityWWTP-01	Available
