Sample ID	Replicate (Bio.Tech)	Description	Category	Department	Site	Location	Sample QC Check	Status: NWSS	Status: WaTCH	Sample Collection Method	Sample Composite Start	Sample Composite End	Sample Collection Date/Time	Sample Collection By	Sample Flow (MGD)	Assay Accepted Droplets	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Spike-In (CN/L)	Assay Control, Process Result (CN/L)	Assay Control, Internal	Assay Control, Internal Result (CN/L)	Assay Control, Internal Concentration (CN/Rxn)	Concentration Input Volume (mL)	Concentration Method	Concentration Output Volume (mL)	Extraction Input Volume (mL)	Extraction Method	Extraction Output Volume (mL)	Assay Type	Assay Name	Assay Volume (mL)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Sample Received By	Sample Received Date	Sample pH (Lab)	Concentration Date	Concentration Lot ID	Concentration Machine	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Extraction Date	Extraction Lot ID	Extraction Machine	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Assay Date	Assay Amplification Method	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Comments
A02-0238	1.1	Sample	Sample	WVU Morgantown	Monongalia	CollegePark-02	Pass	Rejected: No Flow	Complete	Composite	11/29/2021 09:00 AM	12/01/2021 09:00 AM	12/01/2021 10:15 AM	-		17978	SARS-CoV-2 N1	5.235738754	0	0	9326.159656	SARS-CoV-2 N2	13.09153318	0	0	23319.29348					Human RNase P	16322.14263	9.163308144	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005	Human RNase P																																			AJ	12/02/2021	7.62	12/3/21	NT04474	Halcyon		CP0043	A02	AJ	12/3/21	2110258	Halcyon	J2	EP0043	A02	AJ	12/6/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	J2	AP000024	A02	JL	
L01-0186	1.1	Sample	Sample	WWTP	Doddridge	WestUnionWWTP-01	Pass	Processing	Complete	Composite	08/02/2022 09:00 AM	08/03/2022 09:00 AM	08/03/2022 09:00 AM		0.291	18783	SARS-CoV-2 N1	550.050048828126	0	300.94627380371	979776.649475099	SARS-CoV-2 N2	589.835815429688	0	332.299461364746	1050645.04623413	None				Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	08/10/2022		2022-08-10	NT04473	Halcyon		CP000207	C02	AJ	2022-08-10	2108255	Halcyon	A6	EP000209	B06	AJ	2022-08-11	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	A6	AP0107	F02	JL	
A04-0082	1.1	A04-0082	Sample	WWTP	Monongalia	CheatLakeWWTP-01	Pass	Processing	Complete	Composite	05/23/2022 08:00 AM	05/24/2022 08:00 AM	05/24/2022 08:00 AM		0.514	17427	SARS-CoV-2 N1	487.016258239746	0	11.750670671463	867497.709989547	SARS-CoV-2 N2	463.594970703126	0	14.3627274036407	825778.541564943					Human RNase P	26463.2457867265	14.8565590381622	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	05/24/2022	6.82	2022-05-25	NT04473	Kookaburra		CP000152	D03	AJ	2022-05-25	2108255	Kookaburra	L5	EP000152	F05	AJ	2022-05-26	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	L5	AP0085	E06	JL	
H01-0147	1.1	H01-0147	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Pass	Processing	Complete	Composite	03/04/2022 08:00 AM	03/05/2022 08:00 AM	03/05/2022 08:00 AM		1.6	15786	SARS-CoV-2 N1	5.962851644	0	272.002697	10621.32949	SARS-CoV-2 N2	4.471997023	0	318.368969	7965.744697					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	03/11/2022	7.14	3/11/22	NT04473	Kookaburra		CP000095	A05	AJ	3/11/22	2110258	Halcyon	D5	EP000095	D05	AJ	3/14/22	OneStep RT-ddPCR	Manual	DQ	58477039	QX 200	D5	AP0053	G05	JL	
K01-0071	1.1	K01-0071	Sample	WWTP	Wood	ParkersburgWWTP-01	Pass	Processing	Complete	Composite	04/18/2022 06:26 AM	04/19/2022 06:24 AM	04/19/2022 06:29 AM		9.889	13895	SARS-CoV-2 N1	1.693433374	0	60.42012691	3016.428198	SARS-CoV-2 N2	0	0	51.98009491	0					Human RNase P	3016.428198	1.693433374	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	04/27/2022	7.17	4/27/22	NT04473	Kookaburra		CP000130	C05	AJ	4/27/22	2108255	Halcyon	K1	EP000130	F01	AJ	4/28/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	K1	AP0072	F01	JL	
S01-0042	1.1	S01-0042	Sample	WWTP	Brooke	FollansbeeWWTP-01	Pass	Processing	Complete	Composite	03/28/2022 06:00 AM	03/29/2022 06:00 AM	03/29/2022 06:07 AM		0.799	14045	SARS-CoV-2 N1	5.026398897	0	465.9441757	8953.273036	SARS-CoV-2 N2	5.026398897	0	440.8116531	8953.273036					Human RNase P	5968.636349	3.350813389	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	03/30/2022	6.75	3/30/22	NT04473	Halcyon		CP000107	C05	AJ	3/30/22	2110258	Halcyon	D1	EP000108	C01	AJ	3/31/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	D1	AP0059	C01	JL	
S01-0021	1.1	S01-0021	Sample	WWTP	Brooke	FollansbeeWWTP-01	Pass	Processing	Complete	Composite	05/16/2022 06:00 AM	05/17/2022 06:00 AM	05/17/2022 06:00 AM		0.845	19038	SARS-CoV-2 N1	17.3092198371887	0	0	30832.0478349924	SARS-CoV-2 N2	22.2570514678956	0	0	39645.372927189					Human RNase P	2201.53725240379	1.2359507381916	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	05/19/2022	6.92	2022-05-19	NT04473	Halcyon		CP000147	B01	AJ	2022-05-19	2108255	Halcyon	J7	EP000148	A07	AJ	2022-05-20	OneStep RT-ddPCR	Manual	DQ	64464142	QX 200	J7	AP0083	G01	JL	
N02-0024	1.1	N02-0024	Sample	WWTP	Harrison	ClarksburgWWTP-01	Pass	Processing	Complete	Composite	03/14/2022 07:00 AM	03/15/2022 07:00 AM	03/15/2022 07:00 AM		12.1	12457	SARS-CoV-2 N1	781.6012573	0	267.0924187	1392227.24	SARS-CoV-2 N2	820.6867218	0	255.2447891	1461848.223					Human RNase P	40393.63906	22.6771307	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	03/23/2022	7.27	3/25/22	NT04473	Halcyon		CP000103	A06	AJ	3/25/22	2110258	Kookaburra	C6	EP000104	A06	AJ	3/29/22	OneStep RT-ddPCR	Manual	DQ	58477040	QX 200	C6	AP0057	C06	JL	
A01-0202	1.1	A01-0202	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	03/15/2022 12:00 AM	03/16/2022 12:00 AM	03/16/2022 12:00 AM	GG	10.6	14890	SARS-CoV-2 N1	15.80746531	0	381.0704422	28157.04759	SARS-CoV-2 N2	17.38879681	0	442.8088379	30973.79431					Human RNase P	5629.896903	3.160643876	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	03/18/2022	6.82	3/21/22	NT04473	Kookaburra		CP000100	C01	AJ	3/21/22	2110258	Halcyon	G5	EP000100	E05	AJ	3/28/22	OneStep RT-ddPCR	Manual	DQ	58477040	QX 200	G5	AP0056	B05	JL	
N03-0072	1.1	N03-0072	Sample	WWTP	Harrison	SalemWWTP-01	Pass	Processing	Complete	Composite	04/14/2022 07:30 AM	04/15/2022 07:30 AM	04/15/2022 07:30 AM		0.59665	14031	SARS-CoV-2 N1	0	0	82.14226723	0	SARS-CoV-2 N2	0	0	74.92531776	0					Human RNase P	8962.208368	5.031415224	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	04/20/2022	6.86	4/20/22	NT04473	Halcyon		CP000123	B04	AJ	4/20/22	2108255	Halcyon	B2	EP0124	B02	AJ	4/21/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	B2	AP0068	B02	JL	
N03-0053	1.1	N03-0053	Sample	WWTP	Harrison	SalemWWTP-01	Pass	Processing	Complete	Composite	04/21/2022 07:30 AM	04/22/2022 07:30 AM	04/22/2022 07:30 AM		0.68392	13960	SARS-CoV-2 N1	1.685548276	0	60.42012691	3002.382866	SARS-CoV-2 N2	0	0	51.98009491	0					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	04/27/2022	7.21	4/27/22	NT04473	Kookaburra		CP000130	D04	AJ	4/27/22	2108255	Halcyon	K6	EP000130	F06	AJ	4/28/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	K6	AP0072	F06	JL	
D01-0077	1.1	D01-0077	Sample	WWTP	Jefferson	CharlesTownWWTP-01	Pass	Processing	Complete	Composite	05/16/2022 07:00 AM	05/17/2022 07:00 AM	05/17/2022 07:00 AM		1.32	15600	SARS-CoV-2 N1	274.597625732422	0	10.0329482555389	489127.020835877	SARS-CoV-2 N2	297.498798370362	0	15.7679808139801	529919.734597207					Human RNase P	5373.64737130702	3.01678448915482	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	05/18/2022	6.95	2022-05-18	NT04473	Kookaburra		CP000146	D04	AJ	2022-05-18	2108255	Halcyon	I6	EP000146	F06	AJ	2022-05-19	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	I6	AP0082	F06	JL	
A02-0035	1.1	Sample	Sample	WVU Morgantown	Monongalia	Evansdale-01	Pass	Rejected: No Flow	Complete	Composite	08/23/2021 09:16 AM	08/25/2021 09:16 AM	08/25/2021 09:12 AM	EL		16385	SARS-CoV-2 N1	47.20788956	-20	2835.271912	50158.38265	SARS-CoV-2 N2	37.08511591	-20	3151.898499	39402.93565					Human RNase P	25068.4683	23.59385252	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	08/25/2021	6.55	8/25/21	NT04155	Kookaburra		CP0004	A01	JL	8/25/21	2102028	Kookaburra	L1	EP0004	A01	JL	8/25/21	OneStep RT-ddPCR	CHECK	DQ	58477036	QX One	L1	AP0004	A02	JL	
H01-0225	1.1	H01-0225	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Pass	Processing	Complete	Composite	05/20/2022 08:00 AM	05/21/2022 08:00 AM	05/21/2022 08:00 AM		2.3	18083	SARS-CoV-2 N1	65.1495933532714	-20	10.7513880729675	116047.713160515	SARS-CoV-2 N2	2.60252296924592	-20	2.68738627433776	4635.74403896929					Human RNase P	99781.6711664198	56.017780303955	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	05/27/2022	6.84	2022-05-27	NT04473	Kookaburra		CP000155	C03	AJ	2022-05-27	2108255	Halcyon	G7	EP000155	E07	AJ	2022-06-01	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	G7	AP000000	G05	JL	
L01-0163	1.1	L01-0163	Sample	WWTP	Doddridge	WestUnionWWTP-01	Pass	Processing	Complete	Composite	06/21/2022 09:00 AM	06/22/2022 09:00 AM	06/22/2022 09:00 AM		0.251	19043	SARS-CoV-2 N1	130.096340179443	0	135.241823196411	231734.105944634	SARS-CoV-2 N2	48.237566947937	0	165.256328582764	85923.1661260128					Human RNase P	8804.53043617308	4.94289427995682	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	06/29/2022	7.36	2022-06-29	NT04473	Kookaburra		CP000177	B02	AJ	2022-06-29	2108255	Kookaburra	H8	EP000178	D08	AJ	2022-06-30	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	H8	AP0095	H04	JL	
H01-0230	1.1	H01-0230	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Pass	Processing	Complete	Composite	05/26/2022 08:00 AM	05/27/2022 08:00 AM	05/27/2022 08:00 AM		2.2	17704	SARS-CoV-2 N1	69.212031364441	0	4.1007485985756	123283.930867911	SARS-CoV-2 N2	69.212031364441	0	8.20221185684204	123283.930867911					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	06/03/2022	6.81	2022-06-03	NT04473	Kookaburra		CP000161	B04	AJ	2022-06-03	2108255	Kookaburra	J2	EP000161	B02	AJ	2022-06-06	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	J2	AP0088	B08	JL	
J01-0018	1.1	J01-0018	Sample	WWTP	Preston	AlpineLakeWWTP-01	Pass	Processing	Complete	Composite	03/30/2022 07:30 AM	03/31/2022 07:30 AM	03/31/2022 07:30 AM		0.214	12860	SARS-CoV-2 N1	1.829729974	0	0	3259.206517	SARS-CoV-2 N2	3.659602106	0	0	6518.666251	BRSV	0		0				10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	04/06/2022	7.36	4/6/22	NT04473	Kookaburra		CP000114	D05	AJ	4/6/22	2110258	Kookaburra	L7	EP000114	F07	AJ	4/7/22	OneStep RT-ddPCR	Manual	DQ	60265549	QX 200	L7	AP0062	F07	JL	
B01-0095	1.1	G	Sample	WWTP	Kanawha	CharlestonWWTP-01	Pass	Processing	Complete	Composite	02/10/2022 07:00 AM	02/11/2022 07:00 AM	02/11/2022 08:30 AM		10.22	15760	SARS-CoV-2 N1	202.4209213	0	376.4786148	360562.2661	SARS-CoV-2 N2	232.5578499	0	471.9524765	414243.6701					Human RNase P	37247.81178	20.91105223	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	02/15/2022	7.24	2/15/22	NT04473	Kookaburra		CP000078	B02	AJ	2/15/22	2108255	Kookaburra	K8	EP000078	A08	AJ	2/17/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX One	K8	AP0046	A08	JL	
A02-0020	1.1	Sample	Sample	WVU Morgantown	Monongalia	Evansdale-01	Pass	Rejected: No Flow	Complete	Composite	08/20/2021 09:18 AM	08/20/2021 09:30 AM	08/20/2021 09:17 AM	EL		17034	SARS-CoV-2 N1	9.671230316	0	1047.2155	10275.68221	SARS-CoV-2 N2	11.05315924	0	1082.352142	11743.9822					Human RNase P	20555.58853	19.34643626	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				Jl	08/20/2021	6.88	8/20/21	NT04155	Kookaburra	6.88	CP000000	B01	JL	8/20/21	2102028	Kookaburra	H7	EP000000	A07	JL	8/20/21	OneStep RT-ddPCR	Manual	DQ	58477036	QX 200	H7	AP000000	A07	JL	
H01-0057	1.1	G	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Fail: Missing Required Data, Fail: Temperature Above Threshold	Processing	Complete	Composite	12/29/2021 08:00 AM	12/30/2021 08:00 AM	12/30/2021 08:15 AM			13097	SARS-CoV-2 N1	1.796618253	0	35.78905106	3200.226263	SARS-CoV-2 N2	0	0	33.90405893	0					Human RNase P	3200.226263	1.796618253	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	01/03/2022	7	1/4/21	NT04474	Halcyon		CP0055	C05	AJ	1/4/22	2108255	Halcyon	L5	EP0055	B05	AJ	1/12/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX One	L5	AP0032	D05	JL	
A01-0014	1.1	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	08/24/2021 12:00 AM	08/24/2021 11:55 PM	08/24/2021 11:55 PM	GG	9.811	9330	SARS-CoV-2 N1	115.8988857	0	2615.09491	123142.5661	SARS-CoV-2 N2	150.0674725	0	2786.116028	159446.6895					Human RNase P	25316.15674	23.82697105	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				JL	08/27/2021	7.16	8/27/21	XXXXXX	Halcyon		CP000000	A01	JL	8/30/21	2102028	Kookaburra	E1	EP0006	A01	JL	8/27/21	OneStep RT-ddPCR	Manual	DQ	58477036	QX One	E1	AP0005	A04	JL	
K01-0123	1.1	Sample	Sample	WWTP	Wood	ParkersburgWWTP-01	Pass	Processing	Complete	Composite	07/13/2022 06:30 AM	07/14/2022 06:30 AM	07/14/2022 06:30 AM		4.719	14230	SARS-CoV-2 N1	29.7819757461548	0	100	53049.1442978382	SARS-CoV-2 N2	43.0305194854736	0	100	76648.1128334998					Human RNase P	2945.41375245899	1.65356561541557	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	07/20/2022		2022-07-20	NT04473	Kookaburra		CP000190	C05	AJ	2022-07-20	2108255	Halcyon	H1	EP000192	C01	AJ	2022-07-25	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	H1	AP0102	A04	JL	
C01-0189	1.1	C01-0189	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Processing	Complete	Composite	06/02/2022 07:00 AM	06/03/2022 07:00 AM	06/03/2022 07:00 AM	GZ	11.481	20066	SARS-CoV-2 N1	44.6010828018188	261.3551902771	0	79445.6787407397	SARS-CoV-2 N2	39.9022507667542	274.439964294434	1.26044794917107	71075.8841782809					Human RNase P	2088.74752745032	1.1726301908493	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	06/07/2022	6.82	2022-06-08	NT04473	Halcyon		CP000164	C04	AJ	2022-06-08	2108255	Halcyon	G8	EP000164	B08	AJ	2022-06-09	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	G8	AP0089	H08	JL	
G01-0118	1.1	G01-0118	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Processing	Complete	Composite	04/16/2022 08:00 AM	04/17/2022 08:00 AM	04/17/2022 08:00 AM		0.945	18410	SARS-CoV-2 N1	2.556294501	0	72.49384403	4553.39958	SARS-CoV-2 N2	0	0	81.57130241	0					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	04/21/2022	7.18	4/21/22	NT04473	Kookaburra		CP000125	B04	AJ	4/21/22	2108255	Kookaburra	H2	EP000125	B02	AJ	4/25/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	H2	AP0069	B02	JL	
A01-0138	1.1	G	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	12/29/2021 12:00 AM	12/29/2021 12:00 AM	12/29/2021 12:00 AM	GG	16.3	11579	SARS-CoV-2 N1	10.16257644	0	35.78905106	18102.08928	SARS-CoV-2 N2	16.26222849	0	33.90405893	28967.0945					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	01/04/2022	7.48	1/4/21	NT04474	Halcyon		CP0055	A02	AJ	1/4/22	2108255	Halcyon	K2	EP0055	A02	AJ	1/12/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	K2	AP0032	C02	JL	
G01-0099	1.1	G	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Processing	Complete	Composite	02/08/2022 09:00 AM	02/09/2022 08:00 AM	02/09/2022 08:40 AM	TD	1.084	15102	SARS-CoV-2 N1	48.3486557	0	299.8709679	86121.04297	SARS-CoV-2 N2	56.15613937	0	334.8871231	100028.1233					Human RNase P	8326.565009	4.674562812	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	02/10/2022	7.19	2/14/22	NT04473	Kookaburra		CP000077	B01	AJ	2/14/22	2108255	Halcyon	H7	EP000076	D07	AJ	2/16/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	H7	AP000045	E07	JL	
Q01-0027	1.1	Q01-0027	Sample	WWTP	Boone	MadisonWWTP-01	Pass	Processing	Complete	Composite	05/30/2022 08:00 AM	05/31/2022 08:00 AM	05/31/2022 08:00 AM		0.354	15660	SARS-CoV-2 N1	247.712097167968	0	4.1007485985756	441237.173080443	SARS-CoV-2 N2	252.267799377442	0	8.20221185684204	449352.017641068					Human RNase P	5353.05767320096	3.00522536039352	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	06/02/2022	6.83	2022-06-02	NT04473	Halcyon		CP000159	A06	AJ	2022-06-02	2108255	Halcyon	C6	EP000160	A06	AJ	2022-06-06	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	C6	AP0088	F01	JL	
A1075	1.1	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	06/21/2021 12:00 AM	06/21/2021 11:55 PM	06/21/2021 11:55 PM	EL	9.229	13655	SARS-CoV-2 N1	0			0	SARS-CoV-2 N2	0			0	BRSV			493263.75			207.69	10	Ceres Nanotrap	0.95	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05	N1/N2/BRSV Triplex	BRSV Triplex	0.005																																				JL	06/25/2021	6.48	7/7/21			pH - 6.48				7/7/21						JL	7/7/21	OneStep RT-ddPCR	Manual	DQ							
N03-0143	1.1	Sample	Sample	WWTP	Harrison	SalemWWTP-01	Pass	Processing	Complete	Composite	07/31/2022 10:00 AM	08/01/2022 07:30 AM	08/01/2022 07:30 AM		0.60378	16242	SARS-CoV-2 N1	18.8403415679932	1.21238760650158	102.893466949463	33559.3584179878	SARS-CoV-2 N2	15.9408462047577	0	133.849449157715	28394.6323022246					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	08/03/2022		2022-08-02	NT04473	Kookaburra		CP000202	A04	AJ	2022-08-03	2108255	Kookaburra	J4	EP000203	C04	AJ	2022-08-04	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	J4	AP0105	D07	JL	
G01-0034	1.1	G	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Processing	Complete	Composite	01/01/2022 09:00 AM	01/02/2022 08:00 AM	01/02/2022 08:45 AM	KK	2.925	14473	SARS-CoV-2 N1	0	0	35.78905106	0	SARS-CoV-2 N2	0	0	33.90405893	0					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	01/06/2022	7.31	1/6/22	NT04474	Halcyon		CP0056	D02	AJ	1/6/22	2108255	Halcyon	C4	EP0056	C04	AJ	1/12/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	C4	AP0032	G04	JL	
G01-0161	1.1	G01-0161	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Processing	Complete	Composite	05/27/2022 09:00 AM	05/28/2022 08:00 AM	05/28/2022 08:00 AM		1.375	16410	SARS-CoV-2 N1	66.0495281219482	0	4.1007485985756	117650.72196722	SARS-CoV-2 N2	50.2382040023804	0	8.20221185684204	89486.8008792401					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	06/02/2022	7	2022-06-02	NT04473	Halcyon		CP000159	B04	AJ	2022-06-02	2108255	Halcyon	D2	EP000160	B02	AJ	2022-06-06	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	D2	AP0088	B02	JL	
