Sample ID	Assay Accepted Droplets	Assay Amplification Method	Assay Control, Process (Type)	Assay Control, Process Result (CN/L)	Assay Control, Process Spike-In (CN/L)	Assay Date	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Name	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Assay Type	Assay Volume (mL)	Comments	Concentration Date	Concentration Input Volume (mL)	Concentration Lot ID	Concentration Machine	Concentration Method	Concentration Output Volume (mL)	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Control, Internal (Type)	Control, Internal Result (CN/L)	Created by	Date Added to Database	Date Created	Department	Description	Extraction Date	Extraction Input Volume (mL)	Extraction Lot ID	Extraction Machine	Extraction Method	Extraction Output Volume (mL)	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Location	QC Check, Assay	QC Check, Assay Negative Control	QC Check, Assay Positive Control	QC Check, Sample	Sample Collection By	Sample Collection Date/Time	Sample Collection Method	Sample Composite End	Sample Composite Start	Sample Received By	Sample Received Date	Sample pH (Lab)	Site	Status
A1078		OneStep RT-ddPCR	BRSV	97018.75												SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				N1/N2/BRSV Triplex	0.005		07/09/2021	10				0.95	pH - 6.39						Josh Lambert		07/09/2021 12:06 PM		A1078	07/09/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	06/24/2021 11:55 PM	Composite	06/24/2021 11:55 PM	06/24/2021 12:00 AM	JL	07/09/2021	6.39	StarCityWWTP-01	Available
A0023	12579	OneStep RT-ddPCR				12/14/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				49394.4	SARS-CoV-2 N2				29647.2																																				CDC N1/N2/RP Triplex	0.005		12/4/20 17:00	100				4.4				MS	Human RNase P	24684	Timothy Driscoll	12/7/20 15:15	12/7/20 15:15	Monongalia County	A0023	12/7/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	11/22/20 0:00	Composite	11/22/20 23:59	11/22/20 0:00	TD	11/30/20		StarCityWWTP-01	Available
A1037	10058	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				4212	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005		4/30/21 11:30	100				3				KED	Human RNase P	42138	Mathilda Santee	4/30/21 11:07	4/30/21 11:07	Monongalia County	A1037	5/3/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				KED		Pass	Not Assessed	Not Assessed	Pass	EL	4/30/21 11:07	Composite	4/26/21 11:59	4/26/21 12:00	MVS	4/30/21		StarCityWWTP-01	Available
A01-0014																																																																															Monongalia County																Pass	GG	08/24/2021 11:55 PM	Composite	08/24/2021 11:55 PM	08/24/2021 12:00 AM	JL	08/27/2021	7.16	StarCityWWTP-01	
A0218	16501	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				41088	SARS-CoV-2 N2				61632																																				CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				4				MS	Human RNase P	0	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0218	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	1/12/21 0:00	Composite	1/12/21 23:59	1/12/21 0:00	TD	1/15/21		StarCityWWTP-01	Available
A0226	12328	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				107151	SARS-CoV-2 N2				69300																																				CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				5.5				MS	Human RNase P	6303	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0226	2/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	1/24/21 0:00	Composite	1/24/21 23:59	1/24/21 0:00	TD	1/29/21		StarCityWWTP-01	Available
A02-0016	17093	OneStep RT-ddPCR	None			08/18/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	G1	AP000000	A01	JL	SARS-CoV-2 N1		0	99.84027292	24876.35112	SARS-CoV-2 N2		31.54926549	99.85634831	26340.43992																																				Multiplex	0.005	NaN	8/18/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A01	JL			Eric Lundstrum		8/18/21 9:23	WVU Morgantown	Secondary	8/18/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A01	JL	NaN	Pass	Pass	Pass	Pass	EL	08/18/2021 09:23 AM	Composite	08/18/2021 09:23 AM	08/16/2021 09:28 AM	JL	08/18/2021	6.91	Evansdale-01	
A1071		OneStep RT-ddPCR	BRSV	248805												SARS-CoV-2 N1				0	SARS-CoV-2 N2				3871.25																																				N1/N2/BRSV Triplex	0.005		07/07/2021	10				0.95	pH - 6.38						Josh Lambert		07/09/2021 11:49 AM		A1071	07/07/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	06/15/2021 11:55 PM	Composite	06/15/2021 11:55 PM	06/15/2021 12:00 AM	JL	06/18/2021	6.38	StarCityWWTP-01	Available
A1022	10709	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				105540	SARS-CoV-2 N2				112140																																				CDC N1/N2/RP Triplex	0.005		4/9/21 12:00	100				5				MVS	Human RNase P	26370	Josh Lambert	4/9/21 12:56	4/9/21 12:56	Monongalia County	A1022	4/12/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	GG	4/5/21 11:55	Composite	4/5/21 11:55	4/5/21 12:00	Josh Lambert	4/9/21		StarCityWWTP-01	Available
A1062		OneStep RT-ddPCR	BRSV	494760												SARS-CoV-2 N1				4013.75	SARS-CoV-2 N2				4013.75																																				N1/N2/BRSV Triplex	0.005		07/07/2021	10				0.95	pH - 7.03						Josh Lambert		07/08/2021 11:41 AM		A1062	07/07/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	06/02/2021 11:55 PM	Composite	06/02/2021 11:55 PM	06/02/2021 12:00 AM	JL	06/04/2021	7.03	StarCityWWTP-01	Available
A1104	15713	OneStep RT-ddPCR	BRSV			8/13/21	Manual	DQ	XXXXXX	QX 200	N1/N2/BRSV Triplex		AP000000	A01	JL	SARS-CoV-2 N1		0	99.9626002	1285.241823	SARS-CoV-2 N2		0	99.96326296	1519.474278																																				Multiplex	0.005		8/13/21	10	NT04155	Kookaburra	Nanotrap	0.425		CP000000	A01	JL								8/13/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A01	JL		Pass	Pass	Pass											
A02-0052																																																																															WVU Morgantown																Pass	EL	08/27/2021 09:55 AM	Composite	08/27/2021 09:25 AM	08/23/2021 09:25 AM	JL	08/27/2021	8.03	OaklandE-02	
A01-0011	17755	OneStep RT-ddPCR	None			2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	K1	AP0004	F03	JL	SARS-CoV-2 N1	354520	5920	239240	376677500	SARS-CoV-2 N2	354840	5920	235960	377017500																																				Multiplex	0.005		2021-08-24	10	NT04155	Halcyon	Nanotrap	0.425		CP0003	A01	JL						Monongalia County	Primary	2021-08-24	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K1	EP0003	A01	JL		Pass	Fail: Droplet Counts Below Threshold	Pass	Pass	GG	08/21/2021 11:59 PM	Composite	08/21/2021 11:59 PM	08/21/2021 12:00 AM	JL	08/24/2021	7.23	StarCityWWTP-01	
A1027	12104	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				9336	SARS-CoV-2 N2				4656																																				CDC N1/N2/RP Triplex	0.005		4/16/21 11:00	100				4				JL	Human RNase P	42000	Aiyana-Mei Tom	4/16/21 11:18	4/16/21 11:18	Monongalia County	A1027	4/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				JL		Pass	Not Assessed	Not Assessed	Pass	EL	4/12/21 12:00	Composite	4/13/21 12:00	4/12/21 12:00	MVS	4/16/21		StarCityWWTP-01	Available
A02-0028	15032	OneStep RT-ddPCR	None			2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	I4	AP0004	D01	JL	SARS-CoV-2 N1	300520	5920	239240	319302500	SARS-CoV-2 N2	300520	5920	235960	319302500																																				Multiplex	0.005		2021-08-23	10	NT04155	Kookaburra	Nanotrap	0.425		CP000002	A04	JL						WVU Morgantown	Tertiary	2021-08-23	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05		EP000002	A04	JL		Pass	Fail: Droplet Counts Below Threshold	Pass	Pass	EL	08/23/2021 09:45 AM	Composite	08/23/2021 09:00 AM	08/21/2021 09:00 AM	JL	08/23/2021	7.41	HonorsSummit-01 (MUB)	
A0042	15469	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				84394.8	SARS-CoV-2 N2				84394.8																																				CDC N1/N2/RP Triplex	0.005		12/14/20 17:00	100				4.2				AT	Human RNase P	42184.8	Timothy Driscoll	12/21/20 16:22	12/21/20 16:22	Monongalia County	A0042	12/21/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	Not Assessed	Not Assessed	Pass	GG	12/16/20 0:00	Composite	12/16/20 11:59	12/16/20 12:00	TD	12/18/20		StarCityWWTP-01	Available
A0438	13540	OneStep RT-ddPCR				3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				25038	SARS-CoV-2 N2				40680																																				CDC N1/N2/RP Triplex	0.005			100				3					Human RNase P	18774	Mathilda Santee	3/3/21 11:42	3/3/21 11:42	Monongalia County	A0438		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	EL	2/21/21 12:00	Composite	2/21/21 12:00	2/21/21 12:00				StarCityWWTP-01	Available
A1072		OneStep RT-ddPCR	BRSV	200853.75												SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				N1/N2/BRSV Triplex	0.005		07/07/2021	10				0.95	pH - 6.35						Josh Lambert		07/09/2021 11:50 AM		A1072	07/07/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	06/16/2021 11:55 PM	Composite	06/16/2021 11:55 PM	06/16/2021 12:00 AM	JL	06/18/2021	6.35	StarCityWWTP-01	Available
A1110		OneStep RT-ddPCR	BRSV	402918.75												SARS-CoV-2 N1				8288.75	SARS-CoV-2 N2				20686.25																																				N1/N2/BRSV Triplex	0.005			10				0.95							Josh Lambert		07/09/2021 12:23 PM		A1110		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	7/28/21 23:55	Composite	7/28/21 23:55	7/28/21 0:00	JL			StarCityWWTP-01	Available
A1026	13203	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				10680	SARS-CoV-2 N2				10680																																				CDC N1/N2/RP Triplex	0.005		4/16/21 11:00	100				5				JL	Human RNase P	21390	Aiyana-Mei Tom	4/16/21 11:16	4/16/21 11:16	Monongalia County	A1026	4/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				JL		Pass	Not Assessed	Not Assessed	Pass	EL	4/11/21 12:00	Composite	4/12/21 12:00	4/11/21 12:00	MVS	4/16/21		StarCityWWTP-01	Available
A02-0012	18304	OneStep RT-ddPCR	None			08/16/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex		AP000000	B02	JL	SARS-CoV-2 N1		0	99.94874319	4097.80094	SARS-CoV-2 N2		0	99.95073014	10928.96241	None																																			Multiplex	0.005	NaN	8/16/21	10	NT04155	Halcyon	Nanotrap	0.425		CP000000	B04	JL			Eric Lundstrum		8/16/21 9:54	WVU Morgantown	Tertiary	8/16/21	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05		EP000000	A10	JL	NaN	Pass	Pass	Pass	Pass	Alexander Brun	08/16/2021 09:54 AM	Composite	08/16/2021 09:00 AM	08/14/2021 09:00 AM	Josh Lambert	08/16/2021	6.65	HonorsSummit-01 (MUB)	
A1098		OneStep RT-ddPCR	BRSV	502288.75												SARS-CoV-2 N1				51418.75	SARS-CoV-2 N2				60776.25																																				N1/N2/BRSV Triplex	0.005			10				0.95							Josh Lambert		07/09/2021 12:23 PM		A1098		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	7/22/21 23:55	Composite	7/22/21 23:55	7/22/21 0:00	JL			StarCityWWTP-01	Available
A1023	10840	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				32580	SARS-CoV-2 N2				26040																																				CDC N1/N2/RP Triplex	0.005		4/9/21 12:00	100				5				MVS	Human RNase P	26040	Josh Lambert	4/9/21 12:57	4/9/21 12:57	Monongalia County	A1023	4/12/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	GG	4/6/21 11:55	Composite	4/6/21 11:55	4/6/21 12:00	Josh Lambert	4/9/21		StarCityWWTP-01	Available
A1003	10420	OneStep RT-ddPCR				3/16/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				20340	SARS-CoV-2 N2				13560																																				CDC N1/N2/RP Triplex	0.005		3/12/21 11:00	100				5				AHT	Human RNase P	54210	Mathilda Santee	3/12/21 11:02	3/12/21 11:02	Monongalia County	A1003	3/15/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AHT		Pass	Not Assessed	Not Assessed	Pass	EL	3/10/21 12:00	Composite	3/10/21 12:00	3/10/21 12:00	MVS	3/12/21		StarCityWWTP-01	Available
A01-0009	17879	OneStep RT-ddPCR	None			08/20/2021	Manual	DQ	58477036	QX 200	CDC nCov-2 Triplex	H5	AP000000	A05	JL	SARS-CoV-2 N1		0	99.91557173	16785.09569	SARS-CoV-2 N2		0	99.91831254	29381.31845																																				Multiplex	0.005		8/20/21	10	NT04155	Kookaburra	Nanotrap	0.425	6.97	CP000000	A05	JL						Monongalia County	Primary	8/20/21	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	H5	EP000000	A05	JL		Pass	Pass	Pass	Pass	GG	08/18/2021 11:59 AM	Composite	08/18/2021 11:59 AM	08/18/2021 12:01 PM	Jl	08/20/2021	6.97	StarCityWWTP-01	
A1079		OneStep RT-ddPCR	BRSV	189430												SARS-CoV-2 N1				4607.5	SARS-CoV-2 N2				0																																				N1/N2/BRSV Triplex	0.005		07/09/2021	10				0.95	pH - 6.41						Josh Lambert		07/09/2021 12:11 PM		A1079	07/09/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	06/27/2021 11:55 PM	Composite	06/27/2021 11:55 PM	06/27/2021 12:00 AM	JL	07/09/2021	6.41	StarCityWWTP-01	Available
A1109		OneStep RT-ddPCR	BRSV	336347.5												SARS-CoV-2 N1				4726.25	SARS-CoV-2 N2				4726.25																																				N1/N2/BRSV Triplex	0.005			10				0.95							Josh Lambert		07/09/2021 12:23 PM		A1109		0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	7/27/21 23:55	Composite	7/27/21 23:55	7/27/21 0:00	JL			StarCityWWTP-01	Available
A1007	13279	OneStep RT-ddPCR				3/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005		3/19/21 3:00	100				3.6				TD	Human RNase P	49788	Josh Lambert	3/19/21 15:31	3/19/21 15:31	Monongalia County	A1007	3/21/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				TD		Pass	Not Assessed	Not Assessed	Pass	GG	3/16/21 11:59	Composite	3/16/21 11:59	3/16/21 12:01	JL	3/19/21		StarCityWWTP-01	Available
A02-0064																																																																															WVU Morgantown																Pass	EL	08/30/2021 10:35 AM	Grab			JL	08/30/2021	8.11	NorthHighSt-02 (MUB)	
A0038	13631	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				100764	SARS-CoV-2 N2				74628																																				CDC N1/N2/RP Triplex	0.005		12/13/20 17:00	100				3.6				AT	Human RNase P	59680.8	Timothy Driscoll	12/21/20 16:22	12/21/20 16:22	Monongalia County	A0038	12/15/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AT		Pass	Not Assessed	Not Assessed	Pass	DW	12/10/20 0:00	Composite	12/10/20 11:59	12/10/20 12:00	TD	12/14/20		StarCityWWTP-01	Available
A1002	10921	OneStep RT-ddPCR				3/16/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				25860	SARS-CoV-2 N2				19380																																				CDC N1/N2/RP Triplex	0.005		3/12/21 11:00	100				5				AHT	Human RNase P	38790	Mathilda Santee	3/12/21 11:01	3/12/21 11:01	Monongalia County	A1002	3/15/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AHT		Pass	Not Assessed	Not Assessed	Pass	EL	3/9/21 12:00	Composite	3/9/21 12:00	3/9/21 12:00	MVS	3/12/21		StarCityWWTP-01	Available
A1005	9233	OneStep RT-ddPCR				3/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				0	SARS-CoV-2 N2				0																																				CDC N1/N2/RP Triplex	0.005		3/19/21 3:00	100				3.4				TD	Human RNase P	26010	Josh Lambert	3/19/21 15:28	3/19/21 15:28	Monongalia County	A1005	3/21/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				TD		Pass	Not Assessed	Not Assessed	Pass	GG	3/14/21 11:59	Composite	3/14/21 11:59	3/14/21 5:30	JL	3/19/21		StarCityWWTP-01	Available
A1035	9076	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				10878	SARS-CoV-2 N2				10878																																				CDC N1/N2/RP Triplex	0.005		4/23/21 11:00	100				7				MVS	Human RNase P	43554	Mathilda Santee	4/23/21 10:59	4/23/21 10:59	Monongalia County	A1035	4/26/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	EL	4/23/21 10:58	Composite	4/22/21 11:59	4/22/21 12:00	MVS	4/23/21		StarCityWWTP-01	Available
A0104	14007	OneStep RT-ddPCR				11/10/20	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				13708.8	SARS-CoV-2 N2				13708.8																																				CDC N1/N2/RP Triplex	0.005		11/9/20 17:30	100				3.4				MS	Human RNase P	17136	Timothy Driscoll	11/9/20 16:56	11/9/20 16:56	Monongalia County	A0104	11/10/20	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	11/5/20 0:00	Composite	11/5/20 23:59	11/5/20 0:00	TD	11/9/20		StarCityWWTP-01	Available
A0433	12070	OneStep RT-ddPCR				3/11/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				14040	SARS-CoV-2 N2				9360																																				CDC N1/N2/RP Triplex	0.005			100				4					Human RNase P	28080	Mathilda Santee	3/8/21 10:55	3/8/21 10:55	Monongalia County	A0433		0.2			Qiagen QIAamp Viral RNA Mini	0.06						Pass	Not Assessed	Not Assessed	Pass	EL	3/1/21 12:00	Composite	3/1/21 12:00	3/1/21 12:00				StarCityWWTP-01	Available
A02-0076																																																																															WVU Morgantown																Pass	EL	09/03/2021 10:00 AM	Grab			JL	09/03/2021	7.86	Evansdale-01	
A1047	13275	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				0	SARS-CoV-2 N2				4779																																				CDC N1/N2/RP Triplex	0.005		5/18/21 10:00	100				4.5				KD	Human RNase P	0	Mathilda Santee	5/18/21 9:18	5/18/21 9:18	Monongalia County	A1047	5/19/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				KD		Pass	Not Assessed	Not Assessed	Pass	EL	5/17/21 9:18	Composite	5/12/21 11:59	5/12/21 12:00	MVS	5/18/21		StarCityWWTP-01	Available
A0214	16742	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				131712	SARS-CoV-2 N2				101280																																				CDC N1/N2/RP Triplex	0.005		2/5/21 13:00	100				4				MS	Human RNase P	3384	Timothy Driscoll	2/12/21 16:27	2/12/21 16:27	Monongalia County	A0214	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GS	1/6/21 0:00	Composite	1/6/21 23:59	1/6/21 0:00	TD	1/8/21		StarCityWWTP-01	Available
A1087		OneStep RT-ddPCR	BRSV	269040												SARS-CoV-2 N1				0	SARS-CoV-2 N2				4868.75																																				N1/N2/BRSV Triplex	0.005		07/09/2021	10				0.95	pH - 6.57						Josh Lambert		07/09/2021 12:22 PM		A1087	07/09/2021	0.4			Thermo MagMax Microbiome Ultra	0.05				JL	Monongalia County					EL	07/07/2021 11:55 PM	Composite	07/07/2021 11:55 PM	07/07/2021 12:00 AM	JL	07/09/2021	6.57	StarCityWWTP-01	Available
A0045	18529	OneStep RT-ddPCR				2/22/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				21336	SARS-CoV-2 N2				10668																																				CDC N1/N2/RP Triplex	0.005		1/3/21 13:00	100				7				MS	Human RNase P	5334	Timothy Driscoll	2/20/21 16:13	2/20/21 16:13	Monongalia County	A0045	2/17/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MS		Pass	Not Assessed	Not Assessed	Pass	GG	12/21/20 0:00	Composite	12/21/20 11:59	12/21/20 12:00	TD	1/7/21		StarCityWWTP-01	Available
A02-0054																																																																															WVU Morgantown																Pass	EL	08/27/2021 10:17 AM	Composite	08/27/2021 09:38 AM	08/25/2021 09:38 AM	JL	08/27/2021	6.90	HonorsSummit-01 (MUB)	
A01-0013	580	OneStep RT-ddPCR	None			2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	K3	AP0004	H03	JL	SARS-CoV-2 N1	11600	5920	239240	12325000	SARS-CoV-2 N2	11600	5920	235960	12325000																																				Multiplex	0.005		2021-08-24	10	NT04155	Halcyon	Nanotrap	0.425		CP0003	A03	JL						Monongalia County	Primary	2021-08-24	0.4	2102028	Halcyon	Ultra 2.0 Microbiome (Thermo)	0.05	K3	EP0003	A03	JL		Fail: Droplet Counts Below Threshold	Fail: Droplet Counts Below Threshold	Pass	Pass	JL	08/23/2021 11:59 PM	Composite	08/23/2021 11:59 PM	08/23/2021 12:00 AM	JL	08/24/2021	6.99	StarCityWWTP-01	
A1020	11142	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				6330	SARS-CoV-2 N2				12660																																				CDC N1/N2/RP Triplex	0.005		4/9/21 12:00	100				5				MVS	Human RNase P	12660	Josh Lambert	4/9/21 12:53	4/9/21 12:53	Monongalia County	A1020	4/12/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	GG	4/1/21 11:55	Composite	4/1/21 11:55	4/1/21 12:00	Josh Lambert	4/9/21		StarCityWWTP-01	Available
A02-0041	15702	OneStep RT-ddPCR	None			2021-08-26	CHECK	DQ	58477036	QX One	CDC nCov-2 Triplex	L7	AP0004	G02	JL	SARS-CoV-2 N1	313560	5920	239240	333157500	SARS-CoV-2 N2	313520	5920	235960	333115000																																				Multiplex	0.005		2021-08-25	10	NT04155	Kookaburra	Nanotrap	0.425		CP0004	B01	JL						WVU Morgantown		2021-08-25	0.4	2102028	Kookaburra	Ultra 2.0 Microbiome (Thermo)	0.05	L7	EP0004	A07	JL		Pass	Fail: Droplet Counts Below Threshold	Pass	Pass	EL	08/25/2021 09:48 AM	Composite	08/23/2021 09:48 AM	08/25/2021 09:48 AM	JL	08/25/2021	7.22	OaklandE-02	
A01-0028																																																																															Monongalia County																Pass	DW	09/05/2021 11:55 PM	Composite	09/05/2021 11:55 PM	09/05/2021 12:00 AM	JL	09/07/2021	6.60	StarCityWWTP-01	
A1019	12779	OneStep RT-ddPCR					Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				16560	SARS-CoV-2 N2				11040																																				CDC N1/N2/RP Triplex	0.005		4/9/21 12:00	100				5				MVS	Human RNase P	16560	Josh Lambert	4/9/21 12:52	4/9/21 12:52	Monongalia County	A1019	4/12/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				MVS		Pass	Not Assessed	Not Assessed	Pass	GG	3/31/21 12:00	Composite	3/31/21 12:00	3/31/21 12:00	Josh Lambert	4/9/21		StarCityWWTP-01	Available
A1000	13784	OneStep RT-ddPCR				3/16/21	Manual	DQ			CDC nCov-2 Triplex					SARS-CoV-2 N1				0	SARS-CoV-2 N2				20490																																				CDC N1/N2/RP Triplex	0.005		3/12/21 11:00	100				5				AHT	Human RNase P	40980	Mathilda Santee	3/12/21 10:59	3/12/21 10:59	Monongalia County	A1000	3/15/21	0.2			Qiagen QIAamp Viral RNA Mini	0.06				AHT		Pass	Not Assessed	Not Assessed	Pass	EL	3/7/21 12:00	Composite	3/7/21 12:00	3/7/21 12:00	MVS	3/12/21		StarCityWWTP-01	Available
