Sample ID	Replicate (Bio.Tech)	Description	Category	Department	Site	Location	Sample QC Check	Status: NWSS	Status: WaTCH	Sample Collection Method	Sample Composite Start	Sample Composite End	Sample Collection Date/Time	Sample Collection By	Sample Flow (MGD)	Assay Accepted Droplets	Assay Target 1	Assay Target 1 Concentration (CN/Rxn)	Assay Target 1 PCR NC Result (CN/Rxn)	Assay Target 1 PCR PC Result (CN/Rxn)	Assay Target 1 Result (CN/L)	Assay Target 2	Assay Target 2 Concentration (CN/Rxn)	Assay Target 2 PCR NC Result (CN/Rxn)	Assay Target 2 PCR PC Result (CN/Rxn)	Assay Target 2 Result (CN/L)	Assay Control, Process	Assay Control, Process Concentration (CN/Rxn)	Assay Control, Process Spike-In (CN/L)	Assay Control, Process Result (CN/L)	Assay Control, Internal	Assay Control, Internal Result (CN/L)	Assay Control, Internal Concentration (CN/Rxn)	Concentration Input Volume (mL)	Concentration Method	Concentration Output Volume (mL)	Extraction Input Volume (mL)	Extraction Method	Extraction Output Volume (mL)	Assay Type	Assay Name	Assay Volume (mL)	Assay Target 3	Assay Target 3 Concentration (CN/Rxn)	Assay Target 3 PCR NC Result (CN/Rxn)	Assay Target 3 PCR PC Result (CN/Rxn)	Assay Target 3 Result (CN/L)	Assay Target 4	Assay Target 4 Concentration (CN/Rxn)	Assay Target 4 PCR NC Result (CN/Rxn)	Assay Target 4 PCR PC Result (CN/Rxn)	Assay Target 4 Result (CN/L)	Assay Target 5	Assay Target 5 Concentration (CN/Rxn)	Assay Target 5 PCR NC Result (CN/Rxn)	Assay Target 5 PCR PC Result (CN/Rxn)	Assay Target 5 Result (CN/L)	Assay Target 6	Assay Target 6 Concentration (CN/Rxn)	Assay Target 6 PCR NC Result (CN/Rxn)	Assay Target 6 PCR PC Result (CN/Rxn)	Assay Target 6 Result (CN/L)	Assay Target 7	Assay Target 7 Concentration (CN/Rxn)	Assay Target 7 PCR NC Result (CN/Rxn)	Assay Target 7 PCR PC Result (CN/Rxn)	Assay Target 7 Result (CN/L)	Assay Target 8	Assay Target 8 Concentration (CN/Rxn)	Assay Target 8 PCR NC Result (CN/Rxn)	Assay Target 8 PCR PC Result (CN/Rxn)	Assay Target 8 Result (CN/L)	Assay Target 9	Assay Target 9 Concentration (CN/Rxn)	Assay Target 9 PCR NC Result (CN/Rxn)	Assay Target 9 PCR PC Result (CN/Rxn)	Assay Target 9 Result (CN/L)	Sample Received By	Sample Received Date	Sample pH (Lab)	Concentration Date	Concentration Lot ID	Concentration Machine	Concentration Plate Comment	Concentration Plate ID	Concentration Plate Location	Concentration Run by	Extraction Date	Extraction Lot ID	Extraction Machine	Extraction Plate Comment	Extraction Plate ID	Extraction Plate Location	Extraction Run by	Assay Date	Assay Amplification Method	Assay Droplet Quantification Method	Assay Experiment Type	Assay Lot ID	Assay Machine	Assay Plate Comment	Assay Plate ID	Assay Plate Location	Assay Run by	Comments
H01-0144	1.1	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Pass	Processing	Complete	Composite	03/01/2022 08:00 AM	03/02/2022 08:00 AM	03/02/2022 08:00 AM		2.4	13496	SARS-CoV-2 N1	10.46294093	0	373.429451	18637.11353	SARS-CoV-2 N2	5.23088932	0	425.8745956	9317.521602					Human RNase P	9317.521602	5.23088932	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	03/04/2022	7.27	3/4/22	NT04473	Kookaburra		CP000090	C03	AJ	3/4/22	2110285	Kookaburra	K7	EP000090	E07	AJ	3/9/22	OneStep RT-ddPCR	Manual	DQ	58477039	QX 200	K7	AP0051	E07	JL	
A02-0209	1.1	Sample	Sample	WVU Morgantown	Monongalia	HonorsSummit-01 (MUB)	Pass	Rejected: No Flow	Complete	Composite	11/03/2021 10:04 AM	11/05/2021 10:04 AM	11/05/2021 11:01 AM	EL		15879	SARS-CoV-2 N1	17.78825402	0	560.2787018	18900.0199	SARS-CoV-2 N2	17.78825402	0	653.7683868	18900.0199	None				Human RNase P	36237.5991	34.10597563	10	Ceres Nanotrap	0.425	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.05		CDC nCov-2 Triplex	0.005																																				JL	11/05/2021	7.12	11/5/21	NT04474	Kookaburra		CP00033	C06	JL	11/5/21	21108255	Kookaburra	C2	EP0033	C02	JL	11/8/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	C2	AP0017	C02	AJ	
L01-0044	1.1	L01-0044	Sample	WWTP	Doddridge	WestUnionWWTP-01	Pass	Processing	Complete	Composite	02/24/2022 09:00 AM	02/25/2022 09:00 AM	02/25/2022 09:00 AM		0.383	14688	SARS-CoV-2 N1	43.29239845	0	305.7337761	77114.58474	SARS-CoV-2 N2	51.31825447	0	356.0894394	91410.64078					Human RNase P	8561.283639	4.806334674	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				AJ	03/02/2022	6.97	3/2/22	NT04473	Kookaburra		CP000088	A06	AJ	3/2/22	2110258	Kookaburra	D6	EP000088	D06	AJ	3/2/22	OneStep RT-ddPCR	Manual	DQ	58477038	QX One	D6	AP000050	E06	JL	
G01-0144	1.1	G01-0144	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Processing	Complete	Composite	03/22/2022 08:00 AM	03/23/2022 08:00 AM	03/23/2022 08:30 AM		0.28	14138	SARS-CoV-2 N1	0	0	345.0024796	0	SARS-CoV-2 N2	0	0	276.5957069	0					Human RNase P	2964.581028	1.664326191	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	03/31/2022	6.77	3/25/22	NT04473	Kookaburra		CP000104	D03	AJ	3/25/22	2110258	Kookaburra	H5	EP000104	F05	AJ	3/30/22	OneStep RT-ddPCR	Manual	DQ	58477040	QX 200	H5	AP0058	A05	JL	
T01-0015	1.1	Sample	Sample	WWTP	Mason	PointPleasantWWTP-01	Pass	Processing	Complete	Composite	08/11/2022 07:00 AM	08/12/2022 07:00 AM	08/12/2022 07:00 AM		0.34	17050	SARS-CoV-2 N1	613.7665176	0	183.8822556	1093271.61	SARS-CoV-2 N2	567.0685196	2.018565834	219.9817276	1010090.801					Human RNase P	2458.240134	1.380064636	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	08/22/2022		8/23/22	NT04473	Kookaburra		CP000217	A06	AJ	8/23/22	2108255	Kookaburra	C6	EP000217	A06	AJ	8/25/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	C6	AP0111	F01	JL	
C01-0154	1.1	C01-0154	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Processing	Complete	Composite	04/14/2022 07:00 AM	04/15/2022 07:00 AM	04/15/2022 07:00 AM		10.807	14166	SARS-CoV-2 N1	3.322190344	0	89.94384766	5917.651551	SARS-CoV-2 N2	3.322190344	0	80.80342293	5917.651551					Human RNase P	8876.790265	4.983461201	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	04/19/2022	5.15	4/19/22	NT04473	Halcyon		CP0122	A03	AJ	4/19/22	2108255	Kookaburra	J3	EP0122	A03	AJ	4/20/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	J3	AP0067	A03	JL	
O01-0149	1.1	Sample	Sample	WWTP	Taylor	GraftonWWTP-01	Pass	Processing	Complete	Composite	08/31/2022 06:15 AM	09/01/2022 06:15 AM	09/01/2022 07:00 AM		1.53	18833	SARS-CoV-2 N1	14.99723554	0	223.6021042	26713.8258	SARS-CoV-2 N2	11.2470305	0	256.0089874	20033.77307					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	09/07/2022		9/7/22	NT04473	Halcyon		CP000229	D02	AJ	9/7/22	2108255	Kookaburra	C4	EP000231	F04	AJ	9/8/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	C4	AP0115	D06	JL	
A0045	1.1	Sample	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Rejected: No NTC	Complete	Composite	12/21/2020 12:00 PM	12/21/2020 11:59 AM	12/21/2020 12:00 AM	GG	12.058	18529	SARS-CoV-2 N1				21336	SARS-CoV-2 N2				10668					Human RNase P	5334		100	PEG Precipitation	7	0.2	Qiagen QiaAMP Viral Mini-RNA Kit	0.06	CDC N1/N2/RP Triplex	CDC nCov-2 Triplex	0.005																																				TD	01/07/2021		1/3/21						MS	2/17/21						MS	2/22/21	OneStep RT-ddPCR	Manual	DQ							
R01-0019	1.1	R01-0019	Sample	WWTP	Randolph	HuttonsvilleWWTP-01	Pass	Processing	Complete	Composite	04/25/2022 09:00 AM	04/26/2022 08:30 AM	04/26/2022 08:45 AM		0.181	12379	SARS-CoV-2 N1	0	0	60.42012691	0	SARS-CoV-2 N2	0	0	51.98009491	0					Human RNase P	13545.04857	7.604237795	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	04/27/2022	7	4/27/22	NT04473	Halcyon		CP000129	B03	AJ	4/27/22	2108255	Halcyon	G1	EP000130	B01	AJ	4/28/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	G1	AP0072	B01	JL	
A01-0299	1.1	A01-0299	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	07/06/2022 12:00 AM	07/07/2022 12:00 AM	07/07/2022 12:00 AM		9.1	18521	SARS-CoV-2 N1	220.8152199	0	228.8021851	393327.1104	SARS-CoV-2 N2	214.4041061	0	265.4844093	381907.3141					Human RNase P	29428.44473	16.52123213	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	07/08/2022	7.48	7/8/22	NT04473	Halcyon		CP000183	A02	AJ	7/8/22	2108255	Halcyon	A2	EP000184	A02	AJ	7/11/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	A2	AP0098	B04	JL	
A02-0513	1.1	Sample	Sample	WVU Morgantown	Monongalia	MtValley-01	Pass	Processing	Complete	Composite	08/29/2022 09:00 AM	08/31/2022 09:00 AM	08/31/2022 10:14 AM	Gz		18816	SARS-CoV-2 N1	32.53548861	1.147524342	341.9677734	57953.83908	SARS-CoV-2 N2	35.04008293	1.147524342	387.5304031	62415.14772					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	09/02/2022		9/2/22	NT04473	Kookaburra		CP000226	A04	AJ	9/2/22	2108255	Kookaburra	D4	EP000227	A04	AJ	9/7/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	D4	AP0114	D01	JL	
E02-0078	1.2	G	Sample	WWTP	Mercer	AthensWWTP-01	Pass	Processing	Complete	Composite	02/14/2022 08:00 AM	02/15/2022 08:00 AM	02/15/2022 08:00 AM		0.112	15033	SARS-CoV-2 N1	13945.12451	0	403.9231873	24839753.04	SARS-CoV-2 N2	14593.81836	0	436.4203262	25995238.95					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	02/18/2022		2/21/22	NT04473	Kookaburra		CP0082	A03	AJ	2/21/22	2108255	Kookaburra	3J	EP0082	A03	AJ	2/28/22	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	J3	AP0049	F02	JL	
E02-0078	1.1	G	Sample	WWTP	Mercer	AthensWWTP-01	Pass	Processing	Complete	Composite	02/14/2022 08:00 AM	02/15/2022 08:00 AM	02/15/2022 08:00 AM		0.112	14888	SARS-CoV-2 N1	14585.05371	0	207.9195595	25979626.92	SARS-CoV-2 N2	15694.75464	0	249.3927956	27956281.7					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	02/18/2022		2/21/22	NT04473	Kookaburra		CP0082	A03	AJ	2/21/22	2108255	Kookaburra	3J	EP0082	A03	AJ	2/22/22	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	J3	AP0047	E03	JL	
H01-0375	1.1	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Pass	Processing	Complete	Composite	10/16/2022 08:00 AM	10/17/2022 08:00 AM	10/17/2022 08:00 AM		1.4	19162	SARS-CoV-2 N1	51.62926197	0	4.56748724	91964.62288	SARS-CoV-2 N2	47.93769836	1.336860359	6.851563454	85389.02521					Human RNase P	10937.59418	6.140403748	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	10/24/2022		10/24/22	NT04455	Kookaburra		CP000267	C02	AJ	10/24/22	2108255	Halcyon	J2	EP000267	E02	AJ	10/25/22	OneStep RT-ddPCR	Manual	DQ	63101837	QX 200	J2	AP0129	B05	JL	
L01-0143	1.1	L01-0143	Sample	WWTP	Doddridge	WestUnionWWTP-01	Pass	Processing	Complete	Composite	06/12/2022 09:00 AM	06/13/2022 09:00 AM	06/13/2022 09:00 AM		0.275	18759	SARS-CoV-2 N1	412.4964905	0	146.8742275	734759.3737	SARS-CoV-2 N2	404.838829	0	184.926548	721119.1642					Human RNase P	4468.681673	2.508733571	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	06/15/2022	7.48	6/14/22	NT04473	Kookaburra		CP0000168	A05	AJ	6/14/22	2108255	Halcyon	F5	EP000168	D05	AJ	6/15/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	F5	AP0091	E04	JL	
C01-0208	1.1	C01-0208	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Processing	Complete	Composite	06/22/2022 07:00 AM	06/23/2022 07:00 AM	06/23/2022 07:00 AM		7.517	17985	SARS-CoV-2 N1	26.18015289	0	135.2418232	46633.39734	SARS-CoV-2 N2	15.70459723	0	165.2563286	27973.81382					Human RNase P	2330.438127	1.308316141	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	06/29/2022	6.96	6/29/22	NT04473	Halcyon		CP000176	A03	AJ	6/29/22	2108255	Kookaburra	E3	EP000178	A03	AJ	6/30/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	E3	AP0095	C01	JL	
G01-0043	1.1	G	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Processing	Complete	Composite	01/08/2022 09:00 AM	01/09/2022 08:00 AM	01/09/2022 08:50 AM		0.98	17997	SARS-CoV-2 N1	24.85386372	0	475.984993	44270.94474	SARS-CoV-2 N2	3.922549188	0	0	6987.040741					Human RNase P	34946.85967	19.61928964	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	01/14/2022	7.12	1/19/22	NT04474	Halcyon		CP0060	D03	AJ	1/19/22	2108255	Halcyon	C2	EP0060	C02	AJ	1/19/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	C2	AP0036	C02	JL	
L01-0216	1.1	Sample	Sample	WWTP	Doddridge	WestUnionWWTP-01	Pass	Processing	Complete	Composite	08/13/2022 09:00 AM	08/14/2022 09:00 AM	08/14/2022 09:00 AM		0.315	18285	SARS-CoV-2 N1	189.926281	0	262.9683495	338306.188	SARS-CoV-2 N2	182.1440887	1.885747313	250.8826065	324444.1581					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	08/17/2022		8/17/22	NT04473	Kookaburra		CP0000213	B06	AJ	8/17/22	2108255	Kookaburra	E4	EP000214	E04	AJ	8/18/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	E4	AP0109	D05	JL	
C01-0053	1.1	Sample	Sample	WWTP	Ohio	WheelingWWTP-01	Pass	Processing	Complete	Composite	12/06/2021 07:00 AM	12/07/2021 07:00 AM	12/07/2021 07:00 AM		13.779	17174	SARS-CoV-2 N1	17.81752467	0	368.7264633	31737.46582	SARS-CoV-2 N2	19.18866396	0	319.8027611	34179.80768	None				Human RNase P	17086.41825	9.592375159	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	12/14/2021	6.92	12/15/21	NT04474	Halcyon		CP0049	B01	AJ	12/15/21	2108255	Halcyon	K5	EP0049	A05	AJ	12/21/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	K5	AP0028	A05	JL	
A03-0272	1.1	A03-0272	Sample	K-12	Monongalia	SuncrestES-01	Pass	Processing	Complete	Composite	03/30/2022 06:00 AM	03/30/2022 02:00 PM	03/31/2022 10:11 AM	GZ		15510	SARS-CoV-2 N1	6.068973541	0	339.5400238	10810.35912	SARS-CoV-2 N2	1.517096758	0	386.9182968	2702.3286					Human RNase P	45963.29838	25.80395699	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	03/31/2022	8.18	4/1/22	NT04473	Kookaburra		CP000109	D06	AJ	4/1/22	2110258	Kookaburra	L8	EP000109	C08	AJ	4/4/22	OneStep RT-ddPCR	Manual	DQ	58477040	QX 200	L8	AP0060	E08	JL	
E02-0225	1.1	Sample	Sample	WWTP	Mercer	AthensWWTP-01	Pass	Processing	Processing	Composite	11/09/2022 08:00 AM	11/10/2022 08:00 AM	11/10/2022 08:00 AM		0.156																																																															AJ	11/11/2022																										
H01-0043	1.1	Sample	Sample	WWTP	Marshall	MoundsvilleWWTP-01	Fail: Temperature Above Threshold	Rejected	Rejected	Composite	11/18/2021 08:00 AM	11/19/2021 08:00 AM	11/19/2021 08:15 AM		1.5																																																															JL	11/29/2021																										SAT AT FEDEX OVER WEEKEND
K01-0069	1.1	K01-0069	Sample	WWTP	Wood	ParkersburgWWTP-01	Pass	Processing	Complete	Composite	04/11/2022 06:00 AM	04/12/2022 06:00 AM	04/12/2022 06:00 AM		7.54	17205	SARS-CoV-2 N1	8.206980228	0	72.49384403	14618.68353	SARS-CoV-2 N2	6.838951707	0	81.57130241	12181.88273					Human RNase P	4872.32809	2.735342085	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				JL	04/21/2022	7.2	4/21/22	NT04473	Kookaburra		CP000125	C02	AJ	4/21/22	2108255	Kookaburra	H6	EP000125	B06	AJ	4/25/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	H6	AP0069	B06	JL	
A01-0233	1.1	A01-0233	Sample	WWTP	Monongalia	StarCityWWTP-01	Pass	Processing	Complete	Composite	04/20/2022 12:00 AM	04/21/2022 12:00 AM	04/21/2022 12:00 AM		10.6	18243	SARS-CoV-2 N1	33.55813503	0	44.48894978	59775.42803	SARS-CoV-2 N2	27.10093021	0	44.48894978	48273.53194					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	04/25/2022	7.14	4/25/22	NT04473	Kookaburra		CP000127	B03	AJ	4/25/22	2108255	Kookaburra	NAB 37 A1	EP000127	B01	AJ	4/26/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	NAB 37 A1	AP0070	B01	JL	
K01-0108	1.1	Sample	Sample	WWTP	Wood	ParkersburgWWTP-01	Pass	Processing	Complete	Composite	06/22/2022 06:20 AM	06/23/2022 06:20 AM	06/23/2022 06:20 AM		5.653	18999	SARS-CoV-2 N1	68.21382523	0	135.2418232	121505.8762	SARS-CoV-2 N2	70.69805622	0	165.2563286	125930.9126					Human RNase P	2206.056544	1.238487884	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	06/29/2022		6/29/22	NT04473	Halcyon		CP000176	C03	AJ	6/29/22	2108255	Kookaburra	F7	EP000178	B07	AJ	6/30/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	F7	AP0095	G02	JL	
R01-0112	1.1	Sample	Sample	WWTP	Randolph	HuttonsvilleWWTP-01	Pass	Processing	Complete	Composite	08/18/2022 09:00 AM	08/19/2022 08:30 AM	08/19/2022 08:45 AM		0.137	11556	SARS-CoV-2 N1	0	0	183.8822556	0	SARS-CoV-2 N2	0	2.018565834	219.9817276	0					Human RNase P	10881.93309	6.109155416	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	08/24/2022		8/24/22	NT04473	Kookaburra		CP000219	A04	AJ	8/24/22	2108255	Kookaburra	I4	EP000220	D04	AJ	8/25/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	I4	AP0111	D07	JL	
O01-0042	1.1	O01-0042	Sample	WWTP	Taylor	GraftonWWTP-01	Pass	Processing	Complete	Composite	02/22/2022 08:45 AM	02/23/2022 08:45 AM	02/23/2022 08:45 AM		1.61	15823	SARS-CoV-2 N1	93.87042999	0	403.9231873	167206.7034	SARS-CoV-2 N2	53.59437943	0	436.4203262	95464.98835					Human RNase P	15895.73851	8.923923373	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	02/25/2022	6.74	2/28/22	NT04473	Kookaburra		CP000086	D01	AJ	2/28/22	2110285	Kookaburra	L3	EP000086	C03	AJ	2/28/22	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	L3	AP0049	E05	JL	
O01-0218	1.1	Sample	Sample	WWTP	Taylor	GraftonWWTP-01	Pass	Processing	Complete	Composite	11/02/2022 06:00 AM	11/03/2022 06:00 AM	11/03/2022 06:00 AM		0.35	19450	SARS-CoV-2 N1	62.9906368255616	0	197.161045074463	112202.071845532	SARS-CoV-2 N2	50.8639526367188	1.32968336343765	203.42737197876	90601.4156341554					Human RNase P	0	0	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	11/10/2022		2022-11-10	NT04455	Halcyon		CP000280	A03	AJ	2022-11-10	2204324	Halcyon	J3	EP000281	D03	AJ	2022-11-15	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	J3	AP0133	C05	JL	
L01-0177	1.1	Sample	Sample	WWTP	Doddridge	WestUnionWWTP-01	Pass	Processing	Complete	Composite	07/21/2022 09:00 AM	07/22/2022 09:00 AM	07/22/2022 09:00 AM		0.222	19752	SARS-CoV-2 N1	644.8802948	1.212387607	102.8934669	1148693.025	SARS-CoV-2 N2	663.2526398	0	133.8494492	1181418.765					Human RNase P	4244.014495	2.382604629	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	08/03/2022		8/2/22	NT04473	Kookaburra		CP000202	C02	AJ	8/3/22	2108255	Kookaburra	K6	EP000203	D06	AJ	8/4/22	OneStep RT-ddPCR	Manual	DQ	58477041	QX 200	K6	AP0105	F08	JL	
G01-0077	1.1	G	Sample	WWTP	Mineral	KeyserWWTP-01	Pass	Processing	Complete	Composite	01/09/2022 09:00 AM	01/10/2022 08:00 AM	01/10/2022 08:45 AM		1.369	17494	SARS-CoV-2 N1	18.83752346	0	475.984993	33554.33866	SARS-CoV-2 N2	2.690151632	0	0	4791.832594					Human RNase P	16773.81221	9.416877031	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	01/14/2022	7.11	1/19/22	NT04474	Halcyon		CP0060	D05	AJ	1/19/22	2108255	Halcyon	C4	EP0060	C04	AJ	1/19/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	C4	AP0036	C04	JL	
D01-0192	1.1	Sample	Sample	WWTP	Jefferson	CharlesTownWWTP-01	Pass	Processing	Complete	Composite	10/16/2022 07:40 AM	10/17/2022 07:40 AM	10/17/2022 07:40 AM		1.22	20780	SARS-CoV-2 N1	157.9199219	1.163296252	2.334614396	281294.8608	SARS-CoV-2 N2	181.8707466	2.326650023	2.334614396	323957.2674					Human RNase P	22192.08263	12.45871305	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	10/19/2022		10/19/22	NT04455	Halcyon		CP000263	D03	AJ	10/19/22	NT04455	Halcyon	K5	EP000265	C05	AJ	10/20/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	K5	AP0128	E03	JL	
B01-0027	1.1	Sample	Sample	WWTP	Kanawha	CharlestonWWTP-01	Pass	Processing	Complete	Composite	12/05/2021 07:00 AM	12/06/2021 07:00 AM	12/06/2021 08:25 AM	-	6.349	11440	SARS-CoV-2 N1	12.34383821	0	584.9592972	21987.46182	SARS-CoV-2 N2	2.056856751	0	645.5539703	3663.776089	None				Human RNase P	3663.776089	2.056856751	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		CDC nCov-2 Triplex	0.005																																				AJ	12/07/2021	7.13	12/8/21	NT04474	Halcyon		CP0045	C02	AJ	12/8/21	2110258	Halcyon	D2	EP0045	B02	AJ	12/9/21	OneStep RT-ddPCR	Manual	DQ	58477038	QX 200	D2	AP0025	D02	JL	
D01-0024	1.2	D01-0024	Sample	WWTP	Jefferson	CharlesTownWWTP-01	Pass	Processing	Complete	Composite	03/23/2022 07:40 AM	03/24/2022 07:40 AM	03/24/2022 07:40 AM		1.3	8948	SARS-CoV-2 N1	0	0	465.9441757	0	SARS-CoV-2 N2	0	0	440.8116531	0					Human RNase P	9368.897639	5.259732008	10	Ceres Nanotrap	0.475	0.4	Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit	0.075		BRSV Triplex	0.005																																				JL	03/25/2022	7.01	3/29/22	NT04473	Halcyon		CP000105	B06	AJ	3/29/22	2110258	Halcyon	J4	EP000106	B04	AJ	3/31/22	OneStep RT-ddPCR	Manual	DQ	XXXXXX	QX 200	J4	AP0059	G02	JL	
