assay_id	extraction_id	assay_batch_id	assay_location_in_batch	assay_input_ul	assay_target	assay_target_category	assay_target_genetic_locus	assay_target_macromolecule	assay_target_fluorophore	assay_accepted_droplets	assay_target_calculated_copies_per_ul_reaction	assay_target_copies_per_ul_reaction	assay_comment
A01-0051.a3	A01-0051.e1	AP12	F01	5	Human	Internal Control	RNase P	RNA	HEX	15165	0	34.74868774	
A01-0052.a1	A01-0052.e1	AP12	G01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15426	0	184.2996788	
A01-0052.a2	A01-0052.e1	AP12	G01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15426	0	274.1783714	
A01-0052.a3	A01-0052.e1	AP12	G01	5	Human	Internal Control	RNase P	RNA	HEX	15426	0	86.28489494	
A01-0053.a1	A01-0053.e1	AP12	H01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15194	0	183.9378929	
A01-0053.a2	A01-0053.e1	AP12	H01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15194	0	159.6080971	
A01-0053.a3	A01-0053.e1	AP12	H01	5	Human	Internal Control	RNase P	RNA	HEX	15194	0	45.48194408	
A01-0054.a1	A01-0054.e1	AP13	H03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16239	0	123.9551067	
A01-0054.a2	A01-0054.e1	AP13	H03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16239	0	109.097271	
A01-0054.a3	A01-0054.e1	AP13	H03	5	Human	Internal Control	RNase P	RNA	HEX	16239	0	67.2795248	
A01-0055.a1	A01-0055.e1	AP13	A04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15213	0	103.48382	
A01-0055.a2	A01-0055.e1	AP13	A04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15213	0	135.6477165	
A01-0055.a3	A01-0055.e1	AP13	A04	5	Human	Internal Control	RNase P	RNA	HEX	15213	0	216.2626457	
A01-0056.a1	A01-0056.e1	AP12	F04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	7390	0	99.36486244	
A01-0056.a2	A01-0056.e1	AP12	F04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	7390	0	87.88179398	
A01-0056.a3	A01-0056.e1	AP12	F04	5	Human	Internal Control	RNase P	RNA	HEX	7390	0	45.81719398	
A01-0057.a1	A01-0057.e1	AP12	G04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	9226	0	251.7256927	
A01-0057.a2	A01-0057.e1	AP12	G04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	9226	0	92.49897003	
A01-0057.a3	A01-0057.e1	AP12	G04	5	Human	Internal Control	RNase P	RNA	HEX	9226	0	56.12654686	
A01-0058.a1	A01-0058.e1	AP12	H04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	11474	0	121.0015488	
A01-0058.a2	A01-0058.e1	AP12	H04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	11474	0	79.13524628	
A01-0058.a3	A01-0058.e1	AP12	H04	5	Human	Internal Control	RNase P	RNA	HEX	11474	0	79.13524628	
A01-0059.a1	A01-0059.e1	AP14	E05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	10172	0	34.72293139	
A01-0059.a2	A01-0059.e1	AP14	E05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	10172	0	11.56861782	
A01-0059.a3	A01-0059.e1	AP14	E05	5	Human	Internal Control	RNase P	RNA	HEX	10172	0	2.313268632	
A01-0060.a1	A01-0060.e1	AP14	F05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15183	0	43.43224525	
A01-0060.a2	A01-0060.e1	AP14	F05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15183	0	49.64339733	
A01-0060.a3	A01-0060.e1	AP14	F05	5	Human	Internal Control	RNase P	RNA	HEX	15183	0	43.43224525	
A01-0061.a1	A01-0061.e1	AP14	G05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	11182	0	107.5607967	
A01-0061.a2	A01-0061.e1	AP14	G05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	11182	0	141.4069462	
A01-0061.a3	A01-0061.e1	AP14	G05	5	Human	Internal Control	RNase P	RNA	HEX	11182	0	44.2302084	
A01-0062.a1	A01-0062.e1	AP14	B06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	8430	0	47.4974966	
A01-0062.a2	A01-0062.e1	AP14	B06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	8430	0	8.374946117	
A01-0062.a3	A01-0062.e1	AP14	B06	5	Human	Internal Control	RNase P	RNA	HEX	8430	0	11.16725802	
A01-0063.a1	A01-0063.e1	AP14	C06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	10085	0	46.70852184	
A01-0063.a2	A01-0063.e1	AP14	C06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	10085	0	16.33743882	
A01-0063.a3	A01-0063.e1	AP14	C06	5	Human	Internal Control	RNase P	RNA	HEX	10085	0	7.000370026	
A01-0064.a1	A01-0064.e1	AP14	D06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12786	0	51.58344746	
A01-0064.a2	A01-0064.e1	AP14	D06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12786	0	12.88526416	
A01-0064.a3	A01-0064.e1	AP14	D06	5	Human	Internal Control	RNase P	RNA	HEX	12786	0	5.521392226	
A01-0065.a1	A01-0065.e1	AP14	E06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	11037	0	34.13461208	
A01-0065.a2	A01-0065.e1	AP14	E06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	11037	0	17.0611167	
A01-0065.a3	A01-0065.e1	AP14	E06	5	Human	Internal Control	RNase P	RNA	HEX	11037	0	19.19462681	
A01-0066.a1	A01-0066.e1	AP14	F06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12829	0	27.52729654	
A01-0066.a2	A01-0066.e1	AP14	F06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12829	0	29.36359167	
A01-0066.a3	A01-0066.e1	AP14	F06	5	Human	Internal Control	RNase P	RNA	HEX	12829	0	27.52729654	
A01-0067.a1	A01-0067.e1	AP15	A01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	0.11	0		
A01-0067.a2	A01-0067.e1	AP15	A01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	0.11	0		
A01-0067.a3	A01-0067.e1	AP15	A01	5	Human	Internal Control	RNase P	RNA	HEX	0.11	0		
A01-0068.a1	A01-0068.e1	AP15	B01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	44.8	0		
A01-0068.a2	A01-0068.e1	AP15	B01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	44.8	0		
A01-0068.a3	A01-0068.e1	AP15	B01	5	Human	Internal Control	RNase P	RNA	HEX	44.8	0		
A01-0069.a1	A01-0069.e1	AP15	A03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM		0		
A01-0069.a2	A01-0069.e1	AP15	A03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX		0		
A01-0069.a3	A01-0069.e1	AP15	A03	5	Human	Internal Control	RNase P	RNA	HEX		0		
A01-0070.a1	A01-0070.e1	AP15	G03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM		0		
A01-0070.a2	A01-0070.e1	AP15	G03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX		0		
A01-0070.a3	A01-0070.e1	AP15	G03	5	Human	Internal Control	RNase P	RNA	HEX		0		
A01-0071.a1	A01-0071.e1	AP15	G04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM		0		
A01-0071.a2	A01-0071.e1	AP15	G04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX		0		
A01-0071.a3	A01-0071.e1	AP15	G04	5	Human	Internal Control	RNase P	RNA	HEX		0		
A01-0072.a1	A01-0072.e1	AP15	G05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM		0		
A01-0072.a2	A01-0072.e1	AP15	G05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX		0		
A01-0072.a3	A01-0072.e1	AP15	G05	5	Human	Internal Control	RNase P	RNA	HEX		0		
A01-0073.a1	A01-0073.e1	AP16	A04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15317	0	118.5828781	
A01-0073.a2	A01-0073.e1	AP16	A04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15317	0	92.35078812	
A01-0073.a3	A01-0073.e1	AP16	A04	5	Human	Internal Control	RNase P	RNA	HEX	15317	0	26.12927675	
A01-0074.a1	A01-0074.e1	AP16	A05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13106	0	35.93374491	
A01-0074.a2	A01-0074.e1	AP16	A05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13106	0	5.386564732	
A01-0074.a3	A01-0074.e1	AP16	A05	5	Human	Internal Control	RNase P	RNA	HEX	13106	0	19.75676894	
A01-0075.a1	A01-0075.e1	AP16	A06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	10153	0	30.14659166	
A01-0075.a2	A01-0075.e1	AP16	A06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	10153	0	25.5061388	
A01-0075.a3	A01-0075.e1	AP16	A06	5	Human	Internal Control	RNase P	RNA	HEX	10153	0	6.953478456	
A01-0076.a1	A01-0076.e1	AP16	D01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16995	0	105.4572296	
A01-0076.a2	A01-0076.e1	AP16	D01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16995	0	99.89504814	
A01-0076.a3	A01-0076.e1	AP16	D01	5	Human	Internal Control	RNase P	RNA	HEX	16995	0	47.11981773	
A01-0077.a1	A01-0077.e1	AP16	D02	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12345	0	129.9654007	
A01-0077.a2	A01-0077.e1	AP16	D02	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12345	0	53.42825413	
A01-0077.a3	A01-0077.e1	AP16	D02	5	Human	Internal Control	RNase P	RNA	HEX	12345	0	9.531865716	
A01-0078.a1	A01-0078.e1	AP16	D03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	11032	0	59.79523182	
A01-0078.a2	A01-0078.e1	AP16	D03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	11032	0	38.42234612	
A01-0078.a3	A01-0078.e1	AP16	D03	5	Human	Internal Control	RNase P	RNA	HEX	11032	0	17.06885219	
A01-0079.a1	A01-0079.e1	AP20	B01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	11681	0	32.2	
A01-0079.a2	A01-0079.e1	AP20	B01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	11681	0	50.4	
A01-0079.a3	A01-0079.e1	AP20	B01	5	Human	Internal Control	RNase P	RNA	HEX	11681	0	16.2	
A01-0080.a1	A01-0080.e1	AP20	B02	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13478	0	63	
A01-0080.a2	A01-0080.e1	AP20	B02	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13478	0	61.2	
A01-0080.a3	A01-0080.e1	AP20	B02	5	Human	Internal Control	RNase P	RNA	HEX	13478	0	17.4	
A01-0081.a1	A01-0081.e1	AP20	B03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14265	0	59.4	
A01-0081.a2	A01-0081.e1	AP20	B03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14265	0	59.4	
A01-0081.a3	A01-0081.e1	AP20	B03	5	Human	Internal Control	RNase P	RNA	HEX	14265	0	19.8	
A01-0082.a1	A01-0082.e1	AP20	C07	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15687	0	57	
A01-0082.a2	A01-0082.e1	AP20	C07	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15687	0	51	
A01-0082.a3	A01-0082.e1	AP20	C07	5	Human	Internal Control	RNase P	RNA	HEX	15687	0	19.6	
A01-0083.a1	A01-0083.e1	AP20	C08	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14231	0	142.6	
A01-0083.a2	A01-0083.e1	AP20	C08	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14231	0	104.4	
A01-0083.a3	A01-0083.e1	AP20	C08	5	Human	Internal Control	RNase P	RNA	HEX	14231	0	11.6	
A01-0084.a1	A01-0084.e1	AP20	E01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14854	0	81	
A01-0084.a2	A01-0084.e1	AP20	E01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14854	0	73	
A01-0084.a3	A01-0084.e1	AP20	E01	5	Human	Internal Control	RNase P	RNA	HEX	14854	0	54	
A01-0085.a1	A01-0085.e1	AP21	A01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16300	0	34.67006207	
A01-0085.a2	A01-0085.e1	AP21	A01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16300	0	37.56154299	
A01-0085.a3	A01-0085.e1	AP21	A01	5	Human	Internal Control	RNase P	RNA	HEX	16300	0	0	
A01-0088.a1	A01-0088.e1	AP21	C02	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13295	0	24.79017258	NO FLOW
A01-0088.a2	A01-0088.e1	AP21	C02	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13295	0	10.62116027	NO FLOW
A01-0088.a3	A01-0088.e1	AP21	C02	5	Human	Internal Control	RNase P	RNA	HEX	13295	0	24.79017258	NO FLOW
A01-0089.a1	A01-0089.e1	AP21	C03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12894	0	36.52501583	NO FLOW
A01-0089.a2	A01-0089.e1	AP21	C03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12894	0	9.125940204	NO FLOW
A01-0089.a3	A01-0089.e1	AP21	C03	5	Human	Internal Control	RNase P	RNA	HEX	12894	0	5.475139618	NO FLOW
A01-0090.a1	A01-0090.e1	AP21	C04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	11354	0	37.33181953	NO FLOW
A01-0090.a2	A01-0090.e1	AP21	C04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	11354	0	26.95592642	NO FLOW
A01-0090.a3	A01-0090.e1	AP21	C04	5	Human	Internal Control	RNase P	RNA	HEX	11354	0	53.94277096	NO FLOW
A01-0091.a1	A01-0091.e1	AP22	A06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	20727	0	53.41526031	
A01-0091.a2	A01-0091.e1	AP22	A06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	20727	0	48.86455536	
A01-0091.a3	A01-0091.e1	AP22	A06	5	Human	Internal Control	RNase P	RNA	HEX	20727	0	36.3546586	
A01-0092.a1	A01-0092.e1	AP22	A07	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	20540	0	28.65596771	
A01-0092.a2	A01-0092.e1	AP22	A07	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	20540	0	41.27565861	
A01-0092.a3	A01-0092.e1	AP22	A07	5	Human	Internal Control	RNase P	RNA	HEX	20540	0	44.71856594	
A01-0093.a1	A01-0093.e1	AP22	A08	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15524	0	57.66643524	
A01-0093.a2	A01-0093.e1	AP22	A08	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15524	0	74.38576221	
A01-0093.a3	A01-0093.e1	AP22	A08	5	Human	Internal Control	RNase P	RNA	HEX	15524	0	88.07405472	
A01-0094.a1	A01-0094.e1	AP24	C07	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16342	0	54.77657318	
A01-0094.a2	A01-0094.e1	AP24	C07	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16342	0	23.04828167	
A01-0094.a3	A01-0094.e1	AP24	C07	5	Human	Internal Control	RNase P	RNA	HEX	16342	0	1.439856291	
A01-0095.a1	A01-0095.e1	AP23	C07	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14578	0	85.69976807	
A01-0095.a2	A01-0095.e1	AP23	C07	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14578	0	38.76877785	
A01-0095.a3	A01-0095.e1	AP23	C07	5	Human	Internal Control	RNase P	RNA	HEX	14578	0	14.53080654	
A01-0096.a1	A01-0096.e1	AP23	C08	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14038	0	185.099659	
A01-0096.a2	A01-0096.e1	AP23	C08	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14038	0	164.8360825	
A01-0096.a3	A01-0096.e1	AP23	C08	5	Human	Internal Control	RNase P	RNA	HEX	14038	0	11.7357862	
A01-0097.a1	A01-0097.e1	AP23	D01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	11651	0	50.54221153	
A01-0097.a2	A01-0097.e1	AP23	D01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	11651	0	38.40217352	
A01-0097.a3	A01-0097.e1	AP23	D01	5	Human	Internal Control	RNase P	RNA	HEX	11651	0	6.059336066	
A01-0098.a1	A01-0098.e1	AP23	D02	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	9174	0	25.66191912	
A01-0098.a2	A01-0098.e1	AP23	D02	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	9174	0	12.82746196	
A01-0098.a3	A01-0098.e1	AP23	D02	5	Human	Internal Control	RNase P	RNA	HEX	9174	0	2.564933002	
A01-0099.a1	A01-0099.e1	AP23	D03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	7813	0	48.23455334	
A01-0099.a2	A01-0099.e1	AP23	D03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	7813	0	12.0493722	
A01-0099.a3	A01-0099.e1	AP23	D03	5	Human	Internal Control	RNase P	RNA	HEX	7813	0	0	
A01-0100.a1	A01-0100.e1	AP23	D04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	13740	0	30.84476471	
A01-0100.a2	A01-0100.e1	AP23	D04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	13740	0	15.41732907	
A01-0100.a3	A01-0100.e1	AP23	D04	5	Human	Internal Control	RNase P	RNA	HEX	13740	0	29.13010359	
A01-0101.a1	A01-0101.e1	AP14	A06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	10936	0	0	
A01-0101.a2	A01-0101.e1	AP14	A06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	10936	0	0	
A01-0101.a3	A01-0101.e1	AP14	A06	5	Human	Internal Control	RNase P	RNA	HEX	10936	0	2.151653916	
A01-0102.a1	A01-0102.e1	AP15	E04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM		0		
A01-0102.a2	A01-0102.e1	AP15	E04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX		0		
A01-0102.a3	A01-0102.e1	AP15	E04	5	Human	Internal Control	RNase P	RNA	HEX		0		
A01-0103.a1	A01-0103.e1	AP15	E05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM		0		
A01-0103.a2	A01-0103.e1	AP15	E05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX		0		
A01-0103.a3	A01-0103.e1	AP15	E05	5	Human	Internal Control	RNase P	RNA	HEX		0		
A01-0111.a1	A01-0111.e1	AP23	D05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14138	0	569.3556595	
A01-0111.a2	A01-0111.e1	AP23	D05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14138	0	509.7551727	
A01-0111.a3	A01-0111.e1	AP23	D05	5	Human	Internal Control	RNase P	RNA	HEX	14138	0	24.9772644	
A01-0112.a1	A01-0112.e1	AP24	C08	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12085	0	89.73257065	
A01-0112.a2	A01-0112.e1	AP24	C08	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12085	0	42.87288189	
A01-0112.a3	A01-0112.e1	AP24	C08	5	Human	Internal Control	RNase P	RNA	HEX	12085	0	23.37552547	
A01-0113.a1	A01-0113.e1	AP25	A07	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12779	0	81.15506172	
A01-0113.a2	A01-0113.e1	AP25	A07	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12779	0	64.53237534	
A01-0113.a3	A01-0113.e1	AP25	A07	5	Human	Internal Control	RNase P	RNA	HEX	12779	0	51.61173344	
A01-0114.a1	A01-0114.e1	AP25	A08	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15612	0	419.6903992	
A01-0114.a2	A01-0114.e1	AP25	A08	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15612	0	448.8594437	
A01-0114.a3	A01-0114.e1	AP25	A08	5	Human	Internal Control	RNase P	RNA	HEX	15612	0	46.76767349	
A01-0115.a1	A01-0115.e1	AP25	B01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	16873	0	68.42995167	
A01-0115.a2	A01-0115.e1	AP25	B01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	16873	0	68.42995167	
A01-0115.a3	A01-0115.e1	AP25	B01	5	Human	Internal Control	RNase P	RNA	HEX	16873	0	41.87225819	
A01-0116.a1	A01-0116.e1	AP25	C01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15510	0	53.15667152	
A01-0116.a2	A01-0116.e1	AP25	C01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15510	0	47.0755434	
A01-0116.a3	A01-0116.e1	AP25	C01	5	Human	Internal Control	RNase P	RNA	HEX	15510	0	30.36053419	
A01-0117.a1	A01-0117.e1	AP25	C02	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	11505	0	26.6019392	
A01-0117.a2	A01-0117.e1	AP25	C02	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	11505	0	2.045235485	
A01-0117.a3	A01-0117.e1	AP25	C02	5	Human	Internal Control	RNase P	RNA	HEX	11505	0	12.27408051	
A01-0118.a1	A01-0118.e1	AP25	C03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	11089	0	25.47622204	
A01-0118.a2	A01-0118.e1	AP25	C03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	11089	0	16.98108196	
A01-0118.a3	A01-0118.e1	AP25	C03	5	Human	Internal Control	RNase P	RNA	HEX	11089	0	19.10457969	
A01-0119.a1	A01-0119.e1	AP27	G03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	10815	0	52.27308273	
A01-0119.a2	A01-0119.e1	AP27	G03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	10815	0	41.37327671	
A01-0119.a3	A01-0119.e1	AP27	G03	5	Human	Internal Control	RNase P	RNA	HEX	10815	0	15.23432374	
A01-0120.a1	A01-0120.e1	AP27	G04	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12143	0	182.8518486	
A01-0120.a2	A01-0120.e1	AP27	G04	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12143	0	97.08469391	
A01-0120.a3	A01-0120.e1	AP27	G04	5	Human	Internal Control	RNase P	RNA	HEX	12143	0	11.62903428	
A01-0121.a1	A01-0121.e1	AP27	G05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14863	0	34.85370159	
A01-0121.a2	A01-0121.e1	AP27	G05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14863	0	34.85370159	
A01-0121.a3	A01-0121.e1	AP27	G05	5	Human	Internal Control	RNase P	RNA	HEX	14863	0	22.17365265	
A01-0122.a1	A01-0122.e1	AP28	A01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	17937	0	51.21514797	
A01-0122.a2	A01-0122.e1	AP28	A01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	17937	0	43.32863331	
A01-0122.a3	A01-0122.e1	AP28	A01	5	Human	Internal Control	RNase P	RNA	HEX	17937	0	28.87688875	
A01-0123.a1	A01-0123.e1	AP28	A02	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	15917	0	29.58372355	
A01-0123.a2	A01-0123.e1	AP28	A02	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	15917	0	35.5049324	
A01-0123.a3	A01-0123.e1	AP28	A02	5	Human	Internal Control	RNase P	RNA	HEX	15917	0	28.103652	
A01-0124.a1	A01-0124.e1	AP28	A03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	18663	0	34.06494617	
A01-0124.a2	A01-0124.e1	AP28	A03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	18663	0	45.43089867	
A01-0124.a3	A01-0124.e1	AP28	A03	5	Human	Internal Control	RNase P	RNA	HEX	18663	0	45.43089867	
A01-0125.a1	A01-0125.e1	AP32	H01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12951	0	3.63388598	
A01-0125.a2	A01-0125.e1	AP32	H01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12951	0	9.085767269	
A01-0125.a3	A01-0125.e1	AP32	H01	5	Human	Internal Control	RNase P	RNA	HEX	12951	0	0	
A01-0126.a1	A01-0126.e1	AP32	H02	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	12576	0	5.613601804	
A01-0126.a2	A01-0126.e1	AP32	H02	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	12576	0	11.22854352	
A01-0126.a3	A01-0126.e1	AP32	H02	5	Human	Internal Control	RNase P	RNA	HEX	12576	0	1.871051639	
A01-0127.a1	A01-0127.e1	AP32	H03	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	11266	0	2.08862558	
A01-0127.a2	A01-0127.e1	AP32	H03	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	11266	0	4.177436829	
A01-0127.a3	A01-0127.e1	AP32	H03	5	Human	Internal Control	RNase P	RNA	HEX	11266	0	2.08862558	
A01-0128.a1	A01-0128.e1	AP30	A05	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	10086	0	84.13386345	
A01-0128.a2	A01-0128.e1	AP30	A05	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	10086	0	44.36649323	
A01-0128.a3	A01-0128.e1	AP30	A05	5	Human	Internal Control	RNase P	RNA	HEX	10086	0	21.00528002	
A01-0129.a1	A01-0129.e1	AP30	A07	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	14909	0	206.0659599	
A01-0129.a2	A01-0129.e1	AP30	A07	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	14909	0	172.6559258	
A01-0129.a3	A01-0129.e1	AP30	A07	5	Human	Internal Control	RNase P	RNA	HEX	14909	0	131.3567352	
A01-0130.a1	A01-0130.e1	AP30	A06	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	10163	0	64.91516113	
A01-0130.a2	A01-0130.e1	AP30	A06	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	10163	0	27.7988553	
A01-0130.a3	A01-0130.e1	AP30	A06	5	Human	Internal Control	RNase P	RNA	HEX	10163	0	67.23687172	
A01-0131.a1	A01-0131.e1	AP32	A01	5	SARS-CoV-2	Pathogen	N1	RNA	FAM	11032	0	6.399368644	
A01-0131.a2	A01-0131.e1	AP32	A01	5	SARS-CoV-2	Pathogen	N2	RNA	FAM/HEX	11032	0	14.93456841	
A01-0131.a3	A01-0131.e1	AP32	A01	5	Human	Internal Control	RNase P	RNA	HEX	11032	0	2.132929564	
