Asset Tag ID,Sample Collection Method,Sample Collection By,Sample Retrieved Date/Time,Sample Collection Start,Sample Collection End,Sample Received By,Sample Received Date,Assay Date,Comments,Sample QC Check,Sample Flow (MGD),Event Type,Site,Location,Category,Department
A01-1111,Composite,,12/04/2024 12:00 AM,12/03/2024 12:00 AM,12/04/2024 12:00 AM,AJ,12/05/2024,,,Pass,7.7,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1105,Composite,,11/26/2024 12:00 AM,11/25/2024 12:00 AM,11/26/2024 12:00 AM,AJ,12/05/2024,,,Pass,14.3,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1108,Composite,,12/01/2024 12:00 AM,11/30/2024 12:00 AM,12/01/2024 12:00 AM,AJ,12/05/2024,,,Pass,8.1,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1106,Composite,,11/27/2024 12:00 AM,11/26/2024 12:00 AM,11/27/2024 12:00 AM,AJ,12/05/2024,,,Pass,9.3,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1114,Composite,,12/08/2024 12:00 AM,12/07/2024 12:00 AM,12/08/2024 12:00 AM,AJ,12/11/2024,,,Pass,7.1,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1112,Composite,,12/05/2024 12:00 AM,12/04/2024 12:00 AM,12/05/2024 12:00 AM,AJ,12/11/2024,,,Pass,9.4,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1113,Composite,,12/07/2024 12:00 AM,12/06/2024 12:00 AM,12/07/2024 12:00 AM,AJ,12/11/2024,,,Pass,6.9,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A04-0633,Composite,,12/09/2024 08:00 AM,12/08/2024 08:00 AM,12/09/2024 08:00 AM,AJ,12/18/2024,,,Pass,0.577,Routine Surveillance,Monongalia,CheatLakeWWTP-01,Sample,WWTP
A04-0635,Composite,,12/16/2024 08:00 AM,12/15/2024 08:00 AM,12/16/2024 08:00 AM,AJ,12/18/2024,,,Pass,0.889,Routine Surveillance,Monongalia,CheatLakeWWTP-01,Sample,WWTP
A01-1122,Composite,,12/17/2024 12:00 AM,12/16/2024 12:00 AM,12/17/2024 12:00 AM,AJ,12/19/2024,,,Pass,13.7,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1116,Composite,,12/10/2024 12:00 AM,12/09/2024 12:00 AM,12/10/2024 12:00 AM,AJ,12/19/2024,,,Pass,12.6,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1123,Composite,,12/18/2024 12:00 AM,12/17/2024 12:00 AM,12/18/2024 12:00 AM,AJ,12/19/2024,,,Pass,13.8,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1121,Composite,,12/16/2024 12:00 AM,12/15/2024 12:00 AM,12/16/2024 12:00 AM,AJ,12/19/2024,,,Pass,14.0,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1119,Composite,,12/14/2024 12:00 AM,12/13/2024 12:00 AM,12/14/2024 12:00 AM,AJ,12/19/2024,,,Pass,8.5,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1115,Composite,,12/09/2024 12:00 AM,12/08/2024 12:00 AM,12/09/2024 12:00 AM,AJ,12/19/2024,,,Pass,13.0,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1120,Composite,,12/15/2024 12:00 AM,12/14/2024 12:00 AM,12/15/2024 12:00 AM,AJ,12/19/2024,,,Pass,12.9,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1117,Composite,,12/11/2024 12:00 AM,12/10/2024 12:00 AM,12/11/2024 12:00 AM,AJ,12/19/2024,,,Pass,19.0,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1118,Composite,,12/12/2024 12:00 AM,12/11/2024 12:00 AM,12/12/2024 12:00 AM,AJ,12/19/2024,,,Pass,12.8,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1133,Composite,,12/30/2024 12:00 AM,12/29/2024 12:00 AM,12/30/2024 12:00 AM,AJ,01/09/2025,,,Pass,6.8,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1135,Composite,,01/01/2025 12:00 AM,12/31/2024 12:00 AM,01/01/2025 12:00 AM,AJ,01/09/2025,,,Pass,8.1,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1134,Composite,,12/31/2024 12:00 AM,12/30/2024 12:00 AM,12/31/2024 12:00 AM,AJ,01/09/2025,,,Pass,8.1,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1137,Composite,,01/04/2025 12:00 AM,01/03/2025 12:00 AM,01/04/2025 12:00 AM,AJ,01/09/2025,,,Pass,6.9,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1139,Composite,,01/06/2025 12:00 AM,01/05/2025 12:00 AM,01/06/2025 12:00 AM,AJ,01/09/2025,,,Pass,6.8,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1136,Composite,,01/02/2025 12:00 AM,01/01/2025 12:00 AM,01/02/2025 12:00 AM,AJ,01/09/2025,,,Pass,7.5,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1140,Composite,,01/07/2025 12:00 AM,01/06/2025 12:00 AM,01/07/2025 12:00 AM,AJ,01/09/2025,,,Pass,7.0,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1138,Composite,,01/05/2025 12:00 AM,01/04/2025 12:00 AM,01/05/2025 12:00 AM,AJ,01/09/2025,,,Pass,6.9,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1130,Composite,,12/26/2024 12:00 AM,12/25/2024 12:00 AM,12/26/2024 12:00 AM,AJ,01/09/2025,,,Pass,6.7,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1126,Composite,,12/22/2024 12:00 AM,12/21/2024 12:00 AM,12/22/2024 12:00 AM,AJ,01/09/2025,,,Pass,8.1,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1131,Composite,,12/29/2024 12:00 AM,12/28/2024 12:00 AM,12/29/2024 12:00 AM,AJ,01/09/2025,,,Pass,6.6,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1125,Composite,,12/21/2024 12:00 AM,12/20/2024 12:00 AM,12/21/2024 12:00 AM,AJ,01/09/2025,,,Pass,9.1,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1132,Composite,,12/28/2024 12:00 AM,12/27/2024 12:00 AM,12/28/2024 12:00 AM,AJ,01/09/2025,,,Pass,6.8,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1124,Composite,,12/19/2024 12:00 AM,12/18/2024 12:00 AM,12/19/2024 12:00 AM,AJ,01/09/2025,,,Pass,14.0,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1129,Composite,,12/25/2024 12:00 AM,12/24/2024 12:00 AM,12/25/2024 12:00 AM,AJ,01/09/2025,,,Pass,6.2,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1128,Composite,,12/24/2024 12:00 AM,12/23/2024 12:00 AM,12/24/2024 12:00 AM,AJ,01/09/2025,,,Pass,8.1,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1127,Composite,,12/23/2024 12:00 AM,12/22/2024 12:00 AM,12/23/2024 12:00 AM,AJ,01/09/2025,,,Pass,7.6,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A04-0643,Composite,,01/06/2025 08:00 AM,01/05/2025 08:00 AM,01/06/2025 08:00 AM,AJ,01/09/2025,,,Pass,0.570,Routine Surveillance,Monongalia,CheatLakeWWTP-01,Sample,WWTP
A04-0638,Composite,,01/01/2025 08:00 AM,12/31/2024 08:00 AM,01/01/2025 08:00 AM,AJ,01/09/2025,,,Pass,0.566,Routine Surveillance,Monongalia,CheatLakeWWTP-01,Sample,WWTP
A04-0641,Composite,,12/23/2024 08:00 AM,12/22/2024 08:00 AM,12/23/2024 08:00 AM,AJ,01/09/2025,,,Pass,0.679,Routine Surveillance,Monongalia,CheatLakeWWTP-01,Sample,WWTP
A01-1143,Composite,,01/11/2025 12:00 AM,01/10/2025 12:00 AM,01/11/2025 12:00 AM,AJ,01/16/2025,,,Pass,7.5,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1144,Composite,,01/12/2025 12:00 AM,01/11/2025 12:00 AM,01/12/2025 12:00 AM,AJ,01/16/2025,,,Pass,8.0,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1141,Composite,,01/08/2025 12:00 AM,01/07/2025 12:00 AM,01/08/2025 12:00 AM,AJ,01/16/2025,,,Pass,7.2,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1145,Composite,,01/13/2025 12:00 AM,01/12/2025 12:00 AM,01/13/2025 12:00 AM,AJ,01/16/2025,,,Pass,8.9,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1142,Composite,,01/09/2025 12:00 AM,01/08/2025 12:00 AM,01/09/2025 12:00 AM,AJ,01/16/2025,,,Pass,7.2,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A04-0644,Composite,,01/13/2025 08:00 AM,01/12/2025 08:00 AM,01/13/2025 08:00 AM,AJ,01/16/2025,,,Pass,0.631,Routine Surveillance,Monongalia,CheatLakeWWTP-01,Sample,WWTP
A01-1148,Composite,,01/16/2025 12:00 AM,01/15/2025 12:00 AM,01/16/2025 12:00 AM,AJ,01/23/2025,,,Pass,8.8,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1151,Composite,,01/20/2025 12:00 AM,01/19/2025 12:00 AM,01/20/2025 12:00 AM,AJ,01/23/2025,,,Pass,10.7,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1146,Composite,,01/14/2025 12:00 AM,01/13/2025 12:00 AM,01/14/2025 12:00 AM,AJ,01/23/2025,,,Pass,8.5,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1147,Composite,,01/15/2025 12:00 AM,01/14/2025 12:00 AM,01/15/2025 12:00 AM,AJ,01/23/2025,,,Pass,8.5,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1150,Composite,,01/19/2025 12:00 AM,01/18/2025 12:00 AM,01/19/2025 12:00 AM,AJ,01/23/2025,,,Pass,12.5,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1149,Composite,,01/18/2025 12:00 AM,01/17/2025 12:00 AM,01/18/2025 12:00 AM,AJ,01/23/2025,,,Pass,11.4,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1152,Composite,,01/21/2025 12:00 AM,01/20/2025 12:00 AM,01/21/2025 12:00 AM,AJ,01/29/2025,,,Pass,9.9,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1153,Composite,,01/22/2025 12:00 AM,01/21/2025 12:00 AM,01/22/2025 12:00 AM,AJ,01/29/2025,,,Pass,10.9,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1154,Composite,,01/23/2025 12:00 AM,01/22/2025 12:00 AM,01/23/2025 12:00 AM,AJ,01/29/2025,,,Pass,10.5,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1155,Composite,,01/25/2025 12:00 AM,01/24/2025 12:00 AM,01/25/2025 12:00 AM,AJ,01/29/2025,,,Pass,9.7,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1156,Composite,,01/26/2025 12:00 AM,01/25/2025 12:00 AM,01/26/2025 12:00 AM,AJ,01/29/2025,,,Pass,10.4,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1158,Composite,,01/27/2025 12:00 AM,01/26/2025 12:00 AM,01/27/2025 12:00 AM,AJ,01/29/2025,,,Pass,10.4,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A04-0645,Composite,,01/26/2025 08:00 AM,01/25/2025 08:00 AM,01/26/2025 08:00 AM,AJ,01/29/2025,,,Pass,0.616,Routine Surveillance,Monongalia,CheatLakeWWTP-01,Sample,WWTP
A04-0636,Composite,,01/27/2025 08:00 AM,01/26/2025 08:00 AM,01/27/2025 08:00 AM,AJ,01/29/2025,,,Pass,0.691,Routine Surveillance,Monongalia,CheatLakeWWTP-01,Sample,WWTP
A01-1162,Composite,,02/02/2025 12:00 AM,02/01/2025 12:00 AM,02/02/2025 12:00 AM,AJ,02/06/2025,,,Pass,11.7,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1159,Composite,,01/28/2025 12:00 AM,01/27/2025 12:00 AM,01/28/2025 12:00 AM,AJ,02/06/2025,,,Pass,10.4,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1157,Composite,,01/29/2025 12:00 AM,01/28/2025 12:00 AM,01/29/2025 12:00 AM,AJ,02/06/2025,,,Pass,11.5,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1161,Composite,,02/01/2025 12:00 AM,01/31/2025 12:00 AM,02/01/2025 12:00 AM,AJ,02/06/2025,,,Pass,14.5,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1160,Composite,,01/30/2025 12:00 AM,01/29/2025 12:00 AM,01/30/2025 12:00 AM,AJ,02/06/2025,,,Pass,10.6,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1163,Composite,,02/03/2025 12:00 AM,02/02/2025 12:00 AM,02/03/2025 12:00 AM,AJ,02/06/2025,,,Pass,11.1,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A04-0646,Composite,,02/03/2025 08:00 AM,02/02/2025 08:00 AM,02/03/2025 08:00 AM,AJ,02/06/2025,,,Pass,0.817,Routine Surveillance,Monongalia,CheatLakeWWTP-01,Sample,WWTP
A01-1164,Composite,,02/04/2025 12:00 AM,02/03/2025 12:00 AM,02/04/2025 12:00 AM,AJ,02/13/2025,,,Pass,10.6,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1167,Composite,,02/08/2025 12:00 AM,02/07/2025 12:00 AM,02/08/2025 12:00 AM,AJ,02/13/2025,,,Pass,14.3,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1168,Composite,,02/09/2025 12:00 AM,02/08/2025 12:00 AM,02/09/2025 12:00 AM,AJ,02/13/2025,,,Pass,16.8,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1165,Composite,,02/05/2025 12:00 AM,02/04/2025 12:00 AM,02/05/2025 12:00 AM,AJ,02/13/2025,,,Pass,9.8,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1169,Composite,,02/10/2025 12:00 AM,02/09/2025 12:00 AM,02/10/2025 12:00 AM,AJ,02/13/2025,,,Pass,13.0,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1166,Composite,,02/06/2025 12:00 AM,02/05/2025 12:00 AM,02/06/2025 12:00 AM,AJ,02/13/2025,,,Pass,18.1,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A04-0650,Composite,,02/10/2025 08:00 AM,02/09/2025 08:00 AM,02/10/2025 08:00 AM,AJ,02/13/2025,,,Pass,1.542,Routine Surveillance,Monongalia,CheatLakeWWTP-01,Sample,WWTP
A01-1171,Composite,,02/12/2025 12:00 AM,02/11/2025 12:00 AM,02/12/2025 12:00 AM,AJ,02/20/2025,,,Pass,12.1,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1173,Composite,,02/15/2025 12:00 AM,02/14/2025 12:00 AM,02/15/2025 12:00 AM,AJ,02/20/2025,,,Pass,14.8,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1174,Composite,,02/16/2025 12:00 AM,02/15/2025 12:00 AM,02/16/2025 12:00 AM,AJ,02/20/2025,,,Pass,19.2,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1175,Composite,,02/17/2025 12:00 AM,02/16/2025 12:00 AM,02/17/2025 12:00 AM,AJ,02/20/2025,,,Pass,17.2,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1172,Composite,,02/13/2025 12:00 AM,02/12/2025 12:00 AM,02/13/2025 12:00 AM,AJ,02/20/2025,,,Pass,14.5,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1170,Composite,,02/11/2025 12:00 AM,02/10/2025 12:00 AM,02/11/2025 12:00 AM,AJ,02/20/2025,,,Pass,12.1,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A04-0648,Composite,,02/18/2025 08:00 AM,02/17/2025 08:00 AM,02/18/2025 08:00 AM,AJ,02/20/2025,,,Pass,1.530,Routine Surveillance,Monongalia,CheatLakeWWTP-01,Sample,WWTP
A01-1177,Composite,,02/19/2025 12:00 AM,02/18/2025 12:00 AM,02/19/2025 12:00 AM,AJ,02/27/2025,,,Pass,12.2,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1181,Composite,,02/24/2025 12:00 AM,02/23/2025 12:00 AM,02/24/2025 12:00 AM,AJ,02/27/2025,,,Pass,9.7,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1180,Composite,,02/23/2025 12:00 AM,02/22/2025 12:00 AM,02/23/2025 12:00 AM,AJ,02/27/2025,,,Pass,9.9,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1178,Composite,,02/20/2025 12:00 AM,02/19/2025 12:00 AM,02/20/2025 12:00 AM,AJ,02/27/2025,,,Pass,11.5,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1179,Composite,,02/22/2025 12:00 AM,02/21/2025 12:00 AM,02/22/2025 12:00 AM,AJ,02/27/2025,,,Pass,10.0,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1176,Composite,,02/18/2025 12:00 AM,02/17/2025 12:00 AM,02/18/2025 12:00 AM,AJ,02/27/2025,,,Pass,14.1,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A04-0647,Composite,,02/24/2025 08:00 AM,02/23/2025 08:00 AM,02/24/2025 08:00 AM,AJ,02/27/2025,,,Pass,0.703,Routine Surveillance,Monongalia,CheatLakeWWTP-01,Sample,WWTP
A01-1182,Composite,,02/25/2025 12:00 AM,02/24/2025 12:00 AM,02/25/2025 12:00 AM,AJ,03/06/2025,,,Pass,9.6,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1183,Composite,,02/26/2025 12:00 AM,02/25/2025 12:00 AM,02/26/2025 12:00 AM,AJ,03/06/2025,,,Pass,9.3,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1185,Composite,,03/01/2025 12:00 AM,02/28/2025 12:00 AM,03/01/2025 12:00 AM,AJ,03/06/2025,,,Pass,8.6,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1187,Composite,,03/03/2025 12:00 AM,03/02/2025 12:00 AM,03/03/2025 12:00 AM,AJ,03/06/2025,,,Pass,8.7,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1184,Composite,,02/27/2025 12:00 AM,02/26/2025 12:00 AM,02/27/2025 12:00 AM,AJ,03/06/2025,,,Pass,10.7,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1186,Composite,,03/02/2025 12:00 AM,03/01/2025 12:00 AM,03/02/2025 12:00 AM,AJ,03/06/2025,,,Pass,8.5,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A04-0651,Composite,,03/03/2025 08:00 AM,03/02/2025 08:00 AM,03/03/2025 08:00 AM,AJ,03/06/2025,,,Pass,0.592,Routine Surveillance,Monongalia,CheatLakeWWTP-01,Sample,WWTP
A01-1190,Composite,,03/06/2025 12:00 AM,03/05/2025 12:00 AM,03/06/2025 12:00 AM,AJ,03/13/2025,,,Pass,8.3,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1188,Composite,,03/04/2025 12:00 AM,03/03/2025 12:00 AM,03/04/2025 12:00 AM,AJ,03/13/2025,,,Pass,8.4,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1193,Composite,,03/10/2025 12:00 AM,03/09/2025 12:00 AM,03/10/2025 12:00 AM,AJ,03/13/2025,,,Pass,8.0,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1192,Composite,,03/09/2025 12:00 AM,03/08/2025 12:00 AM,03/09/2025 12:00 AM,AJ,03/13/2025,,,Pass,7.8,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1189,Composite,,03/05/2025 12:00 AM,03/04/2025 12:00 AM,03/05/2025 12:00 AM,AJ,03/13/2025,,,Pass,8.8,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1191,Composite,,03/08/2025 12:00 AM,03/07/2025 12:00 AM,03/08/2025 12:00 AM,AJ,03/13/2025,,,Pass,7.8,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A04-0653,Composite,,03/10/2025 08:00 AM,03/09/2025 08:00 AM,03/10/2025 08:00 AM,AJ,03/13/2025,,,Pass,0.553,Routine Surveillance,Monongalia,CheatLakeWWTP-01,Sample,WWTP
A01-1194,Composite,,03/11/2025 12:00 AM,03/10/2025 12:00 AM,03/11/2025 12:00 AM,AJ,03/20/2025,,,Pass,8.0,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1199,Composite,,03/17/2025 12:00 AM,03/16/2025 12:00 AM,03/17/2025 12:00 AM,AJ,03/20/2025,,,Pass,7.8,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1195,Composite,,03/12/2025 12:00 AM,03/11/2025 12:00 AM,03/12/2025 12:00 AM,AJ,03/20/2025,,,Pass,8.1,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1198,Composite,,03/16/2025 12:00 AM,03/15/2025 12:00 AM,03/16/2025 12:00 AM,AJ,03/20/2025,,,Pass,9.0,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1197,Composite,,03/15/2025 12:00 AM,03/14/2025 12:00 AM,03/15/2025 12:00 AM,AJ,03/20/2025,,,Pass,6.9,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1196,Composite,,03/13/2025 12:00 AM,03/12/2025 12:00 AM,03/13/2025 12:00 AM,AJ,03/20/2025,,,Pass,7.7,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A04-0654,Composite,,03/17/2025 08:00 AM,03/16/2025 08:00 AM,03/17/2025 08:00 AM,AJ,03/20/2025,,,Pass,0.583,Routine Surveillance,Monongalia,CheatLakeWWTP-01,Sample,WWTP
A01-1200,Composite,,03/18/2025 12:00 AM,03/17/2025 12:00 AM,03/18/2025 12:00 AM,AJ,03/27/2025,,,Pass,7.2,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1201,Composite,,03/20/2025 12:00 AM,03/19/2025 12:00 AM,03/20/2025 12:00 AM,AJ,03/27/2025,,,Pass,7.2,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1203,Composite,,03/22/2025 12:00 AM,03/21/2025 12:00 AM,03/22/2025 12:00 AM,AJ,03/27/2025,,,Pass,6.9,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1202,Composite,,03/20/2025 12:00 AM,03/19/2025 12:00 AM,03/20/2025 12:00 AM,AJ,03/27/2025,,,Pass,8.4,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1204,Composite,,03/23/2025 12:00 AM,03/22/2025 12:00 AM,03/23/2025 12:00 AM,AJ,03/27/2025,,,Pass,7.3,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1205,Composite,,03/24/2025 12:00 AM,03/23/2025 12:00 AM,03/24/2025 12:00 AM,AJ,03/27/2025,,,Pass,10.5,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A04-0624,Composite,,03/24/2025 08:00 AM,03/23/2025 08:00 AM,03/24/2025 08:00 AM,AJ,03/27/2025,,,Pass,0.602,Routine Surveillance,Monongalia,CheatLakeWWTP-01,Sample,WWTP
A01-1209,Composite,,03/29/2025 12:00 AM,03/28/2025 12:00 AM,03/29/2025 12:00 AM,AJ,04/03/2025,,,Pass,8.3,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1210,Composite,,03/30/2025 12:00 AM,03/29/2025 12:00 AM,03/30/2025 12:00 AM,AJ,04/03/2025,,,Pass,9.4,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1206,Composite,,03/25/2025 12:00 AM,03/24/2025 12:00 AM,03/25/2025 12:00 AM,AJ,04/03/2025,,,Pass,8.1,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1208,Composite,,03/27/2025 12:00 AM,03/26/2025 12:00 AM,03/27/2025 12:00 AM,AJ,04/03/2025,,,Pass,8.1,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1211,Composite,,03/31/2025 12:00 AM,03/30/2025 12:00 AM,03/31/2025 12:00 AM,AJ,04/03/2025,,,Pass,13.3,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1207,Composite,,03/26/2025 12:00 AM,03/25/2025 12:00 AM,03/26/2025 12:00 AM,AJ,04/03/2025,,,Pass,9.1,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A04-0625,Composite,,03/31/2025 08:00 AM,03/30/2025 08:00 AM,03/31/2025 08:00 AM,AJ,04/03/2025,,,Pass,0.634,Routine Surveillance,Monongalia,CheatLakeWWTP-01,Sample,WWTP
A01-1218,Composite,,04/08/2025 12:00 AM,04/07/2025 12:00 AM,04/08/2025 12:00 AM,AJ,04/11/2025,,,Pass,15.6,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1214,Composite,,04/03/2025 12:00 AM,04/02/2025 12:00 AM,04/03/2025 12:00 AM,AJ,04/11/2025,,,Pass,15.4,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1216,Composite,,04/06/2025 12:00 AM,04/05/2025 12:00 AM,04/06/2025 12:00 AM,AJ,04/11/2025,,,Pass,19.3,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1212,Composite,,04/01/2025 12:00 AM,03/31/2025 12:00 AM,04/01/2025 12:00 AM,AJ,04/11/2025,,,Pass,10.9,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1217,Composite,,04/07/2025 12:00 AM,04/06/2025 12:00 AM,04/07/2025 12:00 AM,AJ,04/11/2025,,,Pass,19.3,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
A01-1215,Composite,,04/05/2025 12:00 AM,04/04/2025 12:00 AM,04/05/2025 12:00 AM,AJ,04/11/2025,,,Pass,18.6,Routine Surveillance,Monongalia,StarCityWWTP-01,Sample,WWTP
