"capacity_mgd","concentration_method","county_names","extraction_method","flow_rate","inhibition_adjust","inhibition_detect","inhibition_method","institution_type","lab_id","lod_ref","lod_sewage","ntc_amplify","num_no_target_control","other_jurisdiction","pcr_gene_target","pcr_gene_target_ref","pcr_target","pcr_target_avg_conc","pcr_target_units","pcr_type","population_served","quant_stan_type","rec_eff_percent","rec_eff_spike_conc","rec_eff_spike_matrix","rec_eff_target_name","reporting_jurisdiction","sample_collect_date","sample_collect_time","sample_id","sample_location","sample_location_specify","sample_matrix","sample_type","stan_ref","test_result_date","wwtp_jurisdiction","wwtp_name","zipcode"
"4.99","Ceres Nanotrap","54083","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","1.5698","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","98091.4154648779","copies/L wastewater","ddpcr","13156","rna","-1","","","","WV","2022-06-09","06:00","R02-0012","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-06-15","WV","ElkinsWWTP-01","26241"
"8","Ceres Nanotrap","54033","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.38","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","73520.7125544548","copies/L wastewater","ddpcr","26498","rna","-1","","","","WV","2022-07-27","07:00","N02-0139","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-08-04","WV","ClarksburgWWTP-01","26301"
"2.3","Ceres Nanotrap","54091","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","2.91","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","8517.208965","copies/L wastewater","ddpcr","6071","rna","-1","","","","WV","2022-04-06","06:00","O01-0016","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-04-14","WV","GraftonWWTP-01","26354"
"0.15","Ceres Nanotrap","54077","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.21","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","0","copies/L wastewater","ddpcr","700","rna","-1","","","","WV","2022-04-13","07:03","J01-0028","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-04-21","WV","AlpineLakeWWTP-01","26764"
"0.75","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.885","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","12676.52705","copies/L wastewater","ddpcr","2000","rna","-1","","","","WV","2022-03-24","08:00","A04-0042","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-03-30","WV","CheatLakeWWTP-01","26508"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","11","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","35852.66836","copies/L wastewater","ddpcr","48328","rna","-1","","","","WV","2022-01-04","12:00","A01-0144","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-01-12","WV","StarCityWWTP-01","26505"
"0.4","Ceres Nanotrap","54033","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.37657","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","141209.20971036","copies/L wastewater","ddpcr","1853","rna","-1","","","","WV","2022-07-16","07:03","N03-0146","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-07-25","WV","SalemWWTP-01","26426"
"15.5","Ceres Nanotrap","54107","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","6.048","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","34460.300244391","copies/L wastewater","ddpcr","48050","rna","-1","","","","WV","2022-05-10","06:02","K01-0083","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-05-19","WV","ParkersburgWWTP-01","26101"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.3","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","yes","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","407877.092957498","copies/L wastewater","ddpcr","48328","rna","-1","","","","WV","2022-05-31","12:00","A01-0263","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-06-09","WV","StarCityWWTP-01","26505"
"1.6","Ceres Nanotrap","54009","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.656","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","64593.2199060918","copies/L wastewater","ddpcr","6468","rna","-1","","","","WV","2022-04-27","06:00","S01-0027","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-05-20","WV","FollansbeeWWTP-01","26037"
"15.5","Ceres Nanotrap","54107","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","4.618","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","yes","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","143130.365610123","copies/L wastewater","ddpcr","48050","rna","-1","","","","WV","2022-05-30","06:02","K01-0081","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-06-09","WV","ParkersburgWWTP-01","26101"
"2.34","Ceres Nanotrap","54051","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","1.7","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","255131.732225418","copies/L wastewater","ddpcr","12000","rna","-1","","","","WV","2022-05-30","08:00","H01-0234","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-06-06","WV","MoundsvilleWWTP-01","26041"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.5","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","387962.411642074","copies/L wastewater","ddpcr","48328","rna","-1","","","","WV","2022-05-29","12:00","A01-0261","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-06-01","WV","StarCityWWTP-01","26505"
"4.9","Ceres Nanotrap","54055","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","1.806","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","90506.2866210938","copies/L wastewater","ddpcr","36000","rna","-1","","","","WV","2022-06-15","11:00","E01-0127","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-06-28","WV","PrincetonWWTP-01","24740"
"10","Ceres Nanotrap","54069","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.704","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","25678.6055490375","copies/L wastewater","ddpcr","50000","rna","-1","","","","WV","2022-06-20","07:00","C01-0206","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-06-30","WV","WheelingWWTP-01","26003"
"2.4","Ceres Nanotrap","54057","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","1.08","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","12179.2274","copies/L wastewater","ddpcr","8168","rna","-1","","","","WV","2022-04-24","09:00","G01-0114","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-04-29","WV","KeyserWWTP-01","26726"
"2.3","Ceres Nanotrap","54091","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","2.94","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","0","copies/L wastewater","ddpcr","6071","rna","-1","","","","WV","2022-04-07","06:00","O01-0003","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-04-14","WV","GraftonWWTP-01","26354"
"10","Ceres Nanotrap","54069","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.602","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","117194.060236216","copies/L wastewater","ddpcr","50000","rna","-1","","","","WV","2022-06-27","07:00","C01-0211","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-07-07","WV","WheelingWWTP-01","26003"
"10","Ceres Nanotrap","54069","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","11.261","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","326966.7757","copies/L wastewater","ddpcr","50000","rna","-1","","","","WV","2022-01-11","07:00","C01-0104","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-01-24","WV","WheelingWWTP-01","26003"
"2.34","Ceres Nanotrap","54051","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","3.7","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","36061.99466","copies/L wastewater","ddpcr","12000","rna","-1","","","","WV","2021-12-10","08:00","H01-0088","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2021-12-21","WV","MoundsvilleWWTP-01","26041"
"2.34","Ceres Nanotrap","54051","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","2","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","8804.683853","copies/L wastewater","ddpcr","12000","rna","-1","","","","WV","2022-02-21","08:00","H01-0136","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-02-28","WV","MoundsvilleWWTP-01","26041"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.379","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","63112.5","copies/L wastewater","ddpcr","48328","rna","-1","","","","WV","2021-11-04","12:00","A01-0081","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2021-11-18","WV","StarCityWWTP-01","26505"
"8","Ceres Nanotrap","54033","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.88","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","28267.53952","copies/L wastewater","ddpcr","26498","rna","-1","","","","WV","2022-05-02","07:00","N02-0053","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-05-05","WV","ClarksburgWWTP-01","26301"
"8","Ceres Nanotrap","54033","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","11.369","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","5886.484059","copies/L wastewater","ddpcr","26498","rna","-1","","","","WV","2022-04-19","07:00","N02-0051","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-04-27","WV","ClarksburgWWTP-01","26301"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","8.7","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","293449.56278801","copies/L wastewater","ddpcr","48328","rna","-1","","","","WV","2022-07-31","12:00","A01-0320","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-08-04","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.118","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","151512.5","copies/L wastewater","ddpcr","48328","rna","-1","","","","WV","2021-11-07","12:00","A01-0083","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2021-11-18","WV","StarCityWWTP-01","26505"
"20.8","Ceres Nanotrap","54061","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","7.2","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","618860.231637956","copies/L wastewater","ddpcr","48328","rna","-1","","","","WV","2022-07-13","12:00","A01-0305","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-07-18","WV","StarCityWWTP-01","26505"
"10","Ceres Nanotrap","54069","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","5.419","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","232532.730996609","copies/L wastewater","ddpcr","50000","rna","-1","","","","WV","2022-06-29","07:00","C01-0213","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-07-07","WV","WheelingWWTP-01","26003"
"14","Ceres Nanotrap","54039","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","5.2","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","51835.1537","copies/L wastewater","ddpcr","50000","rna","-1","","","","WV","2022-03-01","07:00","B01-0120","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-03-09","WV","CharlestonWWTP-01","25312"
"14","Ceres Nanotrap","54039","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","8.633","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","7177.286558","copies/L wastewater","ddpcr","50000","rna","-1","","","","WV","2022-03-28","07:00","B01-0105","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-04-04","WV","CharlestonWWTP-01","25312"
"0.125","Ceres Nanotrap","54049","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.225","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","0","copies/L wastewater","ddpcr","610","rna","-1","","","","WV","2022-02-18","11:03","M04-0015","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-02-24","WV","FarmingtonWWTP-01","26571"
"2.3","Ceres Nanotrap","54091","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","2.37","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","4751.092745","copies/L wastewater","ddpcr","6071","rna","-1","","","","WV","2022-04-19","06:00","O01-0001","wwtp","","raw wastewater","24-hr flow-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-04-28","WV","GraftonWWTP-01","26354"
"0.2","Ceres Nanotrap","54017","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","0.186","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","1121254.55617905","copies/L wastewater","ddpcr","564","rna","-1","","","","WV","2022-06-09","09:00","L01-0126","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-06-15","WV","WestUnionWWTP-01","26456"
"4.9","Ceres Nanotrap","54055","Thermo Magmax Microbiome Ultra Nucleic Acid Isolation Kit","2.076","","not tested","none","not institution specific","wvu_zpm","https://doi.org/10.1039/D0EW00946F","2855","no","1","","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","594991.886615753","copies/L wastewater","ddpcr","36000","rna","-1","","","","WV","2022-06-07","06:00","E01-0122","wwtp","","raw wastewater","24-hr time-weighted composite","https://doi.org/10.1038/s41598-020-80715-1","2022-06-13","WV","PrincetonWWTP-01","24740"
