assay_id	sample_id	collection_start_datetime	collection_end_datetime	sample_flow	sample_qc	location_id	target	target_category	target_genetic_locus	lab_id	target_copies_per_l	target_copies_per_lday	target_copies_flownorm	target_copies_flownorm_per_person	target_copies_per_ldayperson	target_result_validated
E02-0003.a3	E02-0003	11/4/21 8:00	11/5/21 8:00	NA	NA	AthensWWTP-01	Human	Internal Control	RNase P	ZooWVU	12537.5	12537.5	NA	NA	5.24362191551652	1
N03-0013.a1	N03-0013	5/5/22 7:30	5/6/22 7:30	0.45847	NA	SalemWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
A1085.a3	A1085	7/5/21 0:00	7/5/21 23:55	6.52	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
F01-0015.a3	F01-0015	10/14/21 10:00	10/15/21 10:00	NA	NA	WestonWWTP-01	Human	Internal Control	RNase P	ZooWVU	10239.60694	10239.60694	NA	NA	0.987997582014666	1
A0242.a2	A0242	2/15/21 12:00	2/15/21 11:55	9.8	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	0	0	0	1
A03-0124.a3	A03-0124	2/16/22 6:00	2/16/22 14:00	NA	NA	MorgantownHS-01	Human	Internal Control	RNase P	ZooWVU	0	0	NA	NA	0	1
A02-0155.a2	A02-0155	8/10/21 9:00	8/11/21 9:00	NA	NA	OaklandE-02	SARS-CoV-2	Pathogen	N2	ZooWVU	16223.671761	8111.8358805	NA	NA	9.4104824599768	1
A02-0397.a3	A02-0397	3/12/22 9:00	3/14/22 9:00	NA	NA	CollegePark-02	Human	Internal Control	RNase P	ZooWVU	192424.87820625	96212.439103125	NA	NA	169.68684145172	1
L01-0166.a1	L01-0166	7/3/22 9:00	7/4/22 9:00	0.253	NA	WestUnionWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	99682.329315	99682.329315	95466637011.7104	169267086.900196	176.741718643617	1
A02-0470.a3	A02-0470	4/23/22 9:00	4/25/22 9:00	NA	NA	NorthHighSt-02	Human	Internal Control	RNase P	ZooWVU	32475.055419375	16237.5277096875	NA	NA	NA	1
A04-0011.a3	A04-0011	2/8/22 9:00	2/9/22 9:00	0.798	NA	CheatLakeWWTP-01	Human	Internal Control	RNase P	ZooWVU	17244.091404375	17244.091404375	52090212922.3421	26045106.461171	8.6220457021875	1
E01-0014.a1	E01-0014	12/1/21 8:00	12/2/21 8:00	1.522	NA	PrincetonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	352548.496059375	352548.496059375	2031170796956.48	56421411.0265688	9.79301377942708	1
A02-0362.a2	A02-0362	2/19/22 9:00	2/21/22 9:00	NA	NA	OaklandE-02	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	NA	NA	0	1
A03-0135.a2	A03-0135	12/15/21 6:00	12/15/21 14:00	NA	NA	SuncrestES-01	SARS-CoV-2	Pathogen	N2	ZooWVU	15955.24299375	47865.72898125	NA	NA	92.9431630703884	1
Q01-0051.a1	Q01-0051	6/23/22 8:00	6/24/22 8:00	0.315	NA	MadisonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	317964.003628125	317964.003628125	379141597476.791	83236355.0991858	69.805489270719	1
A03-0119.a1	A03-0119	12/1/21 6:00	12/1/21 14:00	NA	NA	MorgantownHS-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	0	1
K01-0011.a2	K01-0011	12/29/21 6:30	12/30/21 6:30	8.569	NA	ParkersburgWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	16930.626459375	16930.626459375	549181749024.138	11429380.8329685	0.352354348790323	1
A0050.a2	A0050	12/29/20 12:00	12/29/20 11:59	10.574	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	0	0	0	1
A01-0069.a1	A01-0069	10/21/21 0:00	10/21/21 23:55	7.344	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
H01-0040.a2	H01-0040	11/14/21 8:00	11/15/21 8:00	1.7	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	49332.147995625	49332.147995625	317462090785.002	26455174.2320835	4.11101233296875	1
D01-0028.a3	D01-0028	4/6/22 7:35	4/7/22 7:35	1.3	NA	CharlesTownWWTP-01	Bovine Respiratory Syncitial Virus (BRSV)	Pre-concentration Spike (Biol)	BRSV	ZooWVU	32851.040101875	32851.040101875	161661052425.65	9509473.67209707	1.93241412363971	1
Q01-0047.a3	Q01-0047	6/19/22 8:00	6/20/22 8:00	0.329	NA	MadisonWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
I01-0007.a1	I01-0007	11/9/21 7:00	11/10/21 7:00	NA	NA	WarmSpringsWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	3064.85220375	3064.85220375	NA	NA	0.941582858294931	1
P01-0038.a3	P01-0038	3/24/22 12:55	3/25/22 12:55	0.323	NA	StMarysWWTP-01	Human	Internal Control	RNase P	ZooWVU	2870.177145	2870.177145	3509329517.06479	1213461.10548575	0.992454061203319	1
M04-0006.a2	M04-0006	3/21/22 10:00	3/22/22 10:00	0.105	NA	FarmingtonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	348515.603559375	348515.603559375	138523817341.318	227088225.149701	571.337055015369	1
E02-0129.a3	E02-0129	5/17/22 8:00	5/18/22 8:00	0.136	NA	AthensWWTP-01	Human	Internal Control	RNase P	ZooWVU	19288.6220175	19288.6220175	9930086603.292	4153110.24813551	8.06717775721455	1
J01-0009.a3	J01-0009	3/17/22 10:00	3/18/22 9:10	0.127	NA	AlpineLakeWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
K01-0078.a1	K01-0078	4/28/22 6:16	4/29/22 6:16	4.784	NA	ParkersburgWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	33890.50083	33890.50083	613736684533.123	12772875.8487643	0.705317395005203	1
M03-0058.a2	M03-0058	5/15/22 11:00	5/16/22 11:00	0.199	NA	ManningtonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	27192.156980625	27192.156980625	20483759128.2495	18775214.5996787	24.9240668933318	1
A03-0190.a3	A03-0190	3/4/22 6:00	3/4/22 13:30	NA	NA	MountainviewES-01	Human	Internal Control	RNase P	ZooWVU	13867.50727125	41602.52181375	NA	NA	57.3037490547521	1
O01-0048.a1	O01-0048	2/23/22 8:45	2/24/22 8:45	1.61	NA	GraftonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	43005.886003125	43005.886003125	262099806605.494	43172427.376955	7.08382243503953	1
A02-0169.a1	A02-0169	10/11/21 10:28	10/13/21 10:28	NA	NA	CollegePark-02	SARS-CoV-2	Pathogen	N1	ZooWVU	59566.16104625	29783.080523125	NA	NA	52.5274788767637	1
M04-0030.a1	M04-0030	3/22/22 10:30	3/23/22 10:30	0.11	NA	FarmingtonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
C01-0089.a1	C01-0089	3/1/22 7:00	3/2/22 7:00	18.734	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	9752.592448125	9752.592448125	691613587381.651	13832271.747633	0.1950518489625	1
B01-0061.a1	B01-0061	10/21/21 7:00	10/22/21 7:00	NA	NA	CharlestonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	0	1
B01-0153.a2	B01-0153	4/12/22 7:00	4/13/22 7:00	10.2	NA	CharlestonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	13719.520059375	13719.520059375	529726885965.179	10594537.7193036	0.2743904011875	1
G01-0002.a3	G01-0002	10/5/21 9:00	10/6/21 8:00	NA	NA	KeyserWWTP-01	Human	Internal Control	RNase P	ZooWVU	13513.81524875	13513.81524875	NA	NA	1.65448276796645	1
M03-0025.a1	M03-0025	2/28/22 11:30	3/1/22 11:30	0.264	NA	ManningtonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	37548.13917375	37548.13917375	37523666798.5621	34393828.4129809	34.416259554308	1
M03-0001.a1	M03-0001	3/7/22 11:00	3/8/22 11:00	0.429	NA	ManningtonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	19621.611778125	19621.611778125	31864337694.2028	29206542.3411575	17.984978715055	1
G01-0150.a3	G01-0150	3/1/22 9:00	3/2/22 8:00	1.12	NA	KeyserWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
P01-0054.a1	P01-0054	4/11/22 10:00	4/12/22 10:00	0.331	NA	StMarysWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
Q01-0008.a2	Q01-0008	5/11/22 8:00	5/12/22 8:00	0.473	NA	MadisonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	121799.561548125	121799.561548125	218081984626.387	47877493.8806558	26.73975006545	1
A02-0477.a2	A02-0477	4/27/22 9:00	4/29/22 9:00	NA	NA	HonorsSummit-01	SARS-CoV-2	Pathogen	N2	ZooWVU	1395759.9234	697879.9617	NA	NA	798.489658695652	1
A01-0177.a2	A01-0177	2/13/22 0:00	2/14/22 0:00	9.2	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	187040.491125	187040.491125	6513829498687.27	134783758.870371	3.87023032455305	1
K01-0120.a3	K01-0120	7/7/22 6:28	7/8/22 6:40	6.449	NA	ParkersburgWWTP-01	Human	Internal Control	RNase P	ZooWVU	10409.628170625	10409.628170625	254120978487.635	5288678.01222965	0.216641585236733	1
A02-0425.a2.a2	A02-0425	3/28/22 9:00	3/30/22 9:00	NA	NA	OaklandE-02	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	NA	NA	0	1
A02-0401.a2.a2	A02-0401	3/14/22 9:00	3/16/22 9:00	NA	NA	OaklandE-02	SARS-CoV-2	Pathogen	N2	ZooWVU	5392.314855	2696.1574275	NA	NA	3.12779283932715	1
S01-0014.a1	S01-0014	5/26/22 6:00	5/27/22 6:00	0.701	NA	FollansbeeWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	383330.0366625	383330.0366625	1017194009211.9	157265616.761271	59.2656210053339	1
A01-0295.a3	A01-0295	7/2/22 0:00	7/3/22 0:00	6.12	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	25269.501950625	25269.501950625	585411203318.962	12113292.5699173	0.522874978286397	1
A1055.a2	A1055	5/24/21 0:00	5/24/21 23:55	7.396	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	6982.5	6982.5	195488300903.7	4045031.88428447	0.144481460023175	1
A02-0390.a2	A02-0390	3/9/22 9:00	3/11/22 9:00	NA	NA	NorthHighSt-02	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	NA	NA	NA	1
D01-0088.a2	D01-0088	6/7/22 7:30	6/8/22 7:30	1.27	NA	CharlesTownWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	1029919.49206875	1029919.49206875	4951307781479.4	291253398.910553	60.5834995334559	1
E01-0089.a2	E01-0089	3/31/22 8:30	4/1/22 8:30	3.392	NA	PrincetonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	8507.412058125	8507.412058125	109236112766.988	3034336.46574967	0.236317001614583	1
M04-0023.a3	M04-0023	3/13/22 14:30	3/14/22 14:40	0.106	NA	FarmingtonWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
A02-0189.a1	A02-0189	10/23/21 10:44	10/25/21 10:44	NA	NA	NorthHighSt-02	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	NA	1
J01-0040.a2	J01-0040	5/2/22 7:30	5/3/22 7:30	0.132	NA	AlpineLakeWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	0	0	0	1
N02-0095.a3	N02-0095	6/2/22 7:00	6/3/22 7:00	6.109	NA	ClarksburgWWTP-01	Human	Internal Control	RNase P	ZooWVU	2200.49689875	2200.49689875	50886644136.2226	1920395.65764294	0.0830438862838705	1
C01-0177.a2	C01-0177	5/17/22 7:00	5/18/22 7:00	10.993	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	119563.511611875	119563.511611875	4975397859010.35	99507957.180207	2.3912702322375	1
A0223.a3	A0223	1/19/21 0:00	1/19/21 23:59	8.058	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
E02-0077.a1	E02-0077	2/15/22 8:00	2/16/22 8:00	0.12	NA	AthensWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	2582458.07578125	2582458.07578125	1173079514957.17	490622967.359754	1080.07447753294	1
A02-0491.a3	A02-0491	5/2/22 9:00	5/4/22 9:00	NA	NA	HonorsSummit-01	Human	Internal Control	RNase P	ZooWVU	0	0	NA	NA	0	1
A01-0191.a3	A01-0191	3/2/22 0:00	3/3/22 0:00	9.3	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	137282.547358125	137282.547358125	4832937766632.76	100002850.658681	2.84064201618368	1
M04-0063.a2	M04-0063	5/12/22 12:00	5/13/22 12:00	NA	NA	FarmingtonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	69054.98721375	69054.98721375	NA	NA	113.204897071721	1
A03-0329.a1	A03-0329	5/2/22 6:00	5/2/22 14:00	NA	NA	MorgantownHS-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	0	1
H01-0009.a3	H01-0009	10/6/21 8:00	10/7/21 8:00	NA	NA	MoundsvilleWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	NA	NA	0	1
B01-0072.a1	B01-0072	10/25/21 7:00	10/26/21 7:00	NA	NA	CharlestonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	1575.4481825	1575.4481825	NA	NA	0.03150896365	1
A01-0089.a1	A01-0089	11/14/21 0:00	11/14/21 23:55	9.522	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	38807.82933	38807.82933	1398815557623.65	28944205.3803933	0.803009214740937	1
A04-0079.a1	A04-0079	5/18/22 8:00	5/19/22 8:00	0.545	NA	CheatLakeWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	527659.877025	527659.877025	1088587891423.62	544293945.711808	263.8299385125	1
D01-0103.a2	D01-0103	6/14/22 7:40	6/15/22 7:40	1.27	NA	CharlesTownWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	1758993.48039375	1758993.48039375	8456309618483.98	497429977.557881	103.470204729044	1
P01-0015.a1	P01-0015	1/27/22 10:15	1/28/22 9:50	0.185	NA	StMarysWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	1170942.7499625	1170942.7499625	820012203100.076	283545021.818837	404.890300816909	1
L01-0029.a1	L01-0029	2/18/22 9:00	2/19/22 9:00	0.42797	NA	WestUnionWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	29343.43804875	29343.43804875	47537599648.4081	84286524.1993051	52.0273724268617	1
A02-0240.a1	A02-0240	12/1/21 9:00	12/3/21 9:00	NA	NA	HonorsSummit-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	0	1
A02-0091.a3	A02-0091	9/8/21 9:09	9/10/21 9:09	NA	NA	Evansdale-01	Human	Internal Control	RNase P	ZooWVU	28570.5731925	14285.28659625	NA	NA	NA	1
A1063.a3	A1063	6/3/21 0:00	6/3/21 23:55	8.332	NA	StarCityWWTP-01	Bovine Respiratory Syncitial Virus (BRSV)	Pre-concentration Spike (Biol)	BRSV	ZooWVU	0	0	0	0	0	1
D01-0068.a2	D01-0068	3/28/22 7:30	3/29/22 7:30	1.24	NA	CharlesTownWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	100394.582326875	100394.582326875	471242973298.61	27720174.8999182	5.90556366628677	1
B01-0199.a3	B01-0199	7/4/22 7:00	7/5/22 7:00	6.571	NA	CharlestonWWTP-01	Human	Internal Control	RNase P	ZooWVU	3344.246109375	3344.246109375	83184540650.987	1663690.81301974	0.0668849221875	1
E01-0069.a2	E01-0069	2/23/22 8:50	2/24/22 8:55	5.994	NA	PrincetonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	48678.012860625	48678.012860625	1104491822556.45	30680328.404346	1.35216702390625	1
R01-0019.a1	R01-0019	4/25/22 9:00	4/26/22 8:30	0.181	NA	HuttonsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
G01-0031.a3	G01-0031	1/15/22 9:00	1/16/22 8:00	0.896	NA	KeyserWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
M03-0032.a1	M03-0032	4/4/22 11:30	4/5/22 10:36	0.169	NA	ManningtonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	5234.063581875	5234.063581875	3348409949.36566	3069120.02691628	4.79749182573327	1
N02-0037.a3	N02-0037	2/20/22 7:00	2/21/22 7:00	8.86	NA	ClarksburgWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
G01-0004.a2	G01-0004	10/9/21 8:45	10/10/21 9:00	NA	NA	KeyserWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	28325.17727875	28325.17727875	NA	NA	3.46782287937684	1
A0243.a3	A0243	2/16/21 12:00	2/16/21 11:55	12.183	NA	StarCityWWTP-01	Human	Internal Control	RNase P	ZooWVU	0	0	0	0	0	1
N03-0041.a1	N03-0041	3/11/22 7:00	3/12/22 7:00	0.878	NA	SalemWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	70094.220725625	70094.220725625	232964449659.596	125722854.646301	37.8274261876012	1
B01-0081.a1	B01-0081	1/30/22 7:00	1/31/22 7:00	8.935	NA	CharlestonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	672138.934125	672138.934125	22733512089864.3	454670241.797287	13.4427786825	1
S01-0028.a2	S01-0028	4/26/22 6:00	4/27/22 6:00	0.699	NA	FollansbeeWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	52215.6612525	52215.6612525	138162722697.016	21360965.1665146	8.07292227156772	1
A04-0043.a3	A04-0043	3/28/22 8:00	3/29/22 8:00	0.598	NA	CheatLakeWWTP-01	Human	Internal Control	RNase P	ZooWVU	51259.262206875	51259.262206875	116034319602.815	58017159.8014075	25.6296311034375	1
B01-0110.a1	B01-0110	3/17/22 7:00	3/18/22 7:00	6.6	NA	CharlestonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	13766.387026875	13766.387026875	343935366161.659	6878707.32323318	0.2753277405375	1
C01-0069.a1	C01-0069	12/28/21 7:00	12/29/21 7:00	11.407	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	31154.73054	31154.73054	1345266619280.74	26905332.3856148	0.6230946108	1
H01-0266.a3	H01-0266	6/30/22 8:00	7/1/22 8:00	NA	NA	MoundsvilleWWTP-01	Human	Internal Control	RNase P	ZooWVU	4573.77269625	4573.77269625	NA	NA	0.3811477246875	1
A03-0182.a3	A03-0182	1/14/22 6:00	1/14/22 14:00	NA	NA	MountainviewES-01	Human	Internal Control	RNase P	ZooWVU	3424.023915	10272.071745	NA	NA	14.1488591528926	1
A02-0114.a2	A02-0114	9/15/21 10:57	9/17/21 10:57	NA	NA	CollegePark-02	SARS-CoV-2	Pathogen	N2	ZooWVU	137516.1409625	68758.07048125	NA	NA	121.266438238536	1
Q01-0009.a3	Q01-0009	5/12/22 8:00	5/13/22 8:00	0.426	NA	MadisonWWTP-01	Human	Internal Control	RNase P	ZooWVU	2946.44920125	2946.44920125	4751398783.405	1043117.18625796	0.646860417398463	1
O01-0073.a2	O01-0073	5/6/22 6:45	5/7/22 6:45	3.07	NA	GraftonWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	3462.494604375	3462.494604375	40238372420.0658	6627964.49021015	0.570333487790315	1
A03-0204.a3	A03-0204	11/19/21 6:00	11/19/21 14:00	NA	NA	SuncrestES-01	Human	Internal Control	RNase P	ZooWVU	7836.1717575	23508.5152725	NA	NA	45.6476024708738	1
L01-0068.a1	L01-0068	3/19/22 9:00	3/20/22 9:00	0.292	NA	WestUnionWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
A02-0251.a2	A02-0251	12/8/21 9:00	12/10/21 9:00	NA	NA	HonorsSummit-01	SARS-CoV-2	Pathogen	N2	ZooWVU	2448.18840375	1224.094201875	NA	NA	1.40056544836957	1
K01-0043.a2	K01-0043	2/28/22 6:21	3/1/22 6:28	8.085	NA	ParkersburgWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	158103.99502875	158103.99502875	4838779068299.1	100702998.299669	3.29040572380333	1
A1044.a1	A1044	5/5/21 0:00	5/5/21 23:55	12.711	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
E01-0055.a1	E01-0055	1/31/22 9:05	2/1/22 9:20	2.434	NA	PrincetonWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	369364.75771875	369364.75771875	3403211613654.27	94533655.9348408	10.2601321588542	1
A02-0371.a2	A02-0371	2/23/22 9:00	2/24/22 9:44	NA	NA	Evansdale-01	SARS-CoV-2	Pathogen	N2	ZooWVU	2369.569764375	1184.7848821875	NA	NA	NA	1
J01-0047.a3	J01-0047	5/11/22 7:30	5/12/22 7:30	0.192	NA	AlpineLakeWWTP-01	Human	Internal Control	RNase P	ZooWVU	2276.390581875	2276.390581875	1654477761.12681	2363539.65875258	3.25198654553571	1
H01-0183.a2	H01-0183	4/9/22 8:00	4/10/22 8:00	2.7	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	0	0	0	1
A03-0368.a1	A03-0368	6/1/22 6:00	6/1/22 14:00	NA	NA	SuncrestES-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	0	1
D01-0089.a3	D01-0089	5/15/22 7:00	5/16/22 7:00	1.33	NA	CharlesTownWWTP-01	Human	Internal Control	RNase P	ZooWVU	13535.20653375	13535.20653375	68144287199.3471	4008487.48231453	0.796188619632353	1
C01-0170.a3	C01-0170	5/8/22 7:00	5/9/22 7:00	15.911	NA	WheelingWWTP-01	Human	Internal Control	RNase P	ZooWVU	3117.855005625	3117.855005625	187787342272.488	3755746.84544976	0.0623571001125	1
A03-0231.a2	A03-0231	3/25/22 6:00	3/25/22 14:00	NA	NA	MountainviewES-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	NA	NA	0	1
A01-0263.a1	A01-0263	5/31/22 0:00	6/1/22 0:00	7.3	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	407877.093075	407877.093075	11271068796348.4	233220261.470542	8.43976769315924	1
A02-0322.a3	A02-0322	1/31/22 9:00	2/2/22 9:00	NA	NA	NorthHighSt-02	Human	Internal Control	RNase P	ZooWVU	134452.39978125	67226.199890625	NA	NA	NA	1
R01-0024.a3	R01-0024	4/20/22 9:00	4/21/22 8:30	NA	NA	HuttonsvilleWWTP-01	Human	Internal Control	RNase P	ZooWVU	8766.012223125	8766.012223125	NA	NA	4.17230472304855	1
A02-0318.a1	A02-0318	1/29/22 9:00	1/31/22 9:00	NA	NA	CollegePark-02	SARS-CoV-2	Pathogen	N1	ZooWVU	671699.23434375	335849.617171875	NA	NA	592.327367146164	1
A01-0014.a2	A01-0014	8/24/21 0:00	8/24/21 23:55	9.811	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	159446.68953125	159446.68953125	5921635993604.4	122530127.330003	3.29926108117965	1
C01-0055.a2	C01-0055	12/8/21 7:00	12/9/21 7:00	6.748	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	171948.66389625	171948.66389625	4392247502263.05	87844950.045261	3.438973277925	1
A1021.a1	A1021	4/4/21 12:00	4/4/21 11:55	9.589	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
H01-0130.a1	H01-0130	2/16/22 8:00	2/17/22 8:00	1.9	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	53316.078849375	53316.078849375	383464114270.704	31955342.855892	4.44300657078125	1
H01-0106.a2	H01-0106	1/22/22 8:00	1/23/22 8:00	1.9	NA	MoundsvilleWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	1988131.820625	1988131.820625	14299198742713	1191599895.22608	165.67765171875	1
A1100.a1	A1100	7/29/21 0:00	7/29/21 23:55	7.981	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
J01-0051.a1	J01-0051	5/17/22 7:30	5/18/22 7:30	0.124	NA	AlpineLakeWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
R01-0035.a2	R01-0035	5/17/22 9:00	5/18/22 8:30	0.146	NA	HuttonsvilleWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	31083.57915	31083.57915	17178957337.1294	8176562.2737408	14.7946592812946	1
N02-0030.a2	N02-0030	1/24/22 7:00	1/25/22 7:00	11	NA	ClarksburgWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	178099.519040625	178099.519040625	7415976704087.29	279869299.724028	6.72124383125613	1
P01-0039.a2	P01-0039	3/28/22 9:10	3/29/22 9:10	0.224	NA	StMarysWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	0	0	0	0	0	1
A1041.a1	A1041	5/2/21 0:00	5/2/21 23:55	11.991	NA	StarCityWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	0	0	0	1
A02-0382.a2	A02-0382	3/5/22 9:00	3/7/22 9:00	NA	NA	NorthHighSt-02	SARS-CoV-2	Pathogen	N2	ZooWVU	27153.71892375	13576.859461875	NA	NA	NA	1
A03-0314.a3	A03-0314	4/18/22 6:00	4/18/22 14:00	NA	NA	NorthES-01	Human	Internal Control	RNase P	ZooWVU	3991.78645125	11975.35935375	NA	NA	17.406045572311	1
C01-0028.a1	C01-0028	10/26/21 7:00	10/27/21 7:00	NA	NA	WheelingWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	24119.63389375	24119.63389375	NA	NA	0.482392677875	1
N02-0006.a1	N02-0006	3/7/22 7:00	3/8/22 7:00	10.32	NA	ClarksburgWWTP-01	SARS-CoV-2	Pathogen	N1	ZooWVU	18928.19983125	18928.19983125	739438288247.548	27905437.702753	0.714325603111555	1
C01-0012.a3	C01-0012	9/29/21 7:00	9/30/21 7:00	NA	NA	WheelingWWTP-01	Human	Internal Control	RNase P	ZooWVU	19367.03637375	19367.03637375	NA	NA	0.387340727475	1
E02-0128.a2	E02-0128	5/16/22 8:00	5/17/22 8:00	0.109	NA	AthensWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	7041.429913125	7041.429913125	2905362213.61123	1215124.30514899	2.9449727783877	1
A02-0426.a1	A02-0426	3/28/22 9:00	3/30/22 9:00	NA	NA	Evansdale-01	SARS-CoV-2	Pathogen	N1	ZooWVU	0	0	NA	NA	NA	1
J01-0008.a2	J01-0008	12/29/21 9:00	12/30/21 9:00	0.46	NA	AlpineLakeWWTP-01	SARS-CoV-2	Pathogen	N2	ZooWVU	3068.548224375	3068.548224375	5343228041.65443	7633182.91664919	4.38364032053571	1
