"capacity_mgd","concentration_method","county_names","dashboard_ignore","epaid","extraction_method","flow_rate","inhibition_adjust","inhibition_detect","inhibition_method","institution_type","lab_id","lod_ref","lod_sewage","major_lab_method","major_lab_method_desc","ntc_amplify","num_no_target_control","other_jurisdiction","pasteurized","pcr_gene_target","pcr_gene_target_ref","pcr_target","pcr_target_avg_conc","pcr_target_units","pcr_type","population_served","pretreatment","quant_stan_type","rec_eff_percent","rec_eff_spike_conc","rec_eff_spike_matrix","rec_eff_target_name","reporting_jurisdiction","sample_collect_date","sample_collect_time","sample_id","sample_location","sample_location_specify","sample_matrix","sample_type","site_id","stan_ref","test_result_date","wwtp_jurisdiction","wwtp_name","zipcode"
"0.7","ceres nanotrap","54053","","WV0022039","thermo magmax microbiome ultra nucleic acid isolation kit","0.05","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n","https://www.cdc.gov/coronavirus/2019-ncov/lab/multiplex.html","sars-cov-2","1951","copies/L wastewater","ddPCR","5515","no","rna","-1","","","","WV","2025-05-04","12:02","T01-0315","wwtp","","raw wastewater","24-hr time-weighted composite","54053-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-05-12","WV","Point Pleasant WWTP","25550"
"2.34","ceres nanotrap","54051","","WVR030013","thermo magmax microbiome ultra nucleic acid isolation kit","2.2","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","15461.601975","copies/L wastewater","ddPCR","12000","no","rna","-1","","","","WV","2022-03-18","08:00","H01-0161","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-03-30","WV","Moundsville WWTP","26041"
"8","ceres nanotrap","54033","","WV0023302","thermo magmax microbiome ultra nucleic acid isolation kit","7.86","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","76363.88944875","copies/L wastewater","ddPCR","26498","no","rna","-1","","","","WV","2022-02-23","07:00","N02-0042","wwtp","","raw wastewater","24-hr flow-weighted composite","54033-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-03-02","WV","Clarksburg WWTP","26301"
"2.34","ceres nanotrap","54051","","WVR030013","thermo magmax microbiome ultra nucleic acid isolation kit","2.4","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","8902.837659375","copies/L wastewater","ddPCR","12000","no","rna","-1","","","","WV","2023-08-25","08:00","H01-0688","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-09-17","WV","Moundsville WWTP","26041"
"20.8","ceres nanotrap","54061","","WV0023124","thermo magmax microbiome ultra nucleic acid isolation kit","8.4","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","InfB","https://doi.org/10.1021/acs.estlett.2c00350","FLUBV","190","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2025-08-23","12:00","A01-1335","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-09-02","WV","Star City WWTP","26505"
"0.525","ceres nanotrap","54073","","WV0020168","thermo magmax microbiome ultra nucleic acid isolation kit","0.213","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","832988.981175","copies/L wastewater","ddPCR","2892","no","rna","-1","","","","WV","2022-01-26","10:00","P01-0021","wwtp","","raw wastewater","24-hr time-weighted composite","54073-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-02-07","WV","St Marys WWTP","26170"
"20.8","ceres nanotrap","54061","","WV0023124","thermo magmax microbiome ultra nucleic acid isolation kit","14.8","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","388477.4672625","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2023-03-31","00:00","A01-0528","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-04-03","WV","Star City WWTP","26505"
"0.5","ceres nanotrap","54005","","WV0035939","thermo magmax microbiome ultra nucleic acid isolation kit","0.242","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n","https://www.cdc.gov/coronavirus/2019-ncov/lab/multiplex.html","sars-cov-2","2231","copies/L wastewater","ddPCR","4555","no","rna","-1","","","","WV","2025-09-21","08:00","Q01-0632","wwtp","","raw wastewater","24-hr time-weighted composite","54005-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-09-25","WV","Madison WWTP","25053"
"2.34","ceres nanotrap","54051","","WVR030013","thermo magmax microbiome ultra nucleic acid isolation kit","1.3","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","433786.4309625","copies/L wastewater","ddPCR","12000","no","rna","-1","","","","WV","2023-09-01","09:00","H01-0695","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-09-15","WV","Moundsville WWTP","26041"
"15.5","ceres nanotrap","54107","","WV0023213","thermo magmax microbiome ultra nucleic acid isolation kit","11.063","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","InfB","https://doi.org/10.1021/acs.estlett.2c00350","FLUBV","1852","copies/L wastewater","ddPCR","48050","no","rna","-1","","","","WV","2025-07-14","06:02","K01-0531","wwtp","","raw wastewater","24-hr flow-weighted composite","54107-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-07-23","WV","Parkersburg WWTP","26101"
"20.8","ceres nanotrap","54061","","WV0023124","thermo magmax microbiome ultra nucleic acid isolation kit","8.904","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","144125.69878125","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2021-10-04","00:00","A01-0055","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2021-10-14","WV","Star City WWTP","26505"
"0.75","ceres nanotrap","54061","","WV0083071","thermo magmax microbiome ultra nucleic acid isolation kit","0.625","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","250556.791153125","copies/L wastewater","ddPCR","2000","no","rna","-1","","","","WV","2022-02-14","08:00","A04-0015","wwtp","","raw wastewater","24-hr time-weighted composite","54061-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-02-17","WV","Cheat Lake WWTP","26508"
"4.9","ceres nanotrap","54055","","WV0023094","thermo magmax microbiome ultra nucleic acid isolation kit","2.059","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","10853.154433125","copies/L wastewater","ddPCR","36000","no","rna","-1","","","","WV","2023-05-24","10:00","E01-0276","wwtp","","raw wastewater","24-hr time-weighted composite","54055-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-06-09","WV","Princeton WWTP","24740"
"4.99","ceres nanotrap","54083","","WV0020028","thermo magmax microbiome ultra nucleic acid isolation kit","2.2888","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","640335.6744","copies/L wastewater","ddPCR","13156","no","rna","-1","","","","WV","2023-08-10","07:00","R02-0358","wwtp","","raw wastewater","24-hr time-weighted composite","54083-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-08-25","WV","Elkins WWTP","26241"
"2.25","ceres nanotrap","54037","","WV0022349","thermo magmax microbiome ultra nucleic acid isolation kit","1.25","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","759801.2027625","copies/L wastewater","ddPCR","17000","no","rna","-1","","","","WV","2023-01-31","07:04","D01-0243","wwtp","","raw wastewater","24-hr flow-weighted composite","54037-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-02-07","WV","CharlesTown WWTP","25414"
"20.8","peg precipitation","54061","","WV0023124","qiaamp viral rna kit","7.987","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","2518","copies/L wastewater","ddPCR","48328","no","rna","-1","","","","WV","2021-03-10","12:00","A1003","wwtp","","raw wastewater","24-hr flow-weighted composite","54061-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2021-03-16","WV","Star City WWTP","26505"
"0.4","ceres nanotrap","54033","","WV0020257","thermo magmax microbiome ultra nucleic acid isolation kit","0.685","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","2154","copies/L wastewater","ddPCR","1853","no","rna","-1","","","","WV","2022-03-25","07:03","N03-0015","wwtp","","raw wastewater","24-hr time-weighted composite","54033-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-04-04","WV","Salem WWTP","26426"
"15.5","ceres nanotrap","54107","","WV0023213","thermo magmax microbiome ultra nucleic acid isolation kit","3.365","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","RSV-A and RSV-B combined","https://www.bio-rad.com/digital-assays/assay-detail/dEXD77482599?_gl=1*wb42kj*_gcl_au*MTA0MjQ3Mzc0MC4xNzEyOTUzOTc2","RSV","15","copies/L wastewater","ddPCR","48050","no","rna","-1","","","","WV","2025-09-15","06:03","K01-0559","wwtp","","raw wastewater","24-hr flow-weighted composite","54107-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-09-24","WV","Parkersburg WWTP","26101"
"8","ceres nanotrap","54033","","WV0023302","thermo magmax microbiome ultra nucleic acid isolation kit","9.24","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","183397.42362","copies/L wastewater","ddPCR","26498","no","rna","-1","","","","WV","2022-10-31","08:00","N02-0183","wwtp","","raw wastewater","24-hr flow-weighted composite","54033-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-11-10","WV","Clarksburg WWTP","26301"
"0.75","ceres nanotrap","54019","","WV0044041","thermo magmax microbiome ultra nucleic acid isolation kit","0.636","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","InfA1 and InfA2 combined","https://doi.org/10.1021/acs.estlett.2c00350","FLUAV","2094","copies/L wastewater","ddPCR","2626","no","rna","-1","","","","WV","2025-11-23","09:04","U01-0182","wwtp","","raw wastewater","24-hr time-weighted composite","54019-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2025-12-03","WV","White Oak WWTP","25917"
"4.99","ceres nanotrap","54083","","WV0020028","thermo magmax microbiome ultra nucleic acid isolation kit","3.69","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","707920.8971625","copies/L wastewater","ddPCR","13156","no","rna","-1","","","","WV","2022-07-26","06:00","R02-0118","wwtp","","raw wastewater","24-hr time-weighted composite","54083-003-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-08-04","WV","Elkins WWTP","26241"
"0.7","ceres nanotrap","54053","","WV0022039","thermo magmax microbiome ultra nucleic acid isolation kit","0.24","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","717530.2863375","copies/L wastewater","ddPCR","5515","no","rna","-1","","","","WV","2022-08-15","07:00","T01-0017","wwtp","","raw wastewater","24-hr time-weighted composite","54053-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-08-25","WV","Point Pleasant WWTP","25550"
"0.25","ceres nanotrap","54049","","WV0024953","thermo magmax microbiome ultra nucleic acid isolation kit","0.189","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n2","https://doi.org/10.1039/D0EW00946F","sars-cov-2","10822.22370375","copies/L wastewater","ddPCR","1091","no","rna","-1","","","","WV","2022-04-01","11:03","M03-0048","wwtp","","raw wastewater","24-hr time-weighted composite","54049-001-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-04-07","WV","Mannington WWTP","26582"
"0.41","ceres nanotrap","54083","","WV0082414","thermo magmax microbiome ultra nucleic acid isolation kit","0.134","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","272","copies/L wastewater","ddPCR","2101","no","rna","-1","","","","WV","2022-08-02","09:00","R01-0104","wwtp","","raw wastewater","24-hr time-weighted composite","54083-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-08-11","WV","Huttonsville WWTP","26273"
"14","ceres nanotrap","54039","","WVR030006","thermo magmax microbiome ultra nucleic acid isolation kit","15.8","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","853915.12185","copies/L wastewater","ddPCR","50000","no","rna","-1","","","","WV","2022-07-18","07:00","B01-0178","wwtp","","raw wastewater","24-hr flow-weighted composite","54039-002-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2022-07-25","WV","Charleston WWTP","25312"
"10","ceres nanotrap","54069","","WVG640166","thermo magmax microbiome ultra nucleic acid isolation kit","8.908","","not tested","none","not institution specific","ZooWVU","https://doi.org/10.1039/D0EW00946F","2855","1","Nanotrap concentration of raw influent and quantification by ddPCR","no","1","","no","n1","https://doi.org/10.1039/D0EW00946F","sars-cov-2","531127.2276375","copies/L wastewater","ddPCR","50000","no","rna","-1","","","","WV","2023-05-10","07:00","C01-0419","wwtp","","raw wastewater","24-hr flow-weighted composite","54051-004-01-00-00","https://doi.org/10.1038/s41598-020-80715-1","2023-05-19","WV","Wheeling WWTP","26003"
